ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ADT,Advent Limited,Annual Ratio Analysis - ROE,3.94%,-1.46%,1.60%,0.15%,0.25%,1.43%,1.26%,6.80%,24.41%,16.79%,21.60%,-2.59%,-17.90%,-24.99%,57.15%,-13.70%,17.83%,-3.70%, , , , , , , , , 
ADT,Advent Limited,Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , , , , , , , , 
ADT,Advent Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"888,000.00","-324,000.00","399,000.00","814,000.00","1,415,000.00","2,792,000.00","3,092,544.00","2,293,164.00","4,279,979.00","6,638,919.00","5,774,686.00","-754,490.00","-4,378,310.00","-4,855,626.00","17,550,979.00","-3,242,092.00","5,103,646.00","-557,679.00", , , , , , , , , 
ADT,Advent Limited,Annual Balance Sheet - Total Equity,"23,322,000.00","22,249,000.00","24,754,000.00","57,221,000.00","70,059,000.00","69,093,000.00","49,906,338.00","40,578,032.00","31,934,897.00","36,985,575.00","35,689,887.00","29,144,043.00","24,455,394.00","19,431,378.00","30,712,406.00","23,659,836.00","20,756,914.00","15,075,281.00", , , , , , , , , 
ADT,Advent Limited,Annual Balance Sheet - Total Assets,"24,816,000.00","23,334,000.00","26,827,000.00","61,550,000.00","78,012,000.00","77,113,000.00","79,205,769.00","47,198,903.00","77,352,296.00","57,259,134.00","51,491,945.00","42,809,633.00","36,749,470.00","29,896,141.00","58,563,782.00","44,310,096.00","22,213,339.00","17,476,344.00", , , , , , , , , 
ADV1,Australian Development Capital Fund,Annual Ratio Analysis - ROE,-4.91%,-1.02%,-22.27%,-7.53%,-8.61%,-164.37%,-77.91%,-138.89%,-188.39%,-52.08%,-61.10%,15.40%,-21.02%,-28.11%, , , , , , , , , , , , , 
ADV1,Australian Development Capital Fund,Annual Profit and Loss - Operating Revenue,0.00,"673,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--, , , , , , , , , , , , , 
ADV1,Australian Development Capital Fund,Annual Profit and Loss - Reported NPAT After Abnorma,"-4,731,000.00","-84,000.00","-1,237,000.00","725,000.00","36,000.00","-4,691,000.00","-1,249,685.00","-725,000.00","-453,925.00","-18,000.00","-16,121.00","9,007.00","-340,663.00","-210,799.00", , , , , , , , , , , , , 
ADV1,Australian Development Capital Fund,Annual Balance Sheet - Total Equity,"8,303,000.00","8,219,000.00","5,555,000.00","6,852,000.00","7,545,000.00","2,854,000.00","1,604,050.00","522,000.00","65,605.00","48,000.00","49,484.00","58,491.00","460,830.00","750,031.00", , , , , , , , , , , , , 
ADV1,Australian Development Capital Fund,Annual Balance Sheet - Total Assets,"8,416,000.00","8,298,000.00","5,689,000.00","6,985,000.00","7,752,000.00","2,937,000.00","1,650,729.00","727,000.00","134,203.00","62,000.00","66,484.00","75,491.00","469,279.00","958,621.00", , , , , , , , , , , , , 
AEF,Australian Ethical Investment Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,--,8.17%,4.40%,10.12%,16.07%,21.72%,23.67%,19.71%,14.23%,12.69%,16.81%,6.00%,14.57%,32.81%,17.66%, 
AEF,Australian Ethical Investment Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"13,642,000.00", 
AEF,Australian Ethical Investment Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,"142,131.00","353,276.00","190,921.00","459,761.00","810,900.00","1,362,612.00","1,819,177.00","1,651,790.00","1,202,752.00","1,022,555.00","1,282,533.00","402,155.00","1,063,037.00","2,542,526.00","1,970,000.00", 
AEF,Australian Ethical Investment Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,--,"4,324,366.00","4,339,153.00","4,541,716.00","5,046,886.00","6,273,783.00","7,684,133.00","8,381,490.00","8,453,205.00","8,055,728.00","7,628,812.00","6,707,721.00","7,296,625.00","9,482,648.00","11,152,000.00", 
AEF,Australian Ethical Investment Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,--,"5,236,828.00","5,156,860.00","5,591,003.00","6,533,613.00","8,279,224.00","10,052,296.00","11,152,242.00","11,054,919.00","11,099,926.00","11,284,140.00","8,638,687.00","10,278,411.00","14,239,678.00","17,227,000.00", 
AEG,Absolute Equity Performance Fund Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00%, 
AEG,Absolute Equity Performance Fund Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , , ,--, 
AEG,Absolute Equity Performance Fund Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00, 
AEG,Absolute Equity Performance Fund Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , , ,"98,074,000.00", 
AEG,Absolute Equity Performance Fund Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , , ,"98,074,000.00", 
AFA,ASF Group Limited,Annual Ratio Analysis - ROE,-32.42%,-47.18%,-12.50%,-4.77%,-4.04%,-9.39%,-5.44%,-45.03%,-61.92%,-25.30%,-10.94%,-15.24%,-31.21%,-25.12%,43.59%,0.00%,66.17%,-44.98%,-130.08%,-119.77%,-32.21%,-13.74%,72.94%,-788.72%,-30.69%,-43.24%, 
AFA,ASF Group Limited,Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AFA,ASF Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-2,469,000.00","-1,289,000.00","-749,000.00","-328,000.00","-267,000.00","-567,000.00","-311,872.00","-1,899,815.00","-3,871,924.00","-881,369.00","-1,450,155.00","-1,766,000.00","-5,344,000.00","-2,494,000.00","-15,877,000.00","-492,000.00","2,643,947.00","-1,353,869.00","-4,271,392.00","-5,328,110.00","-2,756,515.00","-1,747,372.00","21,169,346.00","-30,539,775.00","-577,000.00","-14,842,000.00", 
AFA,ASF Group Limited,Annual Balance Sheet - Total Equity,"7,615,000.00","7,172,000.00","7,200,000.00","6,872,000.00","6,605,000.00","6,041,000.00","5,729,406.00","4,218,659.00","4,630,759.00","3,989,394.00","13,250,570.00","11,585,000.00","10,325,000.00","11,248,000.00","-3,035,000.00","-3,527,000.00","3,995,925.00","4,946,728.00","4,388,212.00","2,704,663.00","8,095,134.00","8,667,822.00","29,199,305.00","1,159,129.00","18,299,000.00","28,249,000.00", 
AFA,ASF Group Limited,Annual Balance Sheet - Total Assets,"9,133,000.00","7,410,000.00","7,290,000.00","6,947,000.00","22,201,000.00","21,159,000.00","20,908,872.00","20,859,261.00","20,985,167.00","20,862,517.00","13,711,134.00","12,494,000.00","11,410,000.00","14,561,000.00","586,000.00","464,000.00","4,256,448.00","11,166,720.00","11,453,866.00","2,898,886.00","8,764,068.00","11,651,517.00","31,177,714.00","12,874,445.00","24,374,000.00","35,070,000.00", 
AFI,Australian Foundation Investment Company Limited,Annual Ratio Analysis - ROE,16.20%,7.94%,3.74%,4.30%,4.85%,5.86%,6.18%,4.68%,4.67%,4.59%,5.14%,4.42%,3.56%,4.15%,3.98%,4.21%,5.61%,5.45%,9.78%,5.93%,4.62%,5.51%,5.56%,5.25%,4.90%,5.39%,4.91%
AFI,Australian Foundation Investment Company Limited,Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AFI,Australian Foundation Investment Company Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"35,738,000.00","29,714,000.00","26,812,000.00","31,101,000.00","40,108,000.00","49,142,000.00","58,313,000.00","64,966,000.00","82,794,000.00","93,672,000.00","103,369,000.00","104,176,000.00","86,421,000.00","102,800,000.00","124,247,000.00","158,840,000.00","214,067,000.00","259,341,000.00","416,141,000.00","103,479,000.00","183,753,000.00","233,335,000.00","219,882,000.00","242,779,000.00","254,293,000.00","293,604,000.00","265,756,000.00"
AFI,Australian Foundation Investment Company Limited,Annual Balance Sheet - Total Equity,"269,945,000.00","325,620,000.00","678,060,000.00","750,506,000.00","816,902,000.00","838,339,000.00","943,605,000.00","1,388,678,000.00","1,567,530,000.00","1,915,603,000.00","2,009,494,000.00","2,355,990,000.00","2,430,034,000.00","2,479,414,000.00","3,123,944,000.00","3,773,219,000.00","3,812,928,000.00","4,759,721,000.00","4,253,083,000.00","3,560,562,000.00","3,976,968,000.00","4,234,795,000.00","3,951,490,000.00","4,626,692,000.00","5,184,152,000.00","5,446,444,000.00","5,408,541,000.00"
AFI,Australian Foundation Investment Company Limited,Annual Balance Sheet - Total Assets,"290,751,000.00","345,306,000.00","701,714,000.00","779,259,000.00","933,918,000.00","950,935,000.00","1,061,449,000.00","1,495,575,000.00","1,683,572,000.00","2,105,266,000.00","2,270,089,000.00","2,657,026,000.00","2,522,739,000.00","2,492,148,000.00","3,137,983,000.00","3,805,482,000.00","4,556,240,000.00","5,850,614,000.00","5,101,068,000.00","4,080,608,000.00","4,584,449,000.00","4,932,304,000.00","4,805,012,000.00","5,721,174,000.00","6,462,050,000.00","6,624,598,000.00","6,452,528,000.00"
AFU,Australian Emerging Growth Fund (The),Annual Ratio Analysis - ROE,-61.05%,-10.28%,-10.91%,-15.80%,9.73%,-7.20%,8.39%,25.99%,-30.42%,31.38%,16.16%,--, , , , , , , , , , , , , , , 
AFU,Australian Emerging Growth Fund (The),Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--, , , , , , , , , , , , , , , 
AFU,Australian Emerging Growth Fund (The),Annual Profit and Loss - Reported NPAT After Abnorma,"-1,591,000.00","-243,000.00","12,000.00","593,000.00","457,000.00","-230,000.00","292,599.00","1,224,792.00","-1,099,020.00","1,652,624.00","1,015,000.00",0.00, , , , , , , , , , , , , , , 
AFU,Australian Emerging Growth Fund (The),Annual Balance Sheet - Total Equity,"2,606,000.00","2,363,000.00","2,375,000.00","2,968,000.00","3,424,000.00","3,194,000.00","3,487,296.00","4,712,088.00","3,613,068.00","5,265,692.00","6,281,298.00",0.00, , , , , , , , , , , , , , , 
AFU,Australian Emerging Growth Fund (The),Annual Balance Sheet - Total Assets,"2,643,000.00","2,398,000.00","2,440,000.00","3,061,000.00","3,508,000.00","3,316,000.00","3,565,354.00","5,021,999.00","3,726,885.00","5,394,400.00","6,446,611.00",0.00, , , , , , , , , , , , , , , 
AGF,AMP Capital China Growth Fund,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,--,--,--,--,--,--,--,33.05%,-10.99%, 
AGF,AMP Capital China Growth Fund,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--, 
AGF,AMP Capital China Growth Fund,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,0.00,0.00,0.00,"31,524,000.00","5,441,000.00","-49,655,000.00","18,263,000.00","2,280,000.00","181,937,000.00","-55,839,000.00", 
AGF,AMP Capital China Growth Fund,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"44,357,899.00",--,--,--,--,--,--,--,"550,546,000.00","507,915,000.00", 
AGF,AMP Capital China Growth Fund,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"46,206,145.00","609,759,000.00","326,935,000.00","446,708,000.00","349,663,000.00","297,392,000.00","324,239,000.00","377,311,000.00","562,431,000.00","638,577,000.00", 
AHI,Allco HIT Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,3.05%,"-1,694.44%", , , , , , , , 
AHI,Allco HIT Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , ,--,--, , , , , , , , 
AHI,Allco HIT Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , ,"9,285,000.00","-318,941,000.00", , , , , , , , 
AHI,Allco HIT Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , ,"347,875,000.00","54,046,000.00", , , , , , , , 
AHI,Allco HIT Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"2,047,790,000.00","1,249,609,000.00", , , , , , , , 
AHU,Allco Hybrid Investment Trust,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,505.37%,115.68%,-1.70%,-143.02%, , , , , , , , 
AHU,Allco Hybrid Investment Trust,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,--,--,--,--,--, , , , , , , , 
AHU,Allco Hybrid Investment Trust,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"2,542,000.00","21,789,000.00","-315,000.00","-9,760,000.00", , , , , , , , 
AHU,Allco Hybrid Investment Trust,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"2,600,000.00","503,000.00","18,836,000.00","18,521,000.00","8,761,000.00", , , , , , , , 
AHU,Allco Hybrid Investment Trust,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"131,300,000.00","393,001,000.00","414,951,000.00","428,958,000.00","83,949,000.00", , , , , , , , 
AIB,Aurora Global Income Trust,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , ,--,--,--,--,--,--,--,5.95%, 
AIB,Aurora Global Income Trust,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--, 
AIB,Aurora Global Income Trust,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , ,0.00,"-245,697.00","730,236.00","1,870,423.00","-900,453.00","1,098,081.00","-373,185.00","355,568.00", 
AIB,Aurora Global Income Trust,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , ,--,--,--,--,--,--,--,"5,970,925.00", 
AIB,Aurora Global Income Trust,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , ,"19,327,200.00","15,215,173.00","13,515,908.00","17,163,251.00","13,527,072.00","8,800,909.00","7,217,748.00","6,624,828.00", 
AIK,Armidale Investment Corporation Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , ,0.00%,1.22%,8.59%,10.94%,9.06%,3.79%,-36.88%,"-1,215.49%",-85.82%,-4.89%,-1.54%,-2.39%,9.91%,13.73%, 
AIK,Armidale Investment Corporation Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AIK,Armidale Investment Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , ,0.00,"211,233.00","2,138,508.00","3,187,220.00","3,193,068.00","3,446,219.00","-23,790,279.00","-59,601,460.00","-2,264,605.00","10,397,713.00","-2,378,461.00","-916,401.00","3,654,966.00","7,799,415.00", 
AIK,Armidale Investment Corporation Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , ,"17,211,014.00","17,297,967.00","24,883,639.00","29,120,906.00","35,238,370.00","91,049,233.00","64,504,966.00","4,903,506.00","2,638,901.00","16,086,544.00","20,355,921.00","21,263,479.00","36,878,352.00","56,811,174.00", 
AIK,Armidale Investment Corporation Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , ,"17,211,014.00","55,690,539.00","61,382,350.00","30,447,070.00","50,759,310.00","194,683,189.00","80,901,460.00","5,834,476.00","3,251,500.00","16,367,384.00","38,453,099.00","32,929,303.00","38,010,416.00","57,523,087.00", 
AIQ,Alternative Investment Trust,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,8.36%,14.29%,--,--,--,--,--,--,--,3.27%,1.61%, 
AIQ,Alternative Investment Trust,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--, 
AIQ,Alternative Investment Trust,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"26,231,000.00","42,395,000.00",0.00,0.00,"-63,019,000.00","-12,076,000.00","-282,000.00","1,936,000.00","6,454,000.00","755,000.00","293,000.00", 
AIQ,Alternative Investment Trust,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"37,100,000.00","313,931,000.00","281,692,000.00",--,--,--,--,--,--,--,"23,078,000.00","18,144,000.00", 
AIQ,Alternative Investment Trust,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"537,300,000.00","610,885,000.00","551,640,000.00","1,308,930,000.00","1,002,803,000.00","240,017,000.00","184,511,000.00","108,922,000.00","71,252,000.00","34,303,000.00","23,339,000.00","18,388,000.00", 
AIY,Authorised Investment Fund Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,-0.64%,4.59%,-6.38%,-27.53%,-9.90%,-110.60%,-11.39%,-48.42%,-65.83%,0.19%,-6.26%,-51.35%,-37.03%,-9.88%,12.64%,45.41%,-23.56%, 
AIY,Authorised Investment Fund Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AIY,Authorised Investment Fund Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"-25,770.00","192,393.00","-251,688.00","-1,133,825.00","-416,019.00","-2,736,729.00","-264,439.00","-1,805,878.00","-1,140,635.00","-4,501.00","-161,833.00","-675,351.00","-443,888.00","322,876.00","48,248.00","528,582.00","-470,243.00", 
AIY,Authorised Investment Fund Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"4,001,592.00","4,192,993.00","3,942,297.00","4,118,095.00","4,202,702.00","2,474,518.00","2,321,629.00","2,070,355.00","1,178,494.00","1,766,774.00","1,946,451.00","1,315,090.00","1,198,702.00","1,566,993.00","1,911,309.00","2,465,891.00","1,995,648.00", 
AIY,Authorised Investment Fund Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"4,031,419.00","4,265,329.00","4,040,131.00","4,192,975.00","4,329,180.00","2,675,940.00","2,484,830.00","2,214,815.00","1,328,201.00","1,835,307.00","1,965,325.00","1,401,491.00","1,255,978.00","1,794,226.00","1,956,347.00","2,479,627.00","2,005,627.00", 
AJO,Armstrong Jones Office Fund,Annual Ratio Analysis - ROE, , ,2.94%,4.55%,4.59%,6.18%,6.42%,6.75%,7.19%,7.21%, , ,2.46%, , ,2.48%, , , , , , , , , , , 
AJO,Armstrong Jones Office Fund,Annual Profit and Loss - Operating Revenue, , ,--,--,--,--,--,--,--,--, , ,--, , ,--, , , , , , , , , , , 
AJO,Armstrong Jones Office Fund,Annual Profit and Loss - Reported NPAT After Abnorma, , ,"12,471,000.00","13,865,000.00","10,743,000.00","16,043,000.00","19,795,000.00","22,107,892.00","22,408,000.00","3,659,000.00", , ,"29,844,000.00", , ,"35,990,000.00", , , , , , , , , , , 
AJO,Armstrong Jones Office Fund,Annual Balance Sheet - Total Equity, , ,"424,654,000.00","304,391,000.00","301,914,000.00","257,587,000.00","326,071,000.00","327,707,853.00","311,851,000.00","340,984,008.00", , ,"372,542,000.00", , ,"483,303,000.00", , , , , , , , , , , 
AJO,Armstrong Jones Office Fund,Annual Balance Sheet - Total Assets, , ,"554,896,000.00","421,522,000.00","422,830,000.00","324,954,000.00","333,680,000.00","335,191,095.00","318,627,016.00","505,724,000.00", , ,"669,234,000.00", , ,"757,817,000.00", , , , , , , , , , , 
AKF,Ask Funding Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,-138.13%,-51.32%,-45.35%,-144.61%,--,0.45%,-1.55%,13.04%,14.40%,3.82%,-72.81%,-4.18%,-6.54%,-11.51%,-9.04%, 
AKF,Ask Funding Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AKF,Ask Funding Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,"-1,469,797.00","-2,975,100.00","-957,049.00","-1,247,583.00","-1,292,729.00","1,800,607.00","-296,124.00","1,927,141.00","3,544,686.00","956,238.00","-11,159,305.00","-551,601.00","-810,144.00","-1,174,390.00","-506,297.00", 
AKF,Ask Funding Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"1,064,105.00","3,067,378.00","2,110,329.00","862,746.00","-429,983.00","19,405,095.00","19,110,505.00","20,974,168.00","24,610,212.00","25,041,398.00","13,743,339.00","13,191,738.00","12,381,594.00","10,207,319.00","5,601,227.00", 
AKF,Ask Funding Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"4,183,438.00","4,285,757.00","2,260,985.00","992,283.00","2,368,620.00","22,323,557.00","45,216,232.00","68,775,642.00","71,348,860.00","63,059,965.00","50,659,533.00","31,363,344.00","16,450,766.00","10,352,750.00","5,710,038.00", 
AKR,Astra Capital Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,-24.82%,3.48%,-64.88%,-7.36%,-126.49%,-148.08%,-84.26%,-9.51%,2.08%,-0.02%, , , , , , 
AKR,Astra Capital Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,--,"2,576,945.00","14,602.00","7,702.00","4,891.00","85,257.00","863,117.00","134,813.00",--,250.00, , , , , , 
AKR,Astra Capital Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,"-21,974,099.00","-4,624,250.00","-1,654,196.00","-1,173,943.00","-9,882,002.00","-6,584,431.00","-3,717,405.00","-3,344,163.00","-608,422.00","-5,683.00", , , , , , 
AKR,Astra Capital Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"2,152,244.00","-382,981.00","-533,000.00","15,950,918.00","7,812,254.00","4,446,477.00","4,411,745.00","35,153,493.00","34,472,624.00","34,144,411.00", , , , , , 
AKR,Astra Capital Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"2,303,039.00","462,458.00","273,502.00","16,237,353.00","7,972,495.00","5,207,122.00","4,792,693.00","35,448,132.00","34,902,736.00","34,453,985.00", , , , , , 
AKS,Australian Masters Corporate Bond Fund No1 Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,6.43%, , , , , , 
AKS,Australian Masters Corporate Bond Fund No1 Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--, , , , , , 
AKS,Australian Masters Corporate Bond Fund No1 Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,"3,665,081.00", , , , , , 
AKS,Australian Masters Corporate Bond Fund No1 Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"56,983,856.00", , , , , , 
AKS,Australian Masters Corporate Bond Fund No1 Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"58,133,399.00", , , , , , 
AKT,Australian Masters Corporate Bond Fund No2 Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,5.53%, , , , , , 
AKT,Australian Masters Corporate Bond Fund No2 Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--, , , , , , 
AKT,Australian Masters Corporate Bond Fund No2 Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,"2,015,429.00", , , , , , 
AKT,Australian Masters Corporate Bond Fund No2 Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"36,431,185.00", , , , , , 
AKT,Australian Masters Corporate Bond Fund No2 Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"36,910,730.00", , , , , , 
AKU,Australian Masters Corporate Bond Fund No3 Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,7.51%,12.45%, , , , , 
AKU,Australian Masters Corporate Bond Fund No3 Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--,--, , , , , 
AKU,Australian Masters Corporate Bond Fund No3 Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,"3,198,712.00","2,528,774.00", , , , , 
