ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
ARB,ARB Corporation Limited,Annual Balance Sheet - Total Equity,"9,844,000.00","10,512,000.00","10,761,000.00","11,626,000.00","12,403,000.00","13,069,000.00","14,430,320.00","15,678,304.00","17,782,790.00","20,441,608.00","23,629,551.00","27,274,525.00","31,991,820.00","37,683,303.00","44,838,936.00","52,286,000.00","61,050,000.00","68,830,000.00","77,727,000.00","92,039,000.00","111,406,000.00","129,275,000.00","151,176,000.00","177,543,000.00","197,814,000.00","226,348,000.00"
ARB,ARB Corporation Limited,Annual Balance Sheet - Total Assets,"14,985,000.00","14,753,000.00","14,950,000.00","17,003,000.00","18,378,000.00","20,239,000.00","23,109,697.00","28,332,063.00","31,741,964.00","36,995,397.00","41,612,454.00","45,748,322.00","52,977,777.00","58,625,225.00","72,035,203.00","91,917,000.00","90,025,000.00","101,875,000.00","114,160,000.00","120,128,000.00","149,236,000.00","164,624,000.00","188,108,000.00","219,051,000.00","241,764,000.00","269,869,000.00"
ARB,ARB Corporation Limited,Annual Profit and Loss - Operating Revenue,"14,249,000.00","13,319,000.00","15,664,000.00","20,813,000.00","25,686,000.00","28,940,000.00","33,607,136.00","38,247,256.00","43,980,456.00","50,925,708.00","59,136,133.00","67,771,149.00","78,932,615.00","87,994,638.00","100,652,072.00","114,729,000.00","126,258,000.00","146,597,000.00","172,365,000.00","192,001,000.00","229,120,000.00","255,394,000.00","270,152,000.00","292,878,000.00","297,779,000.00","329,755,000.00"
ARB,ARB Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,016,000.00","278,000.00","658,000.00","1,513,000.00","1,557,000.00","1,759,000.00","2,085,005.00","2,514,772.00","3,426,918.00","4,001,030.00","5,136,431.00","6,507,000.00","8,278,882.00","10,291,917.00","12,093,703.00","14,172,000.00","15,782,000.00","15,756,000.00","19,647,000.00","22,539,000.00","32,628,000.00","37,854,000.00","38,499,000.00","42,358,000.00","42,570,000.00","44,093,000.00"
ARB,ARB Corporation Limited,Annual Ratio Analysis - ROE,10.32%,2.64%,6.11%,11.72%,12.55%,13.46%,14.45%,16.04%,19.27%,19.57%,21.74%,23.86%,25.88%,27.31%,26.97%,27.10%,22.00%,22.89%,25.28%,24.49%,29.29%,29.28%,25.47%,23.86%,21.52%,19.48%
BDS,Bridgestone Australia Limited,Annual Balance Sheet - Total Equity,"78,855,000.00","66,161,000.00","69,091,000.00","75,528,000.00","97,392,000.00","106,297,000.00","123,950,000.00","137,889,000.00","145,169,000.00","144,071,000.00","136,919,000.00","143,099,000.00","155,688,000.00","162,693,000.00","168,983,000.00","183,222,000.00","181,413,000.00", , , , , , , , , 
BDS,Bridgestone Australia Limited,Annual Balance Sheet - Total Assets,"280,304,000.00","266,408,000.00","241,878,000.00","243,193,008.00","244,905,000.00","251,240,000.00","273,253,008.00","285,326,000.00","308,297,000.00","291,203,000.00","338,533,000.00","335,053,000.00","328,619,000.00","345,087,000.00","351,256,000.00","358,794,000.00","367,034,000.00", , , , , , , , , 
BDS,Bridgestone Australia Limited,Annual Profit and Loss - Operating Revenue,"380,100,000.00","345,081,984.00","362,979,008.00","371,929,984.00","412,603,008.00","430,815,008.00","437,847,008.00","433,088,000.00","468,347,008.00","457,561,000.00","475,931,000.00","507,702,000.00","504,971,000.00","533,913,000.00","533,187,000.00","526,687,000.00","517,856,000.00", , , , , , , , , 
BDS,Bridgestone Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-2,996,000.00","-2,539,000.00","4,223,000.00","8,781,000.00","14,096,000.00","15,185,000.00","15,820,000.00","12,504,000.00","11,845,000.00","10,136,000.00","-6,903,000.00","8,919,000.00","12,589,000.00","10,657,000.00","10,859,000.00","10,298,000.00","2,840,000.00", , , , , , , , , 
BDS,Bridgestone Australia Limited,Annual Ratio Analysis - ROE,-2.43%,0.26%,10.08%,11.52%,14.40%,14.32%,10.19%,10.05%,7.81%,6.41%,1.97%,6.82%,8.09%,6.55%,6.72%,5.62%,2.57%, , , , , , , , , 
DDT,DataDot Technology Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"4,736,000.00","2,310,991.00","2,725,994.00","10,398,936.00","11,373,071.00","2,251,569.00","3,171,361.00","7,840,332.00","6,301,396.00","5,904,244.00","7,230,675.00","9,600,934.00"
DDT,DataDot Technology Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"11,671,000.00","6,930,847.00","7,209,076.00","15,024,275.00","15,720,106.00","4,667,232.00","5,139,731.00","9,958,760.00","8,592,345.00","7,720,154.00","9,058,264.00","11,588,878.00"
DDT,DataDot Technology Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,--,"5,424,178.00","8,572,105.00","11,894,565.00","12,606,829.00","8,051,085.00","9,659,055.00","7,074,934.00","6,611,658.00","6,178,922.00","6,677,272.00","6,382,508.00"
DDT,DataDot Technology Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"-2,680,658.00","-1,430,100.00","-2,023,452.00","1,305,436.00","-10,985,322.00","931,326.00","-583,399.00","-1,652,638.00","-166,821.00","-1,285,755.00","-867,354.00"
DDT,DataDot Technology Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,-71.69%,-52.46%,-21.68%,9.40%,-128.47%,35.76%,-6.17%,-13.88%,-2.72%,-17.78%,-9.03%
ION,ION Limited,Annual Balance Sheet - Total Equity,"11,652,000.00","714,000.00","1,387,000.00","1,663,000.00","2,786,000.00","2,432,000.00","2,232,930.00","2,275,753.00","2,086,865.00","16,522,000.00","18,466,000.00","53,712,000.00","176,632,000.00","230,394,000.00","297,050,000.00", , , , , , , , , , , 
ION,ION Limited,Annual Balance Sheet - Total Assets,"13,036,000.00","2,390,000.00","2,869,000.00","2,302,000.00","3,352,000.00","2,786,000.00","2,570,312.00","2,569,542.00","2,352,710.00","40,542,000.00","51,287,000.00","151,037,000.00","449,357,000.00","620,361,000.00","685,585,000.00", , , , , , , , , , , 
ION,ION Limited,Annual Profit and Loss - Operating Revenue,"185,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,"139,318,000.00","52,224,000.00","152,108,000.00","339,987,000.00","677,614,000.00","707,905,000.00", , , , , , , , , , , 
ION,ION Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-3,488,000.00","-10,938,000.00","-462,000.00","98,000.00","73,000.00","-354,000.00","-199,080.00","42,822.00","-188,888.00","845,000.00","3,552,000.00","13,623,000.00","29,054,000.00","53,081,000.00","28,753,000.00", , , , , , , , , , , 
ION,ION Limited,Annual Ratio Analysis - ROE,-4.41%,-68.35%,-41.60%,-20.99%,2.62%,-14.56%,-8.92%,-5.13%,-9.05%,5.11%,19.24%,25.36%,16.45%,23.04%,18.47%, , , , , , , , , , , 
OEC,Orbital Corporation Limited,Annual Balance Sheet - Total Equity,"286,160,000.00","324,619,000.00","455,081,000.00","479,697,000.00","463,127,000.00","455,250,000.00","385,640,000.00","189,180,000.00","100,586,000.00","13,502,000.00","35,792,000.00","14,071,000.00","-12,705,000.00","-11,983,000.00","-5,277,000.00","-6,385,000.00","7,743,000.00","16,402,000.00","15,490,000.00","17,114,000.00","20,800,000.00","19,482,000.00","17,431,000.00","19,497,000.00","21,045,000.00","21,942,000.00"
OEC,Orbital Corporation Limited,Annual Balance Sheet - Total Assets,"311,850,000.00","361,955,000.00","513,125,000.00","527,362,000.00","526,723,000.00","572,667,000.00","487,682,000.00","336,579,000.00","314,655,000.00","237,683,000.00","198,720,000.00","111,789,000.00","45,042,000.00","23,482,000.00","24,669,000.00","18,393,000.00","26,172,000.00","41,000,000.00","42,239,000.00","42,535,000.00","38,599,000.00","40,774,000.00","40,204,000.00","36,131,000.00","37,666,000.00","47,544,000.00"
OEC,Orbital Corporation Limited,Annual Profit and Loss - Operating Revenue,"26,498,000.00","28,157,000.00","39,651,000.00","16,750,000.00","11,412,000.00","13,671,000.00","11,397,000.00","17,404,000.00","52,592,000.00","51,251,000.00","49,221,000.00","56,716,000.00","48,271,000.00","40,685,000.00","16,761,000.00","12,154,000.00","11,434,000.00","15,166,000.00","14,365,000.00","16,177,000.00","17,023,000.00","16,420,000.00","22,118,000.00","26,488,000.00","18,158,000.00","9,554,000.00"
OEC,Orbital Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"16,638,000.00","18,659,000.00","22,557,000.00","11,218,000.00","-16,980,000.00","-7,787,000.00","-69,829,000.00","-144,094,000.00","-88,750,000.00","-87,214,000.00","-9,884,000.00","-26,561,000.00","-26,776,000.00","-1,865,000.00","3,405,000.00","-1,108,000.00","515,000.00","1,333,000.00","469,000.00","-2,451,000.00","4,516,000.00","1,763,000.00","-3,053,000.00","364,000.00","1,676,000.00","-4,729,000.00"
OEC,Orbital Corporation Limited,Annual Ratio Analysis - ROE,5.81%,5.75%,4.99%,2.34%,-2.47%,-1.71%,-6.96%,-23.22%,-15.11%,-74.66%,-27.78%,-190.73%,102.15%,15.56%,-64.53%,17.35%,6.65%,8.13%,3.03%,-35.81%,21.71%,9.05%,-17.51%,1.87%,-3.78%,-2.28%
PBB,Pacifica Group Limited,Annual Balance Sheet - Total Equity,"109,571,000.00","157,342,000.00","167,032,000.00","244,745,000.00","265,781,000.00","281,357,000.00","295,452,000.00","390,021,000.00","421,135,000.00","433,032,000.00","457,191,000.00","391,895,000.00","364,460,000.00","326,597,000.00","333,221,000.00","313,272,000.00","313,268,000.00","332,971,000.00","61,650,000.00", , , , , , , 
PBB,Pacifica Group Limited,Annual Balance Sheet - Total Assets,"211,942,000.00","268,522,000.00","298,443,000.00","461,190,000.00","469,820,000.00","497,812,000.00","527,607,008.00","808,744,016.00","992,446,984.00","985,405,000.00","1,102,073,000.00","892,990,000.00","797,921,000.00","740,570,000.00","822,560,000.00","814,062,000.00","778,689,000.00","601,526,000.00","407,321,000.00", , , , , , , 
PBB,Pacifica Group Limited,Annual Profit and Loss - Operating Revenue,"258,000,000.00","255,042,000.00","290,654,000.00","355,679,000.00","432,454,000.00","464,206,000.00","477,308,992.00","554,502,976.00","599,769,024.00","892,994,000.00","1,083,593,000.00","1,133,758,000.00","1,087,980,000.00","934,539,000.00","887,516,000.00","803,769,000.00","838,531,000.00","659,073,000.00","545,478,000.00", , , , , , , 
PBB,Pacifica Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"6,901,000.00","7,644,000.00","9,468,000.00","16,440,000.00","22,005,000.00","16,964,000.00","19,522,000.00","23,822,000.00","22,346,000.00","42,067,000.00","5,317,000.00","-26,700,000.00","54,292,000.00","62,666,000.00","43,949,000.00","14,261,000.00","21,922,000.00","13,069,000.00","-269,498,000.00", , , , , , , 
PBB,Pacifica Group Limited,Annual Ratio Analysis - ROE,9.16%,5.68%,6.53%,7.29%,8.78%,9.56%,8.46%,8.90%,6.63%,9.49%,9.45%,10.61%,15.17%,17.80%,16.79%,10.60%,8.88%,-6.33%,-132.98%, , , , , , , 
PWH,PWR Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , , ,"26,607.00"
PWH,PWR Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , , ,"30,465.00"
PWH,PWR Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , , ,--
PWH,PWR Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00
PWH,PWR Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00%
SFC,Schaffer Corporation Limited,Annual Balance Sheet - Total Equity,"27,897,000.00","23,478,000.00","24,589,000.00","27,852,000.00","48,454,000.00","52,713,000.00","31,931,000.00","31,723,000.00","31,868,000.00","28,208,000.00","35,373,000.00","38,276,000.00","52,824,000.00","64,637,000.00","62,268,000.00","53,972,000.00","50,106,000.00","53,120,000.00","56,950,000.00","61,112,000.00","58,745,000.00","58,627,000.00","64,107,000.00","70,385,000.00","74,553,000.00","76,376,000.00"
SFC,Schaffer Corporation Limited,Annual Balance Sheet - Total Assets,"41,081,000.00","30,321,000.00","33,428,000.00","36,978,000.00","93,382,000.00","111,805,000.00","52,332,000.00","56,169,000.00","65,221,000.00","68,605,000.00","78,418,000.00","82,981,000.00","163,690,000.00","163,563,000.00","149,590,000.00","134,741,000.00","135,002,000.00","145,561,000.00","186,037,000.00","172,571,000.00","164,191,000.00","152,007,000.00","142,553,000.00","149,215,000.00","160,284,000.00","183,397,000.00"
SFC,Schaffer Corporation Limited,Annual Profit and Loss - Operating Revenue,"21,540,000.00","27,125,000.00","37,972,000.00","31,581,000.00","61,783,000.00","164,046,000.00","23,905,000.00","28,461,000.00","29,069,000.00","34,116,000.00","43,569,000.00","40,175,000.00","205,350,000.00","211,618,000.00","176,195,000.00","135,413,000.00","141,397,000.00","143,771,000.00","191,350,000.00","163,545,000.00","130,625,000.00","125,064,000.00","147,212,000.00","132,678,000.00","158,015,000.00","151,180,000.00"
SFC,Schaffer Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,091,000.00","-3,829,000.00","280,000.00","3,845,000.00","1,604,000.00","3,945,000.00","2,360,000.00","2,081,000.00","1,733,000.00","-2,358,000.00","8,717,000.00","8,002,000.00","14,809,000.00","19,399,000.00","18,277,000.00","10,663,000.00","8,430,000.00","10,639,000.00","11,706,000.00","11,412,000.00","4,327,000.00","4,950,000.00","8,427,000.00","8,570,000.00","7,976,000.00","4,164,000.00"
SFC,Schaffer Corporation Limited,Annual Ratio Analysis - ROE,3.78%,3.36%,0.11%,1.36%,7.14%,7.34%,5.87%,6.58%,5.69%,-8.36%,24.64%,24.69%,25.25%,26.61%,31.38%,18.29%,17.55%,20.88%,20.71%,18.68%,8.27%,14.46%,12.74%,11.77%,9.23%,5.19%
SIX,Sprintex Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , ,"6,637,149.00","2,239,390.00","2,888,379.00","5,775,934.00","5,332,328.00","2,506,381.00","136,603.00","1,709,739.00"
SIX,Sprintex Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , ,"9,027,981.00","5,957,971.00","6,389,051.00","6,663,329.00","6,166,102.00","4,219,072.00","3,032,825.00","3,005,407.00"
SIX,Sprintex Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , ,"580,863.00","463,717.00","579,938.00","761,840.00","1,401,179.00","1,550,639.00","969,288.00","1,264,116.00"
SIX,Sprintex Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , ,"-5,457,159.00","-5,473,738.00","-4,322,826.00","-4,238,296.00","-5,191,710.00","-4,776,580.00","-4,877,023.00","-6,164,075.00"
SIX,Sprintex Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , ,-82.22%,-244.43%,-149.66%,-73.38%,-88.38%,-145.25%,"-2,725.07%",-188.17%
VMT,Vmoto Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"2,179,500.00","1,205,966.00","202,031.00","1,763,067.00","1,769,546.00","5,189,488.00","9,110,821.00","3,760,155.00","7,640,170.00","16,743,047.00","15,181,984.00","9,800,719.00","17,731,402.00","24,827,470.00","34,097,020.00"
VMT,Vmoto Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"2,179,500.00","1,250,456.00","364,216.00","1,974,825.00","2,255,037.00","8,893,464.00","17,995,726.00","10,920,999.00","12,444,873.00","20,528,663.00","19,458,815.00","15,209,732.00","24,763,406.00","35,240,598.00","38,680,801.00"
VMT,Vmoto Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,--,"25,850.00","38,039.00","33,170.00","46,092.00","2,229,980.00","24,816,278.00","35,339,241.00","48,414,699.00","17,941,941.00","7,300,832.00","4,603,010.00","25,174,809.00","45,098,053.00","47,613,013.00"
VMT,Vmoto Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,0.00,"-960,814.00","-1,404,435.00","-1,150,605.00","-2,548,093.00","-2,271,321.00","-1,318,440.00","-8,667,235.00","-4,413,270.00","-4,076,591.00","-4,424,544.00","-1,219,581.00","404,460.00","883,987.00","-753,313.00"
VMT,Vmoto Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,0.00%,-79.67%,-695.16%,-65.26%,-144.00%,-43.77%,-2.38%,-265.81%,-57.95%,-21.75%,-29.14%,-25.89%,2.28%,3.56%,23.43%
