ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
AET,Ausmelt Limited,Annual Balance Sheet - Total Equity, , , ,"1,542,000.00","4,498,000.00","4,792,000.00","4,220,398.00","1,716,341.00","2,050,490.00","1,249,047.00","21,718,773.00","21,189,096.00","10,197,291.00","10,427,638.00","11,918,949.00","6,881,594.00","9,956,814.00","12,207,583.00","15,438,476.00","799,768.00", , , , , , , 
AET,Ausmelt Limited,Annual Balance Sheet - Total Assets, , , ,"2,572,000.00","5,866,000.00","7,013,000.00","6,756,947.00","4,428,959.00","3,877,508.00","3,720,585.00","24,940,951.00","31,889,106.00","15,258,597.00","13,023,372.00","14,660,346.00","9,720,563.00","14,997,610.00","17,766,164.00","30,473,789.00","11,613,906.00", , , , , , , 
AFT,AFT Corporation Limited,Annual Ratio Analysis - ROE,-62.06%,2.25%,3.53%,-35.41%,-67.62%,-93.32%,-46.65%,-21.21%,-93.22%,-17.13%,-15.82%,-163.27%,-526.85%,-35.77%,-14.26%,-32.84%,-27.84%,-572.07%,-64.24%,-20.08%,31.89%,23.50%,-36.74%,-80.94%,-164.48%,-190.56%, 
AFT,AFT Corporation Limited,Annual Profit and Loss - Operating Revenue,"3,211,000.00","817,000.00","741,000.00","1,433,000.00","1,033,000.00","2,043,000.00","2,908,782.00","2,013,347.00","1,165,782.00","4,846,396.00","22,605,651.00","18,212,116.00","1,042,514.00","279,571.00","729,472.00","118,740.00",--,"656,424.00",0.00,"7,355,733.00","14,136,352.00","17,348,727.00","6,001,858.00","3,535,836.00","2,660,452.00","1,242,752.00", 
AFT,AFT Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-2,871,000.00","189,000.00","385,000.00","-8,687,000.00","-2,877,000.00","-2,240,000.00","-1,660,186.00","-1,086,906.00","-1,204,807.00","-4,982,204.00","-16,979,800.00","-43,770,021.00","-4,985,752.00","-4,032,102.00","-1,859,346.00","-1,912,000.00","-4,960,466.00","-5,811,539.00","-1,121,403.00","-418,677.00","1,004,324.00","970,855.00","-1,128,537.00","-1,390,848.00","-1,751,177.00","-1,438,879.00", 
AFT,AFT Corporation Limited,Annual Balance Sheet - Total Equity,"4,225,000.00","8,413,000.00","10,913,000.00","3,949,000.00","3,626,000.00","2,110,000.00","3,177,404.00","10,577,391.00","7,300,818.00","30,997,133.00","49,591,218.00","8,109,821.00","1,080,973.00","8,572,441.00","7,363,600.00","8,796,822.00","4,791,898.00","1,015,887.00","2,380,337.00","2,084,944.00","3,149,548.00","4,130,565.00","3,071,282.00","1,732,574.00","1,006,137.00","570,671.00", 
AFT,AFT Corporation Limited,Annual Balance Sheet - Total Assets,"9,624,000.00","9,959,000.00","10,983,000.00","4,522,000.00","4,273,000.00","3,696,000.00","4,874,431.00","12,159,105.00","10,114,794.00","32,898,476.00","60,968,701.00","17,268,748.00","6,523,601.00","12,221,840.00","9,666,702.00","10,189,483.00","5,565,346.00","1,358,507.00","2,735,890.00","2,792,464.00","4,203,707.00","5,065,385.00","4,218,390.00","3,977,931.00","4,447,735.00","2,570,547.00", 
AHJ,Air Change International Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,-1.98%,-36.06%,-12.86%,-3.13%,-0.70%,-12.43%,-9.37%,-7.44%,-13.07%,-20.57%,-13.33%,7.71%,9.66%,19.12%,3.33%,-7.39%, 
AHJ,Air Change International Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , ,"289,295.00","739,293.00","1,542,324.00","32,634.00","169,678.00","4,675.00","323,798.00","331,553.00",0.00,"60,560.00","2,542,052.00","13,423,902.00","13,422,455.00","19,678,373.00","18,985,746.00","15,573,129.00", 
AHJ,Air Change International Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,"-152,458.00","-4,787,679.00","-1,658,017.00","-305,319.00","-202,328.00","-1,311,766.00","-995,790.00","-858,792.00","-1,341,082.00","-6,065,216.00","-1,031,388.00","611,270.00","847,388.00","1,223,873.00","364,325.00","-713,103.00", 
AHJ,Air Change International Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"7,703,636.00","11,721,348.00","10,063,331.00","9,758,052.00","9,555,724.00","10,554,806.00","10,625,748.00","11,539,721.00","10,261,391.00","6,068,121.00","7,313,557.00","7,924,827.00","8,772,215.00","9,996,088.00","10,360,413.00","9,647,310.00", 
AHJ,Air Change International Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , ,"7,703,636.00","12,622,918.00","10,388,308.00","9,880,195.00","9,655,736.00","18,570,346.00","19,269,385.00","21,889,699.00","21,814,685.00","18,071,906.00","10,062,022.00","10,729,051.00","10,709,649.00","14,289,345.00","13,739,310.00","12,274,062.00", 
AIR,Astivita Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , ,0.00%,36.21%,23.53%,-4.79%,-26.92%,-17.42%,-22.72%, 
AIR,Astivita Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , ,--,"38,574,000.00","53,550,000.00","24,444,000.00","12,857,000.00","13,213,000.00","8,649,000.00", 
AIR,Astivita Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , ,0.00,"3,895,000.00","3,132,000.00","-634,000.00","-2,920,000.00","-1,498,000.00","-1,592,000.00", 
AIR,Astivita Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , ,"7,579,000.00","10,756,000.00","13,266,000.00","12,011,000.00","9,851,000.00","8,598,000.00","7,006,000.00", 
AIR,Astivita Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , ,"11,376,000.00","16,413,000.00","18,979,000.00","14,256,000.00","12,053,000.00","12,928,000.00","9,744,000.00", 
AJL,AJ Lucas Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,20.24%,24.89%,25.07%,13.84%,25.24%,14.15%,-115.42%,13.63%,21.01%,20.67%,51.69%,-33.14%,-19.88%,-53.80%,-61.74%,-85.31%,-46.42%, 
AJL,AJ Lucas Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,"23,813,324.00","38,090,739.00","91,432,301.00","66,890,000.00","151,162,000.00","116,760,000.00","74,278,000.00","171,232,000.00","216,369,000.00","424,301,000.00","499,177,000.00","358,490,000.00","433,373,000.00","504,276,000.00","294,791,000.00","227,894,000.00","145,028,000.00", 
AJL,AJ Lucas Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"1,060,359.00","4,022,407.00","4,496,409.00","-777,000.00","7,743,000.00","6,782,000.00","-21,840,000.00","3,030,000.00","6,396,000.00","13,468,000.00","103,253,000.00","-7,128,000.00","-11,527,000.00","-110,237,000.00","-126,996,000.00","-91,693,000.00","-45,216,000.00", 
AJL,AJ Lucas Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"5,239,471.00","16,163,095.00","17,933,254.00","14,483,000.00","30,683,000.00","44,264,000.00","18,923,000.00","22,236,000.00","30,438,000.00","65,160,000.00","199,757,000.00","193,226,000.00","175,883,000.00","113,494,000.00","131,640,000.00","107,482,000.00","79,493,000.00", 
AJL,AJ Lucas Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"14,715,756.00","36,368,507.00","56,250,611.00","67,981,000.00","85,610,000.00","84,432,000.00","64,841,000.00","91,512,000.00","150,948,000.00","229,899,000.00","515,005,000.00","452,099,000.00","438,917,000.00","415,354,000.00","333,376,000.00","255,987,000.00","231,268,000.00", 
ALS,Alesco Corporation Limited,Annual Ratio Analysis - ROE,9.91%,3.73%,5.15%,6.47%,11.07%,12.40%,11.03%,11.09%,10.99%,11.76%,10.13%,7.53%,8.98%,8.37%,9.54%,8.90%,12.67%,13.95%,11.03%,-7.55%,5.43%,2.98%,6.37%, , , , 
ALS,Alesco Corporation Limited,Annual Profit and Loss - Operating Revenue,"220,800,000.00","217,287,000.00","212,674,000.00","235,026,000.00","252,998,000.00","264,875,000.00","315,854,000.00","342,344,000.00","417,168,992.00","469,104,992.00","484,107,000.00","528,522,000.00","400,416,000.00","392,193,000.00","482,244,000.00","633,597,000.00","600,555,000.00","738,188,000.00","1,070,991,000.00","857,722,000.00","773,196,000.00","534,057,000.00","461,555,000.00", , , , 
ALS,Alesco Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"5,162,000.00","1,303,000.00","2,680,000.00","4,065,000.00","7,413,000.00","9,184,000.00","7,502,000.00","7,793,000.00","9,457,000.00","10,824,000.00","10,473,000.00","23,078,000.00","9,241,000.00","12,696,000.00","19,877,000.00","41,040,000.00","42,841,000.00","43,974,000.00","57,971,000.00","-12,789,000.00","-124,301,000.00","14,657,000.00","-13,864,000.00", , , , 
ALS,Alesco Corporation Limited,Annual Balance Sheet - Total Equity,"62,236,000.00","61,459,000.00","61,715,000.00","62,828,000.00","66,935,000.00","74,065,000.00","79,316,000.00","82,687,000.00","85,337,000.00","90,221,000.00","95,040,000.00","112,924,000.00","102,813,000.00","151,285,000.00","208,157,000.00","309,700,000.00","332,677,000.00","344,454,000.00","593,632,000.00","551,437,000.00","427,540,000.00","432,546,000.00","406,021,000.00", , , , 
ALS,Alesco Corporation Limited,Annual Balance Sheet - Total Assets,"115,860,000.00","101,627,000.00","98,181,000.00","102,924,000.00","110,657,000.00","121,496,000.00","140,488,000.00","163,778,000.00","200,339,000.00","217,281,000.00","341,598,000.00","278,990,000.00","260,994,000.00","321,926,000.00","313,400,000.00","559,611,000.00","622,364,000.00","816,989,000.00","1,119,762,000.00","862,668,000.00","691,922,000.00","608,591,000.00","559,501,000.00", , , , 
ANG,Austin Engineering Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,17.32%,17.78%,43.89%,26.74%,36.48%,28.55%,22.23%,20.69%,24.12%,18.54%,0.54%,-13.73%, 
ANG,Austin Engineering Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,"15,469,955.00","38,260,968.00","48,685,639.00","57,310,801.00","105,266,000.00","178,897,000.00","143,427,000.00","202,993,000.00","289,719,000.00","288,683,000.00","208,793,000.00","208,351,000.00", 
ANG,Austin Engineering Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,"676,234.00","1,189,911.00","4,351,084.00","4,977,228.00","11,536,000.00","14,832,000.00","19,264,000.00","21,468,000.00","29,580,000.00","28,442,000.00","896,000.00","-49,332,000.00", 
ANG,Austin Engineering Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"3,904,996.00","6,692,313.00","9,913,358.00","18,611,971.00","31,623,000.00","51,947,000.00","86,659,000.00","103,742,000.00","125,285,000.00","153,448,000.00","165,641,000.00","119,423,000.00", 
ANG,Austin Engineering Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"6,903,907.00","24,822,885.00","28,704,192.00","41,147,211.00","82,821,000.00","105,345,000.00","139,707,000.00","223,781,000.00","285,641,000.00","278,238,000.00","305,450,000.00","271,611,000.00", 
ASB,Austal Limited,Annual Ratio Analysis - ROE, , , , , , ,31.64%,41.42%,67.06%,60.51%,52.05%,17.85%,22.80%,-12.06%,14.90%,21.56%,17.92%,21.52%,23.90%,16.32%,14.70%,7.98%,3.99%,8.81%,8.88%,10.39%, 
ASB,Austal Limited,Annual Profit and Loss - Operating Revenue, , , , , , ,"122,763,000.00","151,926,000.00","186,456,000.00","207,547,008.00","352,895,000.00","187,921,000.00","336,333,000.00","304,068,000.00","307,835,000.00","317,044,000.00","385,216,000.00","536,073,000.00","610,873,000.00","491,945,000.00","522,054,000.00","505,048,000.00","651,671,000.00","900,082,000.00","1,122,542,000.00","1,414,006,000.00", 
ASB,Austal Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,"9,562,000.00","16,562,000.00","18,277,000.00","24,861,000.00","29,844,000.00","13,843,000.00","29,252,000.00","-24,233,000.00","19,698,000.00","34,882,000.00","44,175,000.00","45,791,000.00","52,273,000.00","9,166,000.00","37,132,000.00","21,890,000.00","11,043,000.00","35,742,000.00","31,859,000.00","53,156,000.00", 
ASB,Austal Limited,Annual Balance Sheet - Total Equity, , , , , , ,"30,223,000.00","39,983,000.00","27,254,000.00","39,983,000.00","58,460,000.00","83,629,000.00","134,628,000.00","113,492,000.00","135,830,000.00","164,785,000.00","188,231,000.00","209,534,000.00","218,734,000.00","235,735,000.00","269,365,000.00","274,166,000.00","277,047,000.00","407,187,000.00","433,232,000.00","512,399,000.00", 
ASB,Austal Limited,Annual Balance Sheet - Total Assets, , , , , , ,"41,920,000.00","70,771,000.00","92,795,000.00","163,428,000.00","138,895,000.00","190,361,000.00","233,224,000.00","232,189,000.00","250,484,000.00","277,690,000.00","343,123,000.00","504,453,000.00","446,400,000.00","503,738,000.00","648,118,000.00","674,620,000.00","825,987,000.00","944,618,000.00","911,297,000.00","1,070,879,000.00", 
ASL,Ausdrill Limited,Annual Ratio Analysis - ROE, , , , ,13.75%,15.65%,18.04%,14.84%,6.09%,3.70%,-1.69%,-15.42%,15.46%,10.68%,9.57%,14.25%,14.04%,17.60%,12.59%,13.29%,9.71%,11.21%,15.23%,12.35%,4.04%,0.38%, 
ASL,Ausdrill Limited,Annual Profit and Loss - Operating Revenue, , , , ,"70,228,000.00","105,756,000.00","129,809,000.00","161,444,000.00","138,304,000.00","146,246,000.00","111,971,000.00","137,663,000.00","138,646,000.00","130,734,000.00","151,259,000.00","202,843,000.00","317,134,000.00","366,787,000.00","389,053,000.00","505,468,000.00","630,963,000.00","838,533,000.00","1,059,107,000.00","1,128,559,000.00","826,305,000.00","765,773,000.00", 
ASL,Ausdrill Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"6,019,000.00","5,688,000.00","8,366,000.00","9,422,000.00","4,092,000.00","893,000.00","-9,943,000.00","-8,663,000.00","8,734,000.00","10,628,000.00","4,010,000.00","11,269,000.00","19,036,000.00","27,544,000.00","35,332,000.00","40,245,000.00","48,177,000.00","73,317,000.00","112,207,000.00","90,399,000.00","-43,859,000.00","-175,620,000.00", 
ASL,Ausdrill Limited,Annual Balance Sheet - Total Equity, , , , ,"35,925,000.00","39,751,000.00","46,387,000.00","63,488,000.00","67,237,000.00","68,556,000.00","58,899,000.00","58,059,000.00","52,398,000.00","58,511,000.00","68,399,000.00","78,961,000.00","135,628,000.00","151,231,000.00","280,732,000.00","306,130,000.00","501,488,000.00","654,943,000.00","740,761,000.00","817,386,000.00","752,168,000.00","553,293,000.00", 
ASL,Ausdrill Limited,Annual Balance Sheet - Total Assets, , , , ,"71,202,000.00","90,863,000.00","104,037,000.00","139,510,000.00","163,056,000.00","184,036,000.00","196,722,000.00","198,186,000.00","161,223,000.00","103,056,000.00","129,772,000.00","158,664,000.00","266,263,000.00","307,085,000.00","503,070,000.00","601,625,000.00","885,480,000.00","1,069,736,000.00","1,342,615,000.00","1,539,396,000.00","1,367,736,000.00","1,130,034,000.00", 
BDL,Brandrill Limited,Annual Ratio Analysis - ROE, , , , ,11.46%,8.67%,12.22%,11.43%,12.79%,7.25%,7.56%,3.11%,-10.71%,360.36%,55.64%,7.76%,28.76%,22.28%,17.75%,3.65%, , , , , , , 
BDL,Brandrill Limited,Annual Profit and Loss - Operating Revenue, , , , ,"32,339,000.00","41,724,000.00","60,452,524.00","76,953,256.00","96,552,000.00","117,829,000.00","126,199,000.00","172,624,000.00","218,723,000.00","228,763,000.00","60,034,000.00","71,317,000.00","102,568,000.00","123,937,000.00","168,110,000.00","178,242,000.00", , , , , , , 
BDL,Brandrill Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"2,130,000.00","1,663,000.00","2,506,744.00","3,471,741.00","4,282,000.00","2,482,000.00","3,241,000.00","2,912,000.00","-53,660,000.00","-34,867,000.00","-27,450,000.00","23,165,000.00","8,046,000.00","8,101,000.00","11,259,000.00","2,583,000.00", , , , , , , 
BDL,Brandrill Limited,Annual Balance Sheet - Total Equity, , , , ,"18,584,000.00","19,181,000.00","20,521,630.00","30,377,821.00","33,480,000.00","40,659,000.00","42,846,000.00","77,376,000.00","23,177,000.00","-7,555,000.00","-21,075,000.00","15,532,000.00","27,973,000.00","36,353,000.00","61,927,000.00","75,727,000.00", , , , , , , 
BDL,Brandrill Limited,Annual Balance Sheet - Total Assets, , , , ,"28,368,000.00","36,393,000.00","47,624,353.00","65,874,023.00","86,946,000.00","100,398,000.00","123,280,000.00","159,852,000.00","125,039,000.00","107,253,000.00","30,873,000.00","42,332,000.00","60,882,000.00","83,297,000.00","156,658,000.00","163,831,000.00", , , , , , , 
BEG,Bluenergy Group Limited,Annual Ratio Analysis - ROE,0.47%,-2.40%,-3.43%,-2.49%,-10.98%,-11.23%,-9.29%,-8.52%,-26.01%,-24.57%,17.15%,-84.17%,-287.97%,-23.85%,-45.07%,-36.68%,-25.09%,-138.19%,-10.09%,-5.72%,879.41%,0.47%,-47.65%,-22.30%, , , 
BEG,Bluenergy Group Limited,Annual Profit and Loss - Operating Revenue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"599,986.00","237,831.00","1,935,700.00","864,644.00","1,641.00","94,628.00",0.00,0.00,0.00,0.00,0.00,0.00,"179,014.00","1,352,187.00","1,372,075.00", , , 
BEG,Bluenergy Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-175,000.00","-1,024,000.00","-58,000.00","-41,000.00","-163,000.00","-150,000.00","-113,575.00","-96,024.00","-414,316.00","-219,785.00","-768,000.00","-2,682,791.00","-1,994,190.00","-133,337.00","-173,712.00","-492,774.00","-805,753.00","-4,868,838.00","-283,906.00","-383,246.00","-3,614,833.00","2,771,129.00","-6,840,716.00","-2,834,565.00", , , 
BEG,Bluenergy Group Limited,Annual Balance Sheet - Total Equity,"2,772,000.00","1,747,000.00","1,689,000.00","1,648,000.00","1,485,000.00","1,336,000.00","1,222,446.00","1,126,422.00","712,106.00","839,196.00","2,951,214.00","3,187,195.00","692,506.00","559,169.00","385,457.00","1,343,467.00","3,211,004.00","3,523,173.00","2,813,340.00","6,702,321.00","-410,953.00","18,462,729.00","14,355,448.00","12,708,339.00", , , 
BEG,Bluenergy Group Limited,Annual Balance Sheet - Total Assets,"2,823,000.00","1,841,000.00","1,798,000.00","1,769,000.00","1,587,000.00","1,408,000.00","1,331,472.00","1,225,753.00","773,599.00","897,103.00","3,236,676.00","3,881,252.00","1,223,770.00","1,056,508.00","856,907.00","1,451,472.00","3,463,098.00","3,628,483.00","4,814,069.00","7,334,752.00","5,906,032.00","21,001,674.00","19,256,041.00","18,806,289.00", , , 
BKN,Bradken Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,4.27%,25.07%,31.13%,31.25%,16.26%,16.31%,11.53%,13.97%,8.75%,7.65%,7.93%, 
BKN,Bradken Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,"404,533,000.00","417,306,000.00","547,821,000.00","639,679,000.00","761,552,000.00","1,222,414,000.00","1,006,173,000.00","1,150,596,000.00","1,453,501,000.00","1,316,137,000.00","1,135,240,000.00","965,861,000.00", 
BKN,Bradken Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"14,141,000.00","33,897,000.00","49,092,000.00","58,497,000.00","65,023,000.00","70,770,000.00","67,612,000.00","100,533,000.00","66,937,000.00","21,480,000.00","-241,295,000.00", 
BKN,Bradken Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"231,600,000.00","241,066,000.00","135,202,000.00","157,708,000.00","187,588,000.00","349,655,000.00","471,708,000.00","651,063,000.00","719,450,000.00","765,310,000.00","729,817,000.00","538,505,000.00", 
BKN,Bradken Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"432,365,000.00","473,614,000.00","367,908,000.00","485,422,000.00","597,121,000.00","957,566,000.00","983,829,000.00","1,264,538,000.00","1,597,766,000.00","1,614,611,000.00","1,530,277,000.00","1,523,813,000.00", 
BLY,Boart Longyear Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,69.84%,112.24%,0.76%,8.45%,14.09%,6.00%,-22.01%,-315.83%,131.33%, 
BLY,Boart Longyear Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,"1,790,598,911.00","2,657,015,011.00","1,090,619,913.00","1,456,388,861.00","1,989,289,090.00","1,937,121,533.00","1,366,621,591.00","1,056,556,937.00","1,006,238,707.00", 
BLY,Boart Longyear Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,0.00,"92,008,847.00","226,218,244.00","-16,593,823.00","83,157,532.00","157,415,320.00","65,643,297.00","-692,828,565.00","-405,654,718.00","-446,587,736.00", 
BLY,Boart Longyear Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"-93,500,000.00","249,137,931.00","219,901,847.00","1,045,865,759.00","1,042,968,611.00","1,117,014,572.00","1,093,429,314.00","478,984,130.00","85,609,607.00","-246,645,223.00", 
