ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ABX,Australian Bauxite Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"12,494,000.00","15,266,000.00","86,794,000.00", , , , ,"3,582,991.00","3,529,115.00","13,738,652.00","12,988,439.00","14,269,804.00","15,510,469.00","17,752,694.00","16,964,656.00", 
ABX,Australian Bauxite Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"19,154,000.00","24,014,000.00","94,285,000.00", , , , ,"5,982,991.00","5,956,301.00","13,938,405.00","13,414,932.00","14,517,467.00","15,606,703.00","18,542,784.00","19,841,708.00", 
ABX2,Abelle Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,8.55%,25.94%,-7.64%, , , , , , , , , , , , , 
ABX2,Abelle Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,"34,202,000.00","39,683,000.00","29,008,000.00", , , , , , , , , , , , , 
ABX2,Abelle Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,"1,068,000.00","3,960,000.00","-6,633,000.00", , , , , , , , , , , , , 
ABX2,Abelle Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"12,494,000.00","15,266,000.00","86,794,000.00", , , , , , , , , , , , , 
ABX2,Abelle Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"19,154,000.00","24,014,000.00","94,285,000.00", , , , , , , , , , , , , 
ABY,Aditya Birla Minerals Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,-86.57%,0.45%,20.24%,-18.49%,13.00%,10.83%,5.03%,-1.63%,-0.04%,-78.10%,-167.25%
ABY,Aditya Birla Minerals Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , ,--,"185,610,000.00","323,848,000.00","664,615,000.00","374,373,000.00","381,380,000.00","462,622,000.00","496,563,000.00","502,205,000.00","315,424,000.00","57,148,000.00","206,428,000.00"
ABY,Aditya Birla Minerals Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00,"-17,149,000.00","1,870,000.00","104,965,000.00","-76,019,000.00","61,440,000.00","57,423,000.00","26,564,000.00","-8,307,000.00","-224,000.00","-219,712,000.00","-190,391,000.00"
ABY,Aditya Birla Minerals Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"400,991,000.00","79,236,000.00","412,909,000.00","518,583,000.00","411,227,000.00","472,513,000.00","530,322,000.00","528,412,000.00","509,797,000.00","515,262,000.00","284,538,000.00","94,147,000.00"
ABY,Aditya Birla Minerals Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , ,"536,074,000.00","573,975,000.00","618,685,000.00","651,371,000.00","624,221,000.00","590,947,000.00","721,282,000.00","703,662,000.00","670,264,000.00","669,433,000.00","392,312,000.00","161,898,000.00"
ACP,Audalia Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,0.00%, ,-9.27%,-15.76%,-13.79%,-27.94%, 
ACP,Audalia Resources Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--, ,0.00,0.00,--,--, 
ACP,Audalia Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,0.00, ,"-393,303.00","-288,724.00","-402,942.00","-1,022,458.00", 
ACP,Audalia Resources Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"3,463,489.00", ,"2,120,293.00","1,831,569.00","2,921,293.00","3,659,919.00", 
ACP,Audalia Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"3,473,894.00", ,"2,197,337.00","1,990,887.00","3,122,794.00","7,217,682.00", 
ACS,Accent Resources N.L.,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,-6.53%,-14.12%,-6.74%,-12.41%,-8.22%,-4.18%,-7.33%,-3.37%,-14.31%,-296.37%, 
ACS,Accent Resources N.L.,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , ,--,--,--,"5,397.00",--,0.00,--,0.00,--,--,--, 
ACS,Accent Resources N.L.,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00,"-368,660.00","-618,733.00","-887,468.00","-1,480,321.00","-1,363,862.00","-917,291.00","-1,608,584.00","-715,140.00","-2,656,578.00","-13,881,285.00", 
ACS,Accent Resources N.L.,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"5,536,837.00","4,519,622.00","4,382,838.00","13,160,854.00","11,924,733.00","16,593,244.00","21,945,317.00","21,936,733.00","21,221,593.00","18,565,015.00","4,683,730.00", 
ACS,Accent Resources N.L.,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , ,"5,722,231.00","4,737,576.00","4,505,364.00","13,865,264.00","12,153,042.00","17,115,502.00","22,138,367.00","22,219,332.00","21,514,932.00","18,795,603.00","4,890,455.00", 
ADN,Adelaide Resources Limited,Annual Ratio Analysis - ROE, , , , , , , ,-5.24%,-11.21%,-5.33%,-9.57%,-23.04%,-10.89%,-9.56%,-7.89%,-6.39%,-19.73%,-50.15%,-5.61%,35.85%,-4.06%,-3.86%,-4.83%,-38.98%,-56.69%,-9.42%, 
ADN,Adelaide Resources Limited,Annual Profit and Loss - Operating Revenue, , , , , , , ,0.00,0.00,0.00,0.00,"4,467.00","20,365.00","38,343.00","166,686.00","102,913.00","25,143.00",0.00,"4,967.00","5,019.00",0.00,--,0.00,0.00,0.00,0.00, 
ADN,Adelaide Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"-315,715.00","-987,094.00","-254,995.00","-417,514.00","-817,008.00","-464,781.00","-500,396.00","-382,599.00","-417,369.00","-1,536,998.00","-3,788,956.00","-887,701.00","4,038,576.00","-644,187.00","-1,263,166.00","-980,480.00","-6,486,545.00","-6,684,454.00","-1,189,928.00", 
ADN,Adelaide Resources Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"6,023,280.00","5,036,186.00","4,781,191.00","4,363,677.00","3,546,669.00","4,268,705.00","5,233,309.00","4,851,319.00","6,529,650.00","7,789,436.00","7,555,854.00","15,829,135.00","11,266,601.00","15,861,132.00","20,822,444.00","20,024,618.00","16,639,116.00","11,791,405.00","12,629,469.00", 
ADN,Adelaide Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , ,"6,206,582.00","5,065,016.00","4,842,081.00","4,432,186.00","3,640,198.00","4,433,658.00","5,317,995.00","5,122,355.00","6,600,503.00","7,943,820.00","8,161,980.00","16,597,530.00","11,734,631.00","16,523,691.00","21,464,376.00","20,888,011.00","17,154,606.00","12,344,078.00","13,578,360.00", 
ADU,Adamus Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,-1.20%,-3.37%,-8.81%,-10.06%,-9.20%,-6.82%,-2.61%,-13.78%,-61.24%,-52.75%,-392.38%,-436.07%, , , , , 
ADU,Adamus Resources Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , ,--,453.00,57.00,--,--,0.00,0.00,--,0.00,454.00,"28,887.00","39,393,341.00", , , , , 
ADU,Adamus Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,"-37,585.00","-52,204.00","-286,068.00","-703,910.00","-1,514,364.00","-1,705,944.00","-1,033,878.00","-5,142,639.00","-20,943,979.00","-15,598,119.00","-82,455,586.00","-68,018,071.00", , , , , 
ADU,Adamus Resources Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"3,143,865.00","3,094,274.00","3,247,334.00","6,994,632.00","16,460,188.00","25,021,591.00","39,601,821.00","37,318,661.00","34,200,472.00","29,569,620.00","20,918,841.00","-1,200,654.00", , , , , 
ADU,Adamus Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , ,"3,143,865.00","3,140,912.00","3,369,780.00","7,118,271.00","18,755,667.00","26,158,882.00","40,954,806.00","38,746,197.00","35,742,782.00","35,487,441.00","111,110,133.00","186,800,437.00", , , , , 
ADV,Ardiden Limited,Annual Ratio Analysis - ROE,-4.91%,-1.02%,-22.27%,-7.53%,-8.61%,-164.37%,-77.91%,-138.89%,-188.39%,-52.08%,-61.10%,15.40%,-21.02%,-28.11%, ,0.00%,-10.01%,-82.44%,"-3,007.69%",-162.79%,-31.80%,-44.44%,-165.11%,-231.61%,"-1,636.34%",-118.40%, 
ADV,Ardiden Limited,Annual Profit and Loss - Operating Revenue,0.00,"673,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--, ,--,--,--,716.00,--,0.00,0.00,0.00,0.00,0.00,0.00, 
ADV,Ardiden Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-4,731,000.00","-84,000.00","-1,237,000.00","725,000.00","36,000.00","-4,691,000.00","-1,249,685.00","-725,000.00","-453,925.00","-18,000.00","-16,121.00","9,007.00","-340,663.00","-210,799.00", ,0.00,"-913,479.00","-7,956,886.00","-4,402,894.00","-951,171.00","-1,458,815.00","-3,276,347.00","-9,746,069.00","-1,497,408.00","-723,343.00","-597,596.00", 
ADV,Ardiden Limited,Annual Balance Sheet - Total Equity,"8,303,000.00","8,219,000.00","5,555,000.00","6,852,000.00","7,545,000.00","2,854,000.00","1,604,050.00","522,000.00","65,605.00","48,000.00","49,484.00","58,491.00","460,830.00","750,031.00", ,"8,927,579.00","9,127,728.00","2,310,174.00","146,388.00","584,293.00","4,587,257.00","7,372,491.00","1,295,217.00","646,520.00","44,205.00","590,833.00", 
ADV,Ardiden Limited,Annual Balance Sheet - Total Assets,"8,416,000.00","8,298,000.00","5,689,000.00","6,985,000.00","7,752,000.00","2,937,000.00","1,650,729.00","727,000.00","134,203.00","62,000.00","66,484.00","75,491.00","469,279.00","958,621.00", ,"9,002,250.00","9,264,449.00","2,681,069.00","194,576.00","2,774,340.00","5,233,423.00","8,430,293.00","2,402,306.00","926,647.00","893,102.00","800,945.00", 
ADY,Admiralty Resources NL,Annual Ratio Analysis - ROE,-69.53%,-4.04%,-21.28%,-24.75%,-14.74%,-2.64%,-4.66%,-76.11%,-39.21%,-437.58%,-11.66%,-134.97%,-44.64%,-55.50%,-19.66%,-44.62%,-42.07%,-34.82%,-62.34%,-155.80%,-4.10%,-4.56%,-37.24%,-15.20%,-18.30%,-28.02%, 
ADY,Admiralty Resources NL,Annual Profit and Loss - Operating Revenue,"2,191,000.00","2,933,000.00","1,660,000.00","1,090,000.00","162,000.00","4,017,000.00","6,541,124.00","7,191,580.00","1,724,934.00",0.00,0.00,"16,500.00",0.00,--,"20,000.00",--,"107,327.00","18,868.00","24,578,484.00","16,786,196.00","503,198.00",0.00,0.00,0.00,0.00,0.00, 
ADY,Admiralty Resources NL,Annual Profit and Loss - Reported NPAT After Abnorma,"-7,825,000.00","-3,103,000.00","-7,386,000.00","-2,650,000.00","-902,000.00","-249,000.00","-338,262.00","-4,053,428.00","-1,286,453.00","-2,344,483.00","-857,756.00","-2,675,975.00","-1,285,520.00","-2,369,132.00","-963,504.00","-2,961,799.00","-7,461,956.00","-8,559,877.00","-46,007,270.00","-37,192,187.00","-1,666,228.00","14,415,673.00","-15,306,906.00","-21,177,925.00","-3,145,061.00","-4,449,715.00", 
ADY,Admiralty Resources NL,Annual Balance Sheet - Total Equity,"2,937,000.00","9,012,000.00","1,626,000.00","2,711,000.00","6,413,000.00","6,664,000.00","6,579,903.00","5,325,957.00","3,389,084.00","259,118.00","3,124,613.00","1,982,574.00","2,729,454.00","4,268,379.00","4,900,866.00","6,638,422.00","17,735,826.00","24,585,474.00","57,988,522.00","29,979,174.00","40,683,976.00","51,114,748.00","41,107,898.00","20,151,270.00","17,188,940.00","15,878,384.00", 
ADY,Admiralty Resources NL,Annual Balance Sheet - Total Assets,"16,100,000.00","13,609,000.00","6,129,000.00","3,808,000.00","6,807,000.00","8,930,000.00","10,869,767.00","6,593,095.00","4,111,968.00","851,516.00","3,372,143.00","2,097,506.00","2,834,920.00","4,665,294.00","4,951,870.00","20,664,863.00","25,138,034.00","36,854,099.00","87,578,622.00","51,137,944.00","46,921,008.00","51,478,342.00","41,297,873.00","21,806,876.00","20,345,580.00","19,758,234.00", 
AEC,Ammtec Limited,Annual Ratio Analysis - ROE, , , , ,6.46%,15.37%,22.72%,26.22%,14.87%,14.65%,10.62%,16.97%,17.91%,20.19%,16.04%,25.09%,31.03%,25.27%,19.26%,16.06%,11.17%, , , , , , 
AEC,Ammtec Limited,Annual Profit and Loss - Operating Revenue, , , , ,"1,867,000.00","4,081,000.00","5,832,179.00","7,278,854.00","5,707,993.00","5,908,377.00","5,735,933.00","7,212,297.00","8,827,142.00","10,704,353.00","11,481,284.00","17,287,881.00","23,679,778.00","26,241,024.00","37,571,141.00","55,162,725.00","53,969,327.00", , , , , , 
AEC,Ammtec Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"417,000.00","1,033,000.00","1,685,695.00","2,182,940.00","1,243,346.00","1,215,036.00","850,784.00","1,408,189.00","1,579,645.00","2,116,413.00","2,016,773.00","3,596,119.00","5,423,551.00","4,847,683.00","6,739,688.00","6,495,169.00","6,744,643.00", , , , , , 
AEC,Ammtec Limited,Annual Balance Sheet - Total Equity, , , , ,"6,452,000.00","6,721,000.00","7,419,525.00","8,326,460.00","8,359,324.00","8,292,308.00","8,007,986.00","8,300,226.00","8,821,928.00","10,484,449.00","12,571,060.00","14,332,401.00","17,479,454.00","19,185,410.00","36,175,114.00","42,951,971.00","64,021,823.00", , , , , , 
AEC,Ammtec Limited,Annual Balance Sheet - Total Assets, , , , ,"7,533,000.00","8,376,000.00","9,912,166.00","10,951,919.00","10,447,514.00","10,637,682.00","9,738,814.00","10,554,842.00","10,989,986.00","12,146,167.00","15,255,058.00","17,274,106.00","21,207,331.00","25,543,032.00","55,245,330.00","68,551,321.00","84,803,820.00", , , , , , 
AEV,Avenira Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,-73.26%,-14.00%,-58.31%,-7.47%,-19.31%,-10.60%,-1.94%,-3.24%,-136.99%, 
AEV,Avenira Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,--,0.00,0.00,"252,820.00","423,955.00","430,193.00","142,443.00","22,100.00","1,000.00", 
AEV,Avenira Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,0.00,"-1,543,001.00","-3,010,888.00","-14,408,314.00","-5,047,374.00","-12,077,323.00","-2,940,226.00","14,761,485.00","-2,773,756.00","-43,018,117.00", 
AEV,Avenira Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"5,656,105.00","2,106,268.00","21,501,919.00","26,330,775.00","67,320,753.00","62,185,241.00","57,231,957.00","76,891,402.00","72,514,225.00","29,731,671.00", 
AEV,Avenira Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"5,656,105.00","2,234,416.00","22,115,185.00","29,313,674.00","69,776,011.00","64,989,229.00","59,745,361.00","79,008,848.00","74,920,799.00","33,725,795.00", 
AGB,Atlantic Gold Corporation,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , ,0.00%, , , 
AGB,Atlantic Gold Corporation,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , ,--, , , 
AGB,Atlantic Gold Corporation,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , ,0.00, , , 
AGB,Atlantic Gold Corporation,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , ,"47,304,631.00", , , 
AGB,Atlantic Gold Corporation,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , ,"47,978,296.00", , , 
AGC,Agincourt Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,-2.74%,-53.54%,-99.29%,-3.45%,-0.29%,12.82%,4.33%,-23.68%, , , , , , , , , , 
