ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
BEN,Bendigo and Adelaide Bank Limited,Annual Ratio Analysis - ROE, ,7.54%,7.39%,6.31%,7.92%,10.59%,9.40%,9.40%,9.48%,5.44%,11.03%,8.70%,9.86%,10.68%,10.81%,11.66%,11.20%,12.66%,6.29%,5.55%,8.00%,8.72%,7.40%,7.61%,7.49%,8.51%
BEN,Bendigo and Adelaide Bank Limited,Annual Profit and Loss - Operating Revenue, ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BEN,Bendigo and Adelaide Bank Limited,Annual Profit and Loss - Reported NPAT After Abnorma, ,"4,215,000.00","5,950,000.00","5,968,000.00","9,248,000.00","10,011,000.00","13,585,000.00","11,042,000.00","14,193,000.00","19,702,000.00","21,312,000.00","33,278,000.00","48,699,000.00","59,037,000.00","79,500,000.00","90,100,000.00","109,200,000.00","121,700,000.00","171,200,000.00","83,800,000.00","259,900,000.00","346,600,000.00","195,000,000.00","352,300,000.00","372,300,000.00","423,900,000.00"
BEN,Bendigo and Adelaide Bank Limited,Annual Balance Sheet - Total Equity, ,"55,917,000.00","80,510,000.00","112,463,000.00","116,728,000.00","127,155,000.00","144,578,000.00","139,053,000.00","149,691,000.00","243,089,008.00","288,357,000.00","422,797,000.00","494,427,000.00","552,710,000.00","676,400,000.00","749,100,000.00","899,500,000.00","1,015,000,000.00","3,270,000,000.00","3,118,700,000.00","3,880,400,000.00","3,960,100,000.00","4,217,700,000.00","4,434,000,000.00","4,974,200,000.00","4,941,700,000.00"
BEN,Bendigo and Adelaide Bank Limited,Annual Balance Sheet - Total Assets, ,"715,844,000.00","1,174,348,000.00","1,337,790,000.00","1,550,613,000.00","1,681,341,000.00","1,941,094,000.00","2,629,312,120.00","3,170,922,944.00","4,204,238,912.00","4,913,356,000.00","6,981,517,000.00","7,967,725,000.00","9,256,626,000.00","11,284,500,000.00","13,262,100,000.00","15,196,100,000.00","17,001,600,000.00","48,022,900,000.00","47,114,200,000.00","52,141,100,000.00","54,932,600,000.00","57,237,800,000.00","60,282,200,000.00","65,064,900,000.00","66,028,800,000.00"
BOQ,Bank of Queensland Limited,Annual Ratio Analysis - ROE,10.40%,12.07%,11.96%,11.99%,13.90%,13.40%,13.37%,10.14%,11.01%,11.25%,12.38%,13.38%,12.84%,11.82%,10.23%,10.65%,11.89%,12.42%,9.26%,6.85%,8.56%,6.86%,1.06%,8.90%,9.02%,10.29%
BOQ,Bank of Queensland Limited,Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BOQ,Bank of Queensland Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"9,234,000.00","11,528,000.00","15,159,000.00","16,226,000.00","20,589,000.00","22,674,000.00","21,659,000.00","14,508,000.00","16,105,000.00","19,264,000.00","22,244,000.00","24,061,000.00","28,712,000.00","44,700,000.00","64,500,000.00","91,700,000.00","92,700,000.00","129,800,000.00","126,800,000.00","141,100,000.00","179,600,000.00","158,700,000.00","-17,100,000.00","185,800,000.00","260,500,000.00","318,000,000.00"
BOQ,Bank of Queensland Limited,Annual Balance Sheet - Total Equity,"88,778,000.00","95,473,000.00","126,725,000.00","135,334,000.00","148,156,000.00","164,224,000.00","176,313,000.00","143,061,000.00","146,285,000.00","171,222,008.00","179,660,000.00","209,839,000.00","258,515,000.00","378,300,000.00","603,200,000.00","715,500,000.00","689,800,000.00","854,300,000.00","1,679,000,000.00","2,111,400,000.00","2,402,500,000.00","2,573,600,000.00","2,899,200,000.00","2,817,800,000.00","3,340,500,000.00","3,469,000,000.00"
BOQ,Bank of Queensland Limited,Annual Balance Sheet - Total Assets,"845,326,000.00","1,044,034,000.00","1,306,876,000.00","1,548,161,000.00","1,941,156,000.00","2,191,905,000.00","2,274,554,000.00","2,502,623,008.00","2,846,950,000.00","3,082,894,984.00","3,689,616,000.00","4,221,919,000.00","5,280,217,000.00","7,203,800,000.00","9,927,600,000.00","11,065,700,000.00","15,797,100,000.00","20,037,300,000.00","29,775,200,000.00","34,012,000,000.00","38,570,900,000.00","39,900,800,000.00","41,758,000,000.00","42,528,300,000.00","46,904,600,000.00","48,018,000,000.00"
BWA,Bank of Western Australia Limited,Annual Ratio Analysis - ROE, , , , , , ,6.96%,205.15%,17.56%,16.06%,16.22%,17.58%,13.06%, , , , , , , , , , , , , 
BWA,Bank of Western Australia Limited,Annual Profit and Loss - Operating Revenue, , , , , , ,--,--,--,--,--,--,--, , , , , , , , , , , , , 
BWA,Bank of Western Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,"37,300,000.00","94,500,000.00","92,800,000.00","116,100,000.00","136,100,000.00","140,400,000.00","155,900,000.00", , , , , , , , , , , , , 
BWA,Bank of Western Australia Limited,Annual Balance Sheet - Total Equity, , , , , , ,"504,500,000.00",0.00,"629,800,000.00","722,999,968.00","838,800,000.00","1,063,000,000.00","1,194,100,000.00", , , , , , , , , , , , , 
BWA,Bank of Western Australia Limited,Annual Balance Sheet - Total Assets, , , , , , ,"10,216,900,064.00","11,415,600,032.00","13,972,100,384.00","16,008,199,872.00","17,445,800,000.00","22,161,300,000.00","24,430,600,000.00", , , , , , , , , , , , , 
CBA,Commonwealth Bank of Australia,Annual Ratio Analysis - ROE, ,5.87%,7.48%,9.85%,11.46%,15.01%,15.61%,17.67%,18.69%,17.75%,10.06%,13.05%,13.95%,10.05%,11.48%,16.45%,18.18%,18.70%,18.50%,14.93%,16.91%,18.60%,17.34%,17.40%,17.96%,17.43%
CBA,Commonwealth Bank of Australia,Annual Profit and Loss - Operating Revenue, ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CBA,Commonwealth Bank of Australia,Annual Profit and Loss - Reported NPAT After Abnorma, ,"888,700,000.00","415,900,000.00","452,800,000.00","696,000,000.00","1,002,000,000.00","1,141,000,000.00","1,100,000,000.00","1,110,000,000.00","1,446,000,000.00","2,738,000,000.00","2,412,000,000.00","2,656,000,000.00","2,018,000,000.00","2,581,000,000.00","4,001,000,000.00","3,959,000,000.00","4,497,000,000.00","4,822,000,000.00","4,753,000,000.00","5,680,000,000.00","6,410,000,000.00","7,106,000,000.00","7,693,000,000.00","8,650,000,000.00","9,084,000,000.00"
CBA,Commonwealth Bank of Australia,Annual Balance Sheet - Total Equity, ,"4,403,100,000.00","5,522,800,000.00","5,631,900,000.00","6,071,100,000.00","6,695,000,000.00","7,367,000,000.00","7,023,999,872.00","6,889,000,064.00","6,962,000,064.00","17,847,000,000.00","19,848,000,000.00","21,056,000,000.00","22,152,000,000.00","24,885,000,000.00","26,060,000,000.00","21,343,000,000.00","24,444,000,000.00","26,137,000,000.00","31,442,000,000.00","35,570,000,000.00","37,287,000,000.00","41,572,000,000.00","45,492,000,000.00","49,348,000,000.00","52,993,000,000.00"
CBA,Commonwealth Bank of Australia,Annual Balance Sheet - Total Assets, ,"89,292,200,000.00","88,339,500,000.00","90,979,000,000.00","91,320,900,000.00","102,774,000,000.00","109,285,000,000.00","120,103,002,752.00","130,543,997,888.00","138,095,995,840.00","217,671,000,000.00","230,411,000,000.00","249,648,000,000.00","265,110,000,000.00","305,995,000,000.00","329,035,000,000.00","369,103,000,000.00","425,139,000,000.00","487,572,000,000.00","620,372,000,000.00","646,330,000,000.00","667,899,000,000.00","718,229,000,000.00","753,876,000,000.00","791,451,000,000.00","873,446,000,000.00"
CYB,CYBG Plc,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00%
CYB,CYBG Plc,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , , ,--
CYB,CYBG Plc,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00
CYB,CYBG Plc,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , , ,"3,443.00"
CYB,CYBG Plc,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , , ,"38,598.00"
ECO,Echoice Limited,Annual Ratio Analysis - ROE,-4.26%,13.44%,-28.55%,-10.80%,12.68%,24.92%,-4.35%,-5.87%,-25.98%,-58.50%,-99.78%,-35.28%,-33.58%,-52.85%,-70.92%,622.25%,149.12%,-30.64%,-19.74%,30.09%,21.62%,18.01%,8.32%,3.29%,-4.08%,2.64%
ECO,Echoice Limited,Annual Profit and Loss - Operating Revenue,"114,199,000.00","108,370,000.00","83,902,000.00","21,429,000.00","69,916,000.00","86,271,000.00","41,506,000.00","47,907,000.00","11,545,000.00","26,678,000.00","15,939,011.00","2,073,322.00","7,467,498.00","7,674,459.00","24,183,744.00","3,013,290.00","16,182,632.00","36,258,351.00","41,637,000.00","47,336,000.00","65,526,000.00","88,729,000.00","89,768,000.00","71,233,000.00","67,343,000.00","60,600,000.00"
ECO,Echoice Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-5,875,000.00","5,707,000.00","-12,940,000.00","-10,117,000.00","5,044,000.00","3,994,000.00","-3,121,000.00","-13,467,000.00","-5,653,000.00","-10,325,000.00","-8,397,890.00","-2,801,019.00","-3,038,084.00","-3,168,500.00","-3,352,288.00","-7,632,418.00","-2,232,334.00","-1,469,462.00","-1,107,000.00","3,272,000.00","4,812,000.00","6,412,000.00","3,241,000.00","1,318,000.00","-4,138,000.00","-21,132,000.00"
ECO,Echoice Limited,Annual Balance Sheet - Total Equity,"120,218,000.00","69,229,000.00","55,880,000.00","50,848,000.00","57,435,000.00","54,210,000.00","47,378,000.00","27,439,000.00","21,756,000.00","11,431,000.00","3,033,930.00","7,957,370.00","5,474,326.00","4,102,876.00","4,726,838.00","-1,226,552.00","-1,496,434.00","5,129,581.00","5,607,000.00","10,875,000.00","27,970,000.00","35,606,000.00","38,977,000.00","40,057,000.00","35,929,000.00","15,021,000.00"
ECO,Echoice Limited,Annual Balance Sheet - Total Assets,"165,048,000.00","188,701,000.00","174,766,000.00","161,428,000.00","174,577,000.00","123,407,000.00","79,378,000.00","41,737,000.00","35,806,000.00","17,110,000.00","8,528,288.00","12,707,068.00","10,461,007.00","9,950,872.00","15,902,664.00","9,804,252.00","8,667,208.00","20,132,057.00","22,074,000.00","49,461,000.00","80,344,000.00","109,492,000.00","413,855,000.00","427,011,000.00","368,360,000.00","290,151,000.00"
GMA,Genworth Mortgage Insurance Australia Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , ,0.00%,7.23%,10.28%
GMA,Genworth Mortgage Insurance Australia Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , ,--,--,--
GMA,Genworth Mortgage Insurance Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , ,0.00,"215,157,000.00","227,982,000.00"
GMA,Genworth Mortgage Insurance Australia Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , ,"2,210,851,000.00","2,500,475,000.00","2,218,749,000.00"
GMA,Genworth Mortgage Insurance Australia Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , ,"4,009,725,000.00","4,449,281,000.00","4,231,959,000.00"
GMY,Goldfields Money Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , ,0.00%,4.83%,1.34%,1.35%,2.33%
GMY,Goldfields Money Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , ,--,--,--,--,--
GMY,Goldfields Money Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , ,0.00,"468,451.00","196,709.00","201,204.00","139,951.00"
GMY,Goldfields Money Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , ,"14,039,662.00","14,577,082.00","14,702,631.00","14,868,697.00","14,905,775.00"
GMY,Goldfields Money Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , ,"66,459,497.00","75,848,845.00","116,764,441.00","143,063,370.00","158,984,195.00"
HME,Home Building Society Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,3.32%,5.03%,7.21%,10.13%,11.30%,13.82%,4.17%, , , , , , , , 
HME,Home Building Society Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,--,--,--,--,--,--,--, , , , , , , , 
HME,Home Building Society Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,"1,957,000.00","2,570,000.00","3,638,000.00","5,970,000.00","7,136,000.00","10,222,000.00","13,239,000.00", , , , , , , , 
HME,Home Building Society Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"58,464,000.00","59,046,000.00","66,500,000.00","62,432,000.00","65,947,000.00","76,155,000.00","317,682,000.00", , , , , , , , 
HME,Home Building Society Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"707,374,000.00","737,558,000.00","803,449,000.00","880,713,000.00","1,052,159,000.00","1,642,606,000.00","2,959,162,000.00", , , , , , , , 
HOM,Homeloans Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,--,7.60%,5.57%,11.36%,7.27%,2.90%,3.68%,8.07%,3.12%,10.77%,11.01%,17.70%,23.82%,19.35%,18.09%,14.94%,12.92%
HOM,Homeloans Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,--,--,"10,998,952.00","34,012,457.00","36,806,234.00","-1,829,308.00","-596,000.00","13,579,000.00","85,000.00","148,000.00","8,405,000.00","9,955,000.00","11,350,000.00","9,954,000.00","12,351,000.00","52,884,000.00","56,138,000.00"
HOM,Homeloans Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"1,149,000.00","2,557,000.00","1,947,148.00","4,670,938.00","-20,225,510.00","1,064,961.00","1,388,000.00","2,597,000.00","2,390,000.00","-12,511,000.00","7,166,000.00","12,253,000.00","9,162,000.00","8,110,000.00","7,736,000.00","6,205,000.00","5,608,000.00"
HOM,Homeloans Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,--,"33,660,000.00","34,956,000.00","54,279,487.00","31,138,957.00","36,783,711.00","37,668,000.00","32,200,000.00","76,668,000.00","60,015,000.00","65,090,000.00","69,223,000.00","38,467,000.00","41,922,000.00","42,758,000.00","41,537,000.00","43,391,000.00"
HOM,Homeloans Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,--,"39,078,593.00","46,912,117.00","76,695,439.00","56,896,806.00","63,992,986.00","64,304,000.00","761,280,000.00","939,434,000.00","1,060,439,000.00","791,347,000.00","600,884,000.00","448,055,000.00","374,223,000.00","304,433,000.00","288,535,000.00","295,687,000.00"
MOC,Mortgage Choice Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,145.18%,130.26%,37.64%,37.50%,35.09%,40.44%,30.38%,30.41%,19.71%,18.88%,18.12%,18.50%
MOC,Mortgage Choice Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,"101,727,000.00","108,200,000.00","141,070,000.00","155,992,000.00","160,169,000.00","170,901,000.00","146,069,000.00","143,132,000.00","156,436,000.00","5,130,000.00","176,245,000.00","182,186,000.00"
MOC,Mortgage Choice Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,"9,962,000.00","12,743,000.00","17,860,000.00","19,587,000.00","19,344,000.00","26,849,000.00","23,479,000.00","27,459,000.00","18,455,000.00","18,714,000.00","19,799,000.00","18,856,000.00"
MOC,Mortgage Choice Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"6,862,000.00","9,783,000.00","47,455,000.00","52,230,000.00","55,121,000.00","66,396,000.00","77,279,000.00","90,310,000.00","93,619,000.00","99,132,000.00","102,331,000.00","101,912,000.00"
MOC,Mortgage Choice Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"23,731,000.00","25,395,000.00","167,357,000.00","187,163,000.00","197,575,000.00","247,057,000.00","283,771,000.00","314,911,000.00","328,479,000.00","336,809,000.00","352,821,000.00","354,409,000.00"
MPB,Mackay Permanent Building Society Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,9.85%,9.65%,8.94%,9.95%,9.06%,10.34%,10.62%,9.70%,9.62%, , , , , , , , 
MPB,Mackay Permanent Building Society Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,--,--,--,--,--,--,--,--,--, , , , , , , , 
MPB,Mackay Permanent Building Society Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"1,327,000.00","1,320,000.00","1,233,000.00","1,400,000.00","1,541,000.00","2,030,000.00","1,779,000.00","1,717,000.00","1,740,000.00", , , , , , , , 
MPB,Mackay Permanent Building Society Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"13,477,000.00","13,677,000.00","13,789,000.00","14,068,000.00","17,018,000.00","15,848,000.00","16,306,000.00","17,701,000.00","18,085,000.00", , , , , , , , 
MPB,Mackay Permanent Building Society Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"251,681,000.00","277,161,000.00","294,002,000.00","292,359,000.00","314,801,000.00","309,891,000.00","327,493,000.00","333,939,000.00","352,925,000.00", , , , , , , , 
MYS,Mystate Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,8.74%,10.76%,9.54%,10.17%,10.35%,10.14%
MYS,Mystate Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--,--,--,--,--,--
MYS,Mystate Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,"17,341,323.00","22,019,846.00","23,383,844.00","28,457,496.00","29,571,000.00","32,513,000.00"
MYS,Mystate Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"198,385,512.00","204,600,992.00","273,877,249.00","279,709,279.00","285,649,000.00","293,140,000.00"
MYS,Mystate Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"2,058,710,290.00","2,246,753,843.00","3,657,202,462.00","3,629,741,932.00","3,555,822,000.00","4,079,955,000.00"
N1H,N1 Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00%
N1H,N1 Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , , ,--
N1H,N1 Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00
