ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AIZ,Air New Zealand Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"93,762,086.00","174,106,467.00","-482,791,593.00","-1,122,893,352.00","-276,464,489.00","144,688,318.00","151,470,373.00","165,031,631.00","78,953,861.00","194,104,308.00","172,892,378.00","16,897,328.00","66,623,334.00","62,533,775.00","55,594,706.00","153,314,800.00","243,471,796.00","289,534,265.00"
AIZ,Air New Zealand Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,"1,666,962,643.00","1,705,511,656.00","1,275,537,461.00","412,911,684.00","761,871,435.00","900,756,067.00","1,107,154,056.00","1,412,854,130.00","1,310,963,072.00","1,585,487,528.00","1,250,693,948.00","1,291,438,686.00","1,272,343,191.00","1,161,120,975.00","1,321,744,577.00","1,529,778,451.00","1,739,615,277.00","1,739,861,873.00"
AIZ,Air New Zealand Limited,Annual Balance Sheet - Total Assets, , , , , , , , ,"3,439,759,967.00","3,522,010,781.00","7,211,149,526.00","6,467,423,083.00","3,365,857,957.00","3,229,969,442.00","3,480,762,078.00","3,751,719,079.00","3,935,356,526.00","4,484,353,741.00","3,983,662,463.00","4,059,382,040.00","3,734,969,125.00","3,784,451,478.00","4,274,528,228.00","4,727,487,153.00","5,436,297,741.00","5,998,760,403.00"
AQZ,Alliance Aviation Services Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , ,0.00%,19.01%,16.25%,7.06%,4.83%
AQZ,Alliance Aviation Services Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , ,--,"184,242,000.00","223,217,000.00","196,542,000.00","193,621,000.00"
AQZ,Alliance Aviation Services Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , ,0.00,"19,591,000.00","23,338,000.00","10,264,000.00","-36,583,000.00"
AQZ,Alliance Aviation Services Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , ,"80,782,000.00","103,065,000.00","143,605,000.00","145,391,000.00","105,949,000.00"
AQZ,Alliance Aviation Services Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , ,"182,095,000.00","217,459,000.00","258,338,000.00","266,643,000.00","220,546,000.00"
AZJ,Aurizon Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,3.01%,3.85%,5.76%,7.94%,10.02%,9.59%
AZJ,Aurizon Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,"2,903,000,000.00","3,286,900,000.00","3,601,800,000.00","3,724,100,000.00","3,811,900,000.00","3,732,000,000.00"
AZJ,Aurizon Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,"204,000,000.00","349,500,000.00","440,900,000.00","446,900,000.00","252,800,000.00","604,000,000.00"
AZJ,Aurizon Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"6,788,000,000.00","6,991,700,000.00","7,294,200,000.00","6,495,600,000.00","6,373,400,000.00","6,506,000,000.00"
AZJ,Aurizon Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"8,713,000,000.00","9,161,700,000.00","10,020,500,000.00","10,519,100,000.00","10,948,700,000.00","11,336,000,000.00"
BCS,BrisConnections Unit Trusts,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , ,0.00%,3.82%,5.29%,8.15%,12.16%, , , 
BCS,BrisConnections Unit Trusts,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , ,--,"878,844,000.00","1,283,500,000.00","1,308,762,000.00","641,148,000.00", , , 
BCS,BrisConnections Unit Trusts,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , ,0.00,"24,392,000.00","17,164,000.00","27,479,000.00","35,039,000.00", , , 
BCS,BrisConnections Unit Trusts,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , ,"1,388,000,000.00","1,106,752,000.00","1,030,518,000.00","1,087,555,000.00","945,307,000.00", , , 
BCS,BrisConnections Unit Trusts,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , ,"4,443,000,000.00","1,997,253,000.00","2,550,861,000.00","3,837,775,000.00","4,601,172,000.00", , , 
CEU,ConnectEast Group,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,5.15%,-0.15%,-0.76%,-8.40%,-2.89%,-0.57%, , , , 
CEU,ConnectEast Group,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , ,--,0.00,--,0.00,"140,694,000.00","179,167,000.00","198,859,000.00", , , , 
CEU,ConnectEast Group,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00,0.00,0.00,"-9,335,000.00","-531,585,000.00","-53,638,000.00","-10,261,000.00", , , , 
CEU,ConnectEast Group,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"1,050,737,000.00","1,194,785,000.00","1,411,531,000.00","1,797,422,000.00","1,508,914,000.00","1,857,893,000.00","1,785,994,000.00", , , , 
CEU,ConnectEast Group,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , ,"1,106,113,000.00","1,352,074,000.00","2,793,363,000.00","3,909,423,000.00","3,674,492,000.00","3,200,859,000.00","3,143,962,000.00", , , , 
CHR,Chalmers Limited,Annual Ratio Analysis - ROE,11.38%,4.53%,0.59%,0.16%,3.40%,5.07%,1.80%,2.90%,8.35%,3.98%,5.37%,-2.09%,-7.46%,-0.51%,2.64%,3.65%,6.36%,14.84%,10.86%,7.98%,8.24%,11.16%,6.48%,5.01%,3.19%,-2.23%
CHR,Chalmers Limited,Annual Profit and Loss - Operating Revenue,"16,200,000.00","12,400,000.00","10,390,000.00","8,689,000.00","10,657,000.00","13,583,000.00","16,048,045.00","18,042,120.00","21,615,140.00","25,210,340.00","23,077,482.00","20,333,326.00","20,116,924.00","25,687,726.00","28,242,782.00","33,423,594.00","35,958,034.00","37,780,940.00","43,235,536.00","45,051,013.00","48,371,948.00","57,571,654.00","57,534,860.00","60,123,435.00","61,703,574.00","60,723,773.00"
CHR,Chalmers Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,379,000.00","551,000.00","-2,434,000.00","15,000.00","645,000.00","602,000.00","213,083.00","340,319.00","1,011,929.00","414,208.00","766,000.00","-350,000.00","-427,004.00","671,060.00","483,881.00","679,327.00","1,229,104.00","3,268,806.00","2,530,468.00","1,922,637.00","2,089,979.00","3,589,076.00","2,123,741.00","1,688,642.00","1,083,489.00","-739,017.00"
CHR,Chalmers Limited,Annual Balance Sheet - Total Equity,"12,116,000.00","12,153,000.00","9,548,000.00","9,563,000.00","11,808,000.00","11,868,000.00","11,852,465.00","11,735,944.00","12,119,718.00","14,191,296.00","14,271,921.00","16,784,709.00","17,257,705.00","18,165,619.00","18,306,870.00","18,586,462.00","19,333,295.00","22,031,051.00","23,305,209.00","24,085,746.00","25,376,255.00","32,165,938.00","32,766,879.00","33,694,121.00","34,016,210.00","33,086,843.00"
CHR,Chalmers Limited,Annual Balance Sheet - Total Assets,"24,664,000.00","23,285,000.00","19,693,000.00","19,321,000.00","21,800,000.00","23,220,000.00","29,232,975.00","30,691,029.00","36,193,580.00","37,016,029.00","33,360,210.00","33,349,217.00","29,337,483.00","30,850,771.00","32,150,233.00","32,520,025.00","33,821,638.00","37,388,186.00","38,744,328.00","43,840,244.00","48,337,658.00","54,958,826.00","52,691,897.00","52,257,749.00","53,287,970.00","50,973,265.00"
CLX,CTI Logistics Limited,Annual Ratio Analysis - ROE,8.80%,10.28%,2.52%,11.54%,15.64%,17.67%,14.84%,10.34%,7.19%,1.26%,4.14%,1.78%,3.82%,-1.93%,12.17%,8.07%,21.60%,26.05%,17.98%,15.03%,15.75%,18.50%,19.20%,21.17%,16.93%,9.54%
CLX,CTI Logistics Limited,Annual Profit and Loss - Operating Revenue,"26,212,000.00","34,740,000.00","48,148,000.00","52,468,000.00","59,851,000.00","68,876,000.00","84,918,312.00","89,450,376.00","90,558,448.00","101,859,832.00","105,454,568.00","103,688,990.00","97,088,306.00","96,256,368.00","61,176,118.00","53,462,487.00","55,328,705.00","59,756,225.00","49,436,239.00","49,839,379.00","60,105,920.00","71,837,683.00","95,987,065.00","126,000,506.00","140,104,808.00","123,457,481.00"
CLX,CTI Logistics Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"841,000.00","979,000.00","-1,284,000.00","942,000.00","1,265,000.00","2,211,000.00","2,804,966.00","2,709,417.00","1,616,260.00","1,621,607.00","-4,299,409.00","358,573.00","789,554.00","214,802.00","2,847,367.00","1,818,038.00","3,095,769.00","4,599,079.00","9,564,087.00","4,166,998.00","4,730,893.00","6,204,964.00","7,332,490.00","9,823,494.00","9,835,919.00","5,929,040.00"
CLX,CTI Logistics Limited,Annual Balance Sheet - Total Equity,"6,208,000.00","9,494,000.00","7,930,000.00","8,430,000.00","10,018,000.00","15,990,000.00","16,848,299.00","21,117,044.00","22,490,066.00","23,449,563.00","19,752,523.00","20,111,096.00","20,651,851.00","21,053,808.00","23,394,577.00","22,534,174.00","14,332,171.00","17,651,738.00","25,805,726.00","27,723,149.00","30,036,518.00","33,531,748.00","38,198,816.00","46,406,455.00","58,102,933.00","62,159,652.00"
CLX,CTI Logistics Limited,Annual Balance Sheet - Total Assets,"15,058,000.00","23,058,000.00","23,018,000.00","24,407,000.00","24,320,000.00","44,770,000.00","46,663,332.00","51,752,119.00","62,652,710.00","75,329,323.00","66,630,076.00","66,378,640.00","62,001,454.00","53,806,289.00","41,981,892.00","39,504,747.00","35,207,895.00","40,410,109.00","41,549,716.00","46,257,592.00","56,668,931.00","60,132,488.00","72,952,289.00","101,851,851.00","110,618,083.00","160,405,530.00"
HCD,Huadu City Developments Limited,Annual Ratio Analysis - ROE, , , , , ,8.47%,10.50%,13.65%,13.15%,7.42%,7.74%,6.66%,5.09%,5.91%, , , , , , , , , , , , 
HCD,Huadu City Developments Limited,Annual Profit and Loss - Operating Revenue, , , , , ,0.00,0.00,0.00,0.00,"9,000.00",--,--,--,--, , , , , , , , , , , , 
HCD,Huadu City Developments Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,"1,461,000.00","3,626,000.00","4,767,000.00","4,581,000.00","3,222,000.00","3,970,000.00","3,623,000.00","2,539,000.00","-18,973,000.00", , , , , , , , , , , , 
HCD,Huadu City Developments Limited,Annual Balance Sheet - Total Equity, , , , , ,"34,491,000.00","34,541,000.00","34,930,000.00","34,840,000.00","43,439,000.00","51,285,000.00","54,419,000.00","49,901,000.00","17,623,000.00", , , , , , , , , , , , 
HCD,Huadu City Developments Limited,Annual Balance Sheet - Total Assets, , , , , ,"36,277,000.00","36,706,000.00","37,445,000.00","36,990,000.00","44,130,000.00","52,775,000.00","55,623,000.00","49,935,000.00","17,658,000.00", , , , , , , , , , , , 
HLY,Hills Motorway Group,Annual Ratio Analysis - ROE, , , , , ,0.00%,0.00%,-0.75%,-5.43%,-0.22%,-3.38%,-2.77%,-0.41%,0.39%,4.10%, , , , , , , , , , , 
HLY,Hills Motorway Group,Annual Profit and Loss - Operating Revenue, , , , , ,--,--,"4,732,000.00","56,235,000.00","53,849,000.00","58,692,000.00","63,557,000.00","71,377,000.00","75,738,000.00","91,473,000.00", , , , , , , , , , , 
HLY,Hills Motorway Group,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,0.00,0.00,"-1,060,000.00","-7,272,000.00","-1,462,000.00","-133,826,000.00","-11,423,000.00","-1,536,000.00","-791,000.00","-229,000.00", , , , , , , , , , , 
HLY,Hills Motorway Group,Annual Balance Sheet - Total Equity, , , , , ,"145,967,000.00","130,467,000.00","141,251,000.00","133,979,000.00","651,691,984.00","455,891,000.00","413,018,000.00","375,407,000.00","335,211,000.00","267,457,000.00", , , , , , , , , , , 
HLY,Hills Motorway Group,Annual Balance Sheet - Total Assets, , , , , ,"264,829,000.00","370,032,000.00","478,327,000.00","458,648,992.00","982,613,000.00","933,045,000.00","891,961,000.00","868,082,000.00","840,351,000.00","817,411,000.00", , , , , , , , , , , 
ITO,Intoll Group,Annual Ratio Analysis - ROE, , , , , , , ,11.16%,15.69%,22.82%,3.64%,3.65%,9.69%,8.13%,-3.60%,13.02%,7.03%,-11.12%,-4.97%,16.04%,-1.74%, , , , , 
ITO,Intoll Group,Annual Profit and Loss - Operating Revenue, , , , , , , ,0.00,0.00,0.00,0.00,"70,788,000.00","108,125,000.00","117,519,000.00","172,810,000.00","249,540,000.00","328,486,000.00","195,720,000.00","133,265,000.00","136,002,000.00","4,442,000.00", , , , , 
ITO,Intoll Group,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"27,923,000.00","82,898,000.00","179,680,000.00","44,230,000.00","61,587,000.00","495,570,000.00","477,661,000.00","-261,491,000.00","891,441,000.00","343,073,000.00","2,242,407,000.00","914,191,000.00","-2,398,447,000.00","1,555,421,000.00", , , , , 
ITO,Intoll Group,Annual Balance Sheet - Total Equity, , , , , , , ,"348,434,016.00","545,397,992.00","787,280,000.00","1,214,742,000.00","2,102,066,000.00","5,474,328,000.00","6,303,774,000.00","6,682,458,000.00","7,268,162,000.00","6,604,491,000.00","7,075,887,000.00","6,686,385,000.00","4,159,793,000.00","3,550,083,000.00", , , , , 
ITO,Intoll Group,Annual Balance Sheet - Total Assets, , , , , , , ,"377,750,000.00","597,640,992.00","876,802,008.00","1,387,198,000.00","3,944,962,000.00","8,231,072,000.00","10,369,831,000.00","11,451,607,000.00","12,404,240,000.00","12,715,972,000.00","10,331,517,000.00","9,747,056,000.00","7,302,808,000.00","3,573,880,000.00", , , , , 
KSC,K&S Corporation Limited,Annual Ratio Analysis - ROE,16.02%,14.38%,14.10%,12.70%,16.61%,15.62%,13.85%,12.52%,13.09%,10.88%,17.55%,11.27%,17.52%,15.79%,18.64%,15.33%,17.14%,12.53%,13.43%,11.61%,10.46%,6.94%,7.31%,6.64%,3.61%,4.38%
KSC,K&S Corporation Limited,Annual Profit and Loss - Operating Revenue,"104,100,000.00","112,819,000.00","124,120,000.00","154,608,000.00","185,072,000.00","227,801,000.00","245,663,000.00","272,563,000.00","255,000,000.00","243,678,000.00","250,743,000.00","224,443,000.00","267,303,000.00","293,257,000.00","295,722,000.00","340,810,000.00","367,092,000.00","418,676,000.00","467,035,000.00","440,714,000.00","456,323,000.00","526,527,000.00","554,561,000.00","564,382,000.00","585,963,000.00","699,091,000.00"
KSC,K&S Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"2,063,000.00","2,297,000.00","2,742,000.00","4,355,000.00","6,276,000.00","5,505,000.00","5,185,000.00","5,020,000.00","2,505,000.00","4,396,000.00","11,196,000.00","6,140,000.00","-5,266,000.00","11,060,000.00","12,170,000.00","19,921,000.00","18,354,000.00","17,045,000.00","19,670,000.00","18,150,000.00","18,739,000.00","14,828,000.00","16,447,000.00","15,904,000.00","8,853,000.00","13,308,000.00"
KSC,K&S Corporation Limited,Annual Balance Sheet - Total Equity,"12,850,000.00","15,949,000.00","19,405,000.00","27,695,000.00","37,744,000.00","38,794,000.00","40,685,000.00","42,114,000.00","41,626,000.00","41,899,000.00","49,611,000.00","53,745,000.00","50,396,000.00","59,124,000.00","65,991,000.00","84,902,000.00","103,257,000.00","136,063,000.00","146,505,000.00","156,229,000.00","179,069,000.00","213,606,000.00","224,934,000.00","239,635,000.00","287,158,000.00","294,569,000.00"
KSC,K&S Corporation Limited,Annual Balance Sheet - Total Assets,"45,697,000.00","45,145,000.00","54,446,000.00","66,889,000.00","77,929,000.00","97,992,000.00","102,508,000.00","107,307,000.00","102,323,000.00","110,063,000.00","114,354,000.00","134,508,000.00","138,474,000.00","139,716,000.00","154,513,000.00","184,016,000.00","217,120,000.00","281,217,000.00","297,425,000.00","287,556,000.00","326,093,000.00","388,002,000.00","401,355,000.00","403,671,000.00","540,479,000.00","536,259,000.00"
LAU,Lindsay Australia Limited,Annual Ratio Analysis - ROE, , , , ,0.01%,-17.61%,-28.49%,-18.93%,-2.27%,12.29%,1.34%,-4.72%,-18.20%,5.46%,8.71%,5.60%,4.04%,10.24%,5.56%,10.31%,8.41%,2.73%,0.05%,13.15%,9.93%,7.72%
LAU,Lindsay Australia Limited,Annual Profit and Loss - Operating Revenue, , , , ,0.00,"10,581,000.00","9,013,162.00","19,334,148.00","38,400,204.00","34,810,540.00","22,348,297.00","4,565,610.00","4,245,052.00","68,514,000.00","150,359,000.00","157,844,000.00","170,658,000.00","183,548,000.00","195,387,000.00","217,624,000.00","218,358,000.00","236,184,000.00","258,490,000.00","282,748,000.00","308,080,000.00","309,929,000.00"
LAU,Lindsay Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"1,000.00","-1,381,000.00","-1,570,838.00","-1,476,704.00","-602,532.00","505,540.00","1,535,306.00","-296,069.00","-2,771,993.00","1,327,000.00","2,470,000.00","1,693,000.00","1,283,000.00","3,477,000.00","2,003,000.00","4,015,000.00","3,813,000.00","1,389,000.00","25,000.00","7,181,000.00","6,497,000.00","6,166,000.00"
LAU,Lindsay Australia Limited,Annual Balance Sheet - Total Equity, , , , ,"7,634,000.00","6,035,000.00","4,457,233.00","5,471,029.00","4,868,497.00","5,206,537.00","6,574,343.00","6,278,274.00","3,506,281.00","24,283,000.00","26,449,000.00","30,253,000.00","31,766,000.00","33,949,000.00","36,053,000.00","38,927,000.00","45,330,000.00","50,805,000.00","49,209,000.00","54,605,000.00","65,436,000.00","79,896,000.00"
LAU,Lindsay Australia Limited,Annual Balance Sheet - Total Assets, , , , ,"8,395,000.00","9,169,000.00","7,424,995.00","17,679,471.00","18,788,426.00","16,457,963.00","10,705,160.00","10,023,039.00","6,257,486.00","92,399,000.00","99,058,000.00","96,811,000.00","99,673,000.00","118,996,000.00","114,460,000.00","120,879,000.00","140,185,000.00","148,077,000.00","146,156,000.00","161,703,000.00","177,414,000.00","209,850,000.00"
MCS,Mcaleese Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , ,0.00%,5.44%,9.75%
MCS,Mcaleese Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , ,--,"762,359,000.00","636,888,000.00"
MCS,Mcaleese Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , ,0.00,"-63,624,000.00","-90,944,000.00"
MCS,Mcaleese Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , ,"278,700,000.00","232,087,000.00","137,064,000.00"
MCS,Mcaleese Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , ,"625,700,000.00","637,344,000.00","429,202,000.00"
MQA,Macquarie Atlas Roads Group,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , ,0.00%,87.55%,27.04%,12.69%,5.09%,-6.14%,9.84%
MQA,Macquarie Atlas Roads Group,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , ,--,"99,215,000.00","90,625,000.00","92,725,000.00",--,0.00,0.00
MQA,Macquarie Atlas Roads Group,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , ,0.00,"-226,900,000.00","-289,489,000.00","-124,435,000.00","1,423,469,000.00","-50,561,000.00","85,082,000.00"
MQA,Macquarie Atlas Roads Group,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , ,"92,200,000.00","-225,292,000.00","-821,318,000.00","-980,586,000.00","875,560,000.00","822,893,000.00","864,958,000.00"
MQA,Macquarie Atlas Roads Group,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , ,"2,993,900,000.00","1,851,968,000.00","1,629,909,000.00","1,582,681,000.00","882,314,000.00","868,228,000.00","893,324,000.00"
MRM,MMA Offshore Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,18.83%,-1.51%,11.39%,0.21%,2.71%,10.67%,4.95%,15.22%,15.15%,12.15%,15.77%,19.23%,16.00%,15.86%,14.96%,7.31%,8.91%
MRM,MMA Offshore Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,"26,051,736.00","14,522,968.00","26,343,626.00","47,678,036.00","25,825,236.00","34,803,146.00","48,263,160.00","65,276,000.00","99,479,000.00","143,586,000.00","156,685,000.00","180,487,000.00","259,455,000.00","340,745,000.00","382,982,000.00","594,597,000.00","796,666,000.00"
MRM,MMA Offshore Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"2,454,919.00","-207,957.00","3,511,000.00","84,996.00","-10,672,752.00","4,299,765.00","2,523,392.00","9,208,000.00","12,513,000.00","17,897,000.00","26,524,000.00","37,889,000.00","43,150,000.00","51,036,000.00","60,298,000.00","53,884,000.00","-51,291,000.00"
MRM,MMA Offshore Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"13,966,778.00","13,758,821.00","30,827,183.00","39,590,972.00","36,014,431.00","40,314,196.00","50,934,713.00","60,500,000.00","82,573,000.00","147,307,000.00","168,239,000.00","197,053,000.00","269,726,000.00","321,779,000.00","403,026,000.00","736,842,000.00","779,117,000.00"
MRM,MMA Offshore Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"30,185,061.00","32,206,664.00","67,643,555.00","75,915,850.00","74,005,825.00","77,460,974.00","91,583,843.00","136,377,000.00","161,887,000.00","267,902,000.00","298,106,000.00","384,247,000.00","467,010,000.00","557,885,000.00","674,477,000.00","1,363,990,000.00","1,425,215,000.00"
PRK,Patrick Corporation Limited,Annual Ratio Analysis - ROE, , ,2.41%,4.56%,4.57%,2.46%,2.40%,6.36%,-2.53%,15.30%,10.95%,6.69%,6.24%,10.08%,8.78%,7.36%, , , , , , , , , , 
PRK,Patrick Corporation Limited,Annual Profit and Loss - Operating Revenue, , ,"6,902,000.00","16,045,000.00","16,762,000.00","5,851,000.00",0.00,"402,228,000.00","343,852,000.00","388,646,016.00","583,357,000.00","688,449,000.00","851,001,000.00","1,100,729,000.00","1,250,367,000.00","2,347,048,000.00", , , , , , , , , , 
