ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CIX,Calliden Group Limited,Annual Profit and Loss - Operating Revenue, , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , 
CIX,Calliden Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , ,"492,000.00","27,084,000.00","50,772,000.00","66,587,000.00","68,251,000.00","-48,235,000.00","-466,611,000.00","-15,170,000.00","-1,141,000.00","881,000.00","39,635,000.00","10,013,000.00","-5,722,000.00","-2,354,000.00","1,282,000.00","9,147,000.00","-396,000.00","10,124,000.00","-10,248,000.00","1,089,000.00","6,154,000.00", , 
CIX,Calliden Group Limited,Annual Balance Sheet - Total Equity, , , ,"290,705,000.00","310,289,000.00","340,811,000.00","438,563,992.00","492,841,016.00","515,706,000.00","52,855,000.00","37,347,000.00","36,206,000.00","37,087,000.00","76,722,000.00","86,735,000.00","83,008,000.00","78,636,000.00","94,648,000.00","103,396,000.00","100,083,000.00","107,046,000.00","94,451,000.00","95,851,000.00","98,966,000.00", , 
CIX,Calliden Group Limited,Annual Balance Sheet - Total Assets, , , ,"298,412,000.00","464,699,000.00","759,725,000.00","973,019,000.00","1,194,994,000.00","1,602,412,016.00","1,415,561,000.00","871,698,000.00","546,995,000.00","236,593,000.00","129,876,000.00","105,216,000.00","109,950,000.00","152,087,000.00","391,503,000.00","393,905,000.00","431,684,000.00","380,251,000.00","421,142,000.00","360,834,000.00","289,974,000.00", , 
CVO,Cover-More Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , ,0.00%,8.39%,12.79%
CVO,Cover-More Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , ,--,"190,224,000.00","220,241,000.00"
CVO,Cover-More Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , ,0.00,"15,650,000.00","25,753,000.00"
CVO,Cover-More Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , ,"184,600,000.00","206,998,000.00","201,302,000.00"
CVO,Cover-More Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , ,"299,900,000.00","304,383,000.00","309,358,000.00"
CVW,Clearview Wealth Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,1.32%,1.97%,8.87%,7.21%,9.64%,5.89%,15.46%,-27.36%,10.10%,6.39%,6.36%,2.91%
CVW,Clearview Wealth Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--
CVW,Clearview Wealth Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,"2,730,000.00","4,583,000.00","20,977,000.00","20,325,000.00","-42,767,000.00","-4,714,000.00","8,031,000.00","8,665,000.00","22,336,000.00","1,876,000.00","13,880,000.00","12,572,000.00"
CVW,Clearview Wealth Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"207,306,000.00","232,782,000.00","236,376,000.00","281,876,000.00","183,282,000.00","102,555,000.00","242,300,000.00","247,983,000.00","263,281,000.00","250,715,000.00","310,233,000.00","336,833,000.00"
CVW,Clearview Wealth Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"212,153,000.00","241,737,000.00","242,970,000.00","293,772,000.00","184,795,000.00","107,154,000.00","1,768,020,000.00","1,717,642,000.00","1,546,086,000.00","1,570,724,000.00","1,670,430,000.00","1,841,207,000.00"
ENA,Ensurance Ltd,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , ,0.00%,-11.59%,-10.92%,-3.50%,-159.66%
ENA,Ensurance Ltd,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , ,--,--,--,--,--
ENA,Ensurance Ltd,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , ,0.00,"-332,942.00","-282,739.00","-88,127.00","-4,185,751.00"
ENA,Ensurance Ltd,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , ,"2,703,503.00","2,873,514.00","2,589,275.00","2,518,148.00","2,598,787.00"
ENA,Ensurance Ltd,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , ,"3,071,131.00","2,923,319.00","2,611,103.00","2,541,865.00","6,647,578.00"
IAG,Insurance Australia Group Limited,Annual Ratio Analysis - ROE, , , , , , , , ,3.25%,10.70%,7.65%,4.34%,-8.16%,4.37%,15.06%,16.46%,20.68%,11.42%,3.24%,3.74%,3.03%,7.42%,8.18%,21.31%,18.91%,12.78%
IAG,Insurance Australia Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IAG,Insurance Australia Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"83,100,000.00","276,100,000.00","346,600,000.00","184,000,000.00","-83,000,000.00","217,000,000.00","806,000,000.00","879,000,000.00","862,000,000.00","629,000,000.00","-226,000,000.00","247,000,000.00","190,000,000.00","338,000,000.00","265,000,000.00","882,000,000.00","1,330,000,000.00","830,000,000.00"
IAG,Insurance Australia Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,"2,308,100,000.00","2,832,800,000.00","3,484,100,000.00","3,388,000,000.00","2,979,000,000.00","4,053,000,000.00","4,224,000,000.00","4,440,000,000.00","3,671,000,000.00","4,832,000,000.00","4,351,000,000.00","4,836,000,000.00","4,656,000,000.00","4,580,000,000.00","4,524,000,000.00","4,988,000,000.00","6,794,000,000.00","7,018,000,000.00"
IAG,Insurance Australia Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , ,"7,610,900,000.00","11,441,600,000.00","12,129,900,000.00","12,586,000,000.00","11,307,000,000.00","16,392,000,000.00","16,335,000,000.00","17,147,000,000.00","16,972,000,000.00","21,610,000,000.00","19,380,000,000.00","19,315,000,000.00","20,446,000,000.00","22,923,000,000.00","25,132,000,000.00","24,859,000,000.00","29,657,000,000.00","31,402,000,000.00"
MPL,Medibank Private Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , ,0.00%,19.79%
MPL,Medibank Private Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , ,--,--
MPL,Medibank Private Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , ,0.00,"285,300,000.00"
MPL,Medibank Private Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , ,"1,393,900,000.00","1,442,000,000.00"
MPL,Medibank Private Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , ,"2,974,300,000.00","3,140,900,000.00"
NHF,NIB Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,0.00%,5.19%,7.38%,9.79%,15.17%,21.07%,19.14%,19.62%,22.43%
NHF,NIB Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--
NHF,NIB Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , ,0.00,"404,000.00","23,786,000.00","61,525,000.00","65,463,000.00","67,640,000.00","67,157,000.00","69,776,000.00","75,261,000.00"
NHF,NIB Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , ,"322,409,000.00","384,841,000.00","361,883,000.00","391,401,000.00","411,790,000.00","301,598,000.00","326,153,000.00","356,368,000.00","344,263,000.00"
NHF,NIB Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"465,200,000.00","565,767,000.00","536,525,000.00","587,982,000.00","639,250,000.00","617,845,000.00","714,077,000.00","798,104,000.00","837,108,000.00"
OMP,OAMPS Limited,Annual Ratio Analysis - ROE,10.54%,11.08%,13.24%,5.88%,2.11%,9.89%,14.04%,10.85%,2.42%,9.33%,17.89%,18.06%,15.77%,17.17%,16.40%,16.29%,18.79%, , , , , , , , , 
OMP,OAMPS Limited,Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , , , , , , , , 
OMP,OAMPS Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"2,704,000.00","2,347,000.00","1,504,000.00","1,598,000.00","234,000.00","-13,019,000.00","1,709,000.00","1,929,000.00","1,496,000.00","-324,000.00","3,354,000.00","7,568,000.00","11,529,000.00","18,102,000.00","24,646,000.00","29,377,000.00","42,287,000.00", , , , , , , , , 
OMP,OAMPS Limited,Annual Balance Sheet - Total Equity,"27,326,000.00","26,512,000.00","24,775,000.00","27,225,000.00","25,584,000.00","14,918,000.00","16,305,000.00","17,878,000.00","19,188,000.00","19,371,000.00","23,391,000.00","41,273,000.00","79,974,000.00","105,402,000.00","150,260,000.00","191,964,000.00","211,434,000.00", , , , , , , , , 
OMP,OAMPS Limited,Annual Balance Sheet - Total Assets,"108,005,000.00","118,530,000.00","123,606,000.00","137,682,000.00","135,151,000.00","139,772,000.00","86,380,000.00","95,784,000.00","88,810,000.00","106,453,000.00","141,077,000.00","241,764,000.00","343,833,000.00","467,323,000.00","574,974,000.00","685,920,000.00","755,660,000.00", , , , , , , , , 
PMN,Promina Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,6.72%,-22.93%,12.03%,15.55%,19.80%,21.60%, , , , , , , , , 
PMN,Promina Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,--,--,--,--,--,--, , , , , , , , , 
PMN,Promina Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,"114,700,000.00","-335,400,000.00","274,400,000.00","461,300,000.00","507,100,000.00","549,100,000.00", , , , , , , , , 
PMN,Promina Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"1,705,900,000.00","1,466,400,000.00","2,260,100,000.00","2,853,000,000.00","2,464,100,000.00","2,442,500,000.00", , , , , , , , , 
PMN,Promina Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"7,651,500,000.00","8,025,600,000.00","10,125,500,000.00","10,491,500,000.00","11,155,900,000.00","11,564,000,000.00", , , , , , , , , 
PSI,PSC Insurance Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,-2.50%,1.49%,7.32%,5.96%,-2.10%,14.02%, , , , , , , , , , , 
PSI,PSC Insurance Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,--,--,--,--,--,--, , , , , , , , , , , 
PSI,PSC Insurance Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"-318,633.00","192,509.00","1,025,622.00","1,179,016.00","-401,565.00","3,014,009.00", , , , , , , , , , , 
PSI,PSC Insurance Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"12,736,710.00","12,929,219.00","14,016,839.00","19,794,984.00","19,080,825.00","21,491,976.00", , , , , , , , , , , 
PSI,PSC Insurance Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"13,045,928.00","13,059,871.00","14,371,771.00","20,565,220.00","20,255,602.00","23,264,615.00", , , , , , , , , , , 
QBE,QBE Insurance Group Limited,Annual Ratio Analysis - ROE,6.44%,9.38%,8.45%,8.52%,13.87%,15.20%,13.46%,13.00%,9.33%,14.80%,11.54%,-0.94%,9.24%,16.98%,18.30%,21.15%,23.36%,22.53%,16.53%,19.13%,12.30%,6.74%,6.67%,-2.44%,6.70%,6.97%
QBE,QBE Insurance Group Limited,Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
QBE,QBE Insurance Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"59,303,000.00","59,645,000.00","55,881,000.00","66,057,000.00","111,400,000.00","84,600,000.00","150,600,000.00","192,900,000.00","97,500,000.00","125,100,000.00","104,000,000.00","-17,000,000.00","278,000,000.00","577,000,000.00","827,000,000.00","1,098,000,000.00","1,493,000,000.00","1,934,000,000.00","1,866,000,000.00","1,984,000,000.00","1,273,246,088.00","707,955,888.00","751,155,624.00","-272,686,633.00","913,191,904.00","948,535,450.00"
QBE,QBE Insurance Group Limited,Annual Balance Sheet - Total Equity,"345,662,000.00","392,948,000.00","463,871,000.00","525,690,000.00","607,200,000.00","668,900,000.00","795,600,000.00","960,299,968.00","1,021,199,968.00","1,100,100,032.00","1,751,000,000.00","2,668,000,000.00","3,021,000,000.00","3,368,000,000.00","4,480,000,000.00","5,159,000,000.00","6,349,000,000.00","8,543,000,000.00","11,245,000,000.00","10,298,000,000.00","10,226,311,128.00","10,277,668,373.00","10,994,799,691.00","11,626,061,689.00","13,511,338,697.00","14,453,873,528.00"
QBE,QBE Insurance Group Limited,Annual Balance Sheet - Total Assets,"1,786,746,000.00","1,986,305,000.00","2,736,223,000.00","2,714,506,000.00","3,040,900,000.00","3,430,900,000.00","3,616,200,000.00","5,241,700,032.00","6,192,200,096.00","6,411,099,936.00","14,283,000,000.00","19,585,000,000.00","20,537,000,000.00","20,478,000,000.00","25,102,000,000.00","29,665,000,000.00","31,757,000,000.00","39,613,000,000.00","48,383,000,000.00","40,964,000,000.00","41,511,364,754.00","46,019,102,008.00","48,884,822,804.00","52,828,565,042.00","54,864,667,154.00","57,727,894,880.00"
SDF,Steadfast Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , ,0.00%, ,3.77%,5.02%
SDF,Steadfast Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , ,--, ,--,--
SDF,Steadfast Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , ,0.00, ,"27,442,000.00","48,005,000.00"
SDF,Steadfast Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , ,"501,100,000.00", ,"525,038,000.00","841,565,000.00"
SDF,Steadfast Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , ,"665,300,000.00", ,"822,712,000.00","1,615,507,000.00"
SUN,Suncorp Group Limited,Annual Ratio Analysis - ROE,13.91%,11.03%,10.95%,10.90%,18.39%,14.68%,11.16%,7.66%,9.15%,10.33%,14.55%,12.73%,8.89%,10.12%,13.87%,14.78%,20.66%,8.59%,4.50%,2.60%,5.81%,4.01%,5.12%,3.51%,5.29%,8.38%
SUN,Suncorp Group Limited,Annual Profit and Loss - Operating Revenue,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SUN,Suncorp Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"15,108,000.00","12,655,000.00","22,287,000.00","28,185,000.00","46,787,000.00","50,390,000.00","41,687,000.00","150,000,000.00","233,000,000.00","247,000,000.00","335,000,000.00","395,000,000.00","311,000,000.00","384,000,000.00","663,000,000.00","903,000,000.00","916,000,000.00","1,064,000,000.00","561,000,000.00","353,000,000.00","789,000,000.00","457,000,000.00","728,000,000.00","496,000,000.00","737,000,000.00","1,140,000,000.00"
SUN,Suncorp Group Limited,Annual Balance Sheet - Total Equity,"108,612,000.00","114,729,000.00","172,679,000.00","230,496,000.00","266,572,000.00","316,364,000.00","403,849,000.00","1,736,000,000.00","1,815,000,000.00","1,888,000,000.00","1,924,000,000.00","2,717,000,000.00","3,362,000,000.00","3,647,000,000.00","4,340,000,000.00","5,136,000,000.00","4,433,000,000.00","12,391,000,000.00","12,366,000,000.00","13,229,000,000.00","13,953,000,000.00","14,018,000,000.00","14,127,000,000.00","13,983,000,000.00","13,799,000,000.00","13,518,000,000.00"
SUN,Suncorp Group Limited,Annual Balance Sheet - Total Assets,"2,072,669,000.00","2,442,864,000.00","3,049,352,000.00","4,284,255,000.00","5,436,987,000.00","6,470,541,000.00","7,095,497,000.00","19,889,999,616.00","21,424,000,320.00","21,486,000,000.00","26,219,000,000.00","29,661,000,000.00","35,481,000,000.00","38,434,000,000.00","43,278,000,000.00","48,682,000,000.00","57,368,000,000.00","84,901,000,000.00","94,169,000,000.00","97,463,000,000.00","95,339,000,000.00","95,488,000,000.00","96,062,000,000.00","95,928,000,000.00","94,429,000,000.00","95,651,000,000.00"
TAL,Tower Australia Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,10.10%,11.46%,10.96%,10.86%, , , , , 
TAL,Tower Australia Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,--,--,--,--, , , , , 
TAL,Tower Australia Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,0.00,"40,665,000.00","68,692,000.00","46,418,000.00","87,436,000.00", , , , , 
TAL,Tower Australia Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"337,004,000.00","534,484,000.00","599,457,000.00","680,111,000.00","850,360,000.00", , , , , 
TAL,Tower Australia Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"3,738,696,000.00","3,850,797,000.00","3,416,724,000.00","3,417,626,000.00","3,672,115,000.00", , , , , 
TWR,Tower Limited,Annual Ratio Analysis - ROE, , , , , , , ,--,8.97%,9.40%,11.15%,8.54%,2.60%,3.34%,6.25%,9.98%,2.24%,13.21%,13.04%,11.47%,11.91%,6.73%,6.63%,0.08%,6.51%,-2.98%
TWR,Tower Limited,Annual Profit and Loss - Operating Revenue, , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
TWR,Tower Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"58,518,223.00","57,407,307.00","57,973,830.00","74,616,997.00","63,712,965.00","-64,666,033.00","-130,064,662.00","51,250,936.00","90,507,503.00","56,402,236.00","200,017,149.00","33,935,429.00","41,076,847.00","44,219,785.00","26,166,026.00","44,541,610.00","30,560,988.00","21,051,176.00","-6,033,824.00"
TWR,Tower Limited,Annual Balance Sheet - Total Equity, , , , , , , ,--,"639,876,365.00","616,816,812.00","669,270,685.00","745,627,630.00","661,540,386.00","663,813,351.00","745,691,947.00","710,086,402.00","549,862,834.00","224,572,972.00","246,725,366.00","331,705,076.00","336,099,306.00","357,072,195.00","397,980,531.00","338,795,341.00","290,664,229.00","255,418,257.00"
TWR,Tower Limited,Annual Balance Sheet - Total Assets, , , , , , , ,--,"3,664,697,819.00","6,149,788,263.00","4,947,070,760.00","4,825,262,853.00","4,533,578,702.00","4,372,930,793.00","4,633,172,284.00","4,697,243,292.00","5,296,293,901.00","1,325,838,621.00","1,273,809,643.00","1,309,325,022.00","1,231,927,499.00","1,549,383,867.00","1,568,334,796.00","1,508,330,369.00","704,882,310.00","690,054,555.00"
