ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ANN,Ansell Limited,Annual Ratio Analysis - ROE,24.26%,17.61%,10.63%,11.82%,13.12%,14.53%,7.98%,9.70%,10.85%,12.38%,10.69%,7.33%,8.05%,6.72%,9.03%,15.38%,18.15%,16.71%,19.24%,19.44%,18.35%,18.48%,18.40%,16.75%,13.94%,17.65%, 
ANN,Ansell Limited,Annual Profit and Loss - Operating Revenue,"5,048,000,000.00","4,921,605,000.00","5,806,156,000.00","6,304,624,000.00","6,966,823,000.00","7,306,248,000.00","6,470,796,000.00","5,782,905,856.00","5,983,499,776.00","6,150,000,128.00","5,725,800,000.00","4,156,800,000.00","2,222,800,000.00","1,293,600,000.00","1,113,300,000.00","1,096,200,000.00","1,138,200,000.00","1,239,200,000.00","1,244,700,000.00","1,352,100,000.00","1,230,600,000.00","1,219,800,000.00","1,218,300,000.00","1,340,000,000.00","1,688,110,403.00","2,142,057,291.00", 
ANN,Ansell Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"342,712,000.00","219,882,000.00","217,728,000.00","266,255,000.00","308,532,000.00","103,239,000.00","-126,518,000.00","184,928,000.00","23,800,000.00","111,500,000.00","-82,400,000.00","-135,800,000.00","-113,000,000.00","52,500,000.00","72,600,000.00","13,100,000.00","118,700,000.00","104,100,000.00","105,600,000.00","126,400,000.00","122,700,000.00","125,900,000.00","133,000,000.00","140,800,000.00","47,133,757.00","246,223,958.00", 
ANN,Ansell Limited,Annual Balance Sheet - Total Equity,"1,277,904,000.00","1,384,551,000.00","2,051,826,000.00","2,191,010,000.00","2,368,696,000.00","2,256,841,000.00","1,792,562,000.00","1,846,799,048.00","1,691,700,000.00","1,634,300,000.00","1,499,900,000.00","1,066,200,000.00","876,000,000.00","844,500,000.00","811,800,000.00","602,800,000.00","653,700,000.00","613,600,000.00","546,000,000.00","639,100,000.00","664,600,000.00","677,600,000.00","720,800,000.00","833,300,000.00","1,210,721,868.00","1,519,010,416.00", 
ANN,Ansell Limited,Annual Balance Sheet - Total Assets,"4,251,534,000.00","4,644,539,000.00","5,984,286,000.00","6,450,252,000.00","6,744,805,000.00","6,957,719,000.00","5,944,840,000.00","5,592,879,040.00","5,342,300,032.00","5,218,900,064.00","5,085,700,000.00","3,476,200,000.00","1,832,700,000.00","1,578,800,000.00","1,499,400,000.00","1,199,200,000.00","1,308,000,000.00","1,250,100,000.00","1,156,500,000.00","1,312,100,000.00","1,297,600,000.00","1,216,300,000.00","1,348,300,000.00","1,835,400,000.00","2,505,201,698.00","3,094,270,833.00", 
API,Australian Pharmaceutical Industries Limited,Annual Ratio Analysis - ROE, , , , , , , ,15.44%,11.65%,11.94%,13.71%,11.11%,13.01%,10.44%,9.66%,6.70%,10.39%,-1.92%,3.63%,4.28%,3.83%,-3.55%,2.77%,4.16%,-23.06%,8.53%, 
API,Australian Pharmaceutical Industries Limited,Annual Profit and Loss - Operating Revenue, , , , , , , ,"855,542,976.00","1,001,209,024.00","1,132,806,016.00","1,237,141,000.00","1,645,457,000.00","1,907,774,000.00","2,473,191,000.00","2,942,170,000.00","3,411,241,000.00","2,582,144,000.00","940,303,000.00","3,238,879,000.00","3,549,734,000.00","3,713,312,000.00","3,425,890,000.00","3,215,234,000.00","3,186,143,000.00","3,345,946,000.00","3,457,400,000.00", 
API,Australian Pharmaceutical Industries Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"23,940,000.00","18,645,000.00","25,970,000.00","26,578,000.00","28,586,000.00","34,657,000.00","23,567,000.00","18,444,000.00","29,721,000.00","20,374,000.00","-2,598,000.00","15,213,000.00","18,598,000.00","22,646,000.00","-23,310,000.00","30,283,000.00","24,292,000.00","-90,771,000.00","43,126,000.00", 
API,Australian Pharmaceutical Industries Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"155,176,000.00","160,019,000.00","174,413,992.00","154,644,000.00","257,300,000.00","266,402,000.00","343,186,000.00","338,408,000.00","443,614,000.00","428,897,000.00","406,935,000.00","418,964,000.00","434,527,000.00","591,175,000.00","554,367,000.00","568,308,000.00","584,120,000.00","480,737,000.00","505,402,000.00", 
API,Australian Pharmaceutical Industries Limited,Annual Balance Sheet - Total Assets, , , , , , , ,"275,055,000.00","316,921,000.00","357,962,992.00","383,070,000.00","542,276,000.00","657,341,000.00","772,781,000.00","822,605,000.00","1,115,090,000.00","873,280,000.00","908,283,000.00","999,255,000.00","1,047,244,000.00","1,484,943,000.00","1,390,904,000.00","1,373,371,000.00","1,375,954,000.00","1,289,066,000.00","1,342,548,000.00", 
AVE,Aevum Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,-0.04%,6.25%,4.48%,10.39%,10.45%,10.48%,-4.59%,1.14%, , , , , , 
AVE,Aevum Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , ,"10,815,000.00","12,499,000.00","12,478,000.00","14,692,000.00","15,537,000.00","13,307,000.00","14,828,000.00","21,936,000.00", , , , , , 
AVE,Aevum Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"-28,000.00","5,043,000.00","4,454,000.00","13,369,000.00","22,931,000.00","28,545,000.00","-12,204,000.00","28,604,000.00", , , , , , 
AVE,Aevum Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"68,703,000.00","80,672,000.00","127,112,000.00","128,656,000.00","219,509,000.00","272,247,000.00","265,625,000.00","359,481,000.00", , , , , , 
AVE,Aevum Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"132,971,000.00","149,880,000.00","250,471,000.00","274,168,000.00","621,845,000.00","809,370,000.00","828,279,000.00","1,227,924,000.00", , , , , , 
AVS,Avastra Sleep Centres Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,-80.04%,-23.03%,-23.88%,-79.55%,-10.18%,-17.58%, , , , , , , , 
AVS,Avastra Sleep Centres Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , ,0.00,0.00,"302,456.00",0.00,"13,021,000.00","37,296,000.00", , , , , , , , 
AVS,Avastra Sleep Centres Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"-534,521.00","-1,863,420.00","-1,559,819.00","-3,000,218.00","-2,035,000.00","-4,125,000.00", , , , , , , , 
AVS,Avastra Sleep Centres Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"667,791.00","8,092,078.00","6,532,259.00","3,771,478.00","19,983,000.00","23,459,000.00", , , , , , , , 
AVS,Avastra Sleep Centres Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"667,791.00","8,157,368.00","6,605,076.00","3,944,758.00","46,696,000.00","53,076,000.00", , , , , , , , 
AXN,Axon Instruments Inc.,Annual Ratio Analysis - ROE, , , , , , , ,4.63%,1.91%,2.38%,5.78%,1.44%,-20.18%,2.42%, , , , , , , , , , , , , 
AXN,Axon Instruments Inc.,Annual Profit and Loss - Operating Revenue, , , , , , , ,"17,900,013.00","22,671,024.00","24,986,758.00","51,480,456.00","69,934,772.00","48,507,629.00","44,638,484.00", , , , , , , , , , , , , 
AXN,Axon Instruments Inc.,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"519,209.00","503,241.00","1,059,940.00","5,486,129.00","1,468,920.00","-16,690,483.00","1,432,146.00", , , , , , , , , , , , , 
AXN,Axon Instruments Inc.,Annual Balance Sheet - Total Equity, , , , , , , ,"11,223,177.00","26,306,874.00","25,718,329.00","94,929,799.00","102,312,081.00","74,424,878.00","59,072,024.00", , , , , , , , , , , , , 
AXN,Axon Instruments Inc.,Annual Balance Sheet - Total Assets, , , , , , , ,"11,223,064.00","26,306,874.00","40,396,179.00","107,053,346.00","112,725,062.00","85,022,423.00","68,781,726.00", , , , , , , , , , , , , 
AXP,"AirXpanders, Inc.",Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , ,0.00%,-65.48%, 
AXP,"AirXpanders, Inc.",Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , ,--,"292,608.00", 
AXP,"AirXpanders, Inc.",Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , ,0.00,"-11,161,345.00", 
AXP,"AirXpanders, Inc.",Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , ,"36,738,000.00","17,045,215.00", 
AXP,"AirXpanders, Inc.",Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , ,"42,216,000.00","20,949,589.00", 
AYX,Austofix Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,0.00%,-39.08%,-18.61%,-8.96%,-14.81%, , , , , 
AYX,Austofix Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , ,--,"1,398,858.00","1,539,922.00","2,648,021.00","1,603,305.00", , , , , 
AYX,Austofix Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , ,0.00,"-1,891,923.00","-719,739.00","-341,312.00","-580,461.00", , , , , 
AYX,Austofix Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , ,"8,605,143.00","4,581,874.00","3,868,104.00","3,808,126.00","3,919,640.00", , , , , 
AYX,Austofix Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"9,710,216.00","6,039,080.00","5,150,652.00","7,015,830.00","8,123,128.00", , , , , 
AZV,Azure Healthcare Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,9.28%,17.72%,4.82%,6.10%,-33.69%,-58.04%,-2.31%,3.86%,9.08%,26.81%,6.96%, 
AZV,Azure Healthcare Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,--,"10,055,000.00","21,988,000.00","39,963,000.00","47,616,000.00","46,808,000.00","43,021,000.00","16,767,000.00","18,197,000.00","21,794,000.00","31,308,000.00","34,950,000.00", 
AZV,Azure Healthcare Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"879,000.00","2,205,000.00","1,715,000.00","2,349,000.00","-8,864,000.00","-9,681,000.00","-11,050,000.00","744,000.00","1,040,000.00","3,865,000.00","1,093,000.00", 
AZV,Azure Healthcare Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"7,374,193.00","9,477,000.00","12,441,000.00","35,283,000.00","35,724,000.00","26,547,000.00","16,679,000.00","6,749,000.00","9,464,000.00","10,635,000.00","14,374,000.00","15,537,000.00", 
AZV,Azure Healthcare Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"8,562,869.00","11,607,000.00","18,760,000.00","44,671,000.00","48,441,000.00","39,062,000.00","28,491,000.00","12,602,000.00","15,351,000.00","16,724,000.00","21,298,000.00","23,393,000.00", 
BRC,Brain Resource Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,0.00%,-4.76%,-22.90%,-19.42%,-16.39%,-14.00%,-14.59%,-16.60%,-20.49%,36.17%,15.96%,1.70%,-8.57%,-8.34%,-11.60%,-11.58%, 
BRC,Brain Resource Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , ,--,--,0.00,"246,188.00","505,459.00","1,376,040.00","1,316,519.00","2,386,393.00","3,249,020.00","6,318,696.00","7,618,121.00","5,534,104.00","3,719,554.00","3,225,663.00","2,531,438.00","2,637,973.00", 
BRC,Brain Resource Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,0.00,"-30,155.00","-1,351,996.00","-1,326,032.00","-1,498,646.00","-1,122,980.00","-1,438,283.00","-1,454,578.00","-1,505,014.00","4,195,463.00","2,213,505.00","269,487.00","388,425.00","-1,459,681.00","-1,997,880.00","-2,595,316.00", 
BRC,Brain Resource Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"6,344,256.00","1,268,141.00","5,904,679.00","6,828,647.00","9,142,027.00","8,019,054.00","9,855,965.00","8,761,738.00","7,343,958.00","11,598,690.00","13,867,300.00","15,840,227.00","17,939,531.00","17,511,850.00","17,227,845.00","22,421,206.00", 
BRC,Brain Resource Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , ,"6,344,256.00","2,256,546.00","6,348,142.00","7,104,798.00","9,472,968.00","8,702,044.00","10,471,240.00","28,532,506.00","26,640,515.00","29,475,798.00","28,658,010.00","29,187,233.00","35,874,637.00","33,315,436.00","32,666,458.00","38,051,296.00", 
CAJ,Capitol Health Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,-95.89%,-144.42%,0.79%,-7.48%,3.66%,4.76%,8.72%,10.64%,18.73%,12.60%, 
CAJ,Capitol Health Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,"154,551.00","1,512,114.00","13,413,336.00","28,284,354.00","35,405,104.00","45,530,139.00","51,541,024.00","61,618,316.00","88,761,236.00","110,220,107.00", 
CAJ,Capitol Health Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,"-391,153.00","-966,327.00","214,521.00","-1,018,218.00","705,232.00","962,009.00","2,134,225.00","3,627,361.00","7,232,870.00","3,863,653.00", 
CAJ,Capitol Health Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"1,631,749.00","669,120.00","18,681,976.00","17,663,858.00","19,255,855.00","20,211,755.00","24,464,973.00","34,105,286.00","38,664,771.00","93,883,665.00", 
CAJ,Capitol Health Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"2,825,053.00","2,038,543.00","29,898,244.00","27,298,943.00","32,184,694.00","33,713,232.00","37,013,828.00","57,219,667.00","62,168,150.00","191,524,690.00", 
CGS,Cogstate Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,-20.82%,-38.19%,-67.89%,-51.77%,-104.39%,-38.77%,28.96%,23.32%,-13.43%,23.99%,-22.22%,-29.88%,-28.65%, 
CGS,Cogstate Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , ,"302,378.00","192,094.00","1,025,770.00","2,075,939.00","2,499,856.00","3,783,487.00","8,387,185.00","9,484,958.00","8,133,258.00","12,014,411.00","12,462,756.00","12,265,432.00","16,073,369.00", 
CGS,Cogstate Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"-1,311,795.00","-1,833,827.00","-2,224,148.00","-1,602,918.00","-1,653,257.00","-746,496.00","1,429,634.00","1,637,615.00","-846,206.00","2,451,962.00","-1,957,233.00","-3,888,395.00","-5,062,222.00", 
CGS,Cogstate Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"6,299,513.00","6,054,606.00","3,830,458.00","3,096,056.00","1,583,702.00","1,925,329.00","4,936,178.00","7,020,957.00","6,303,131.00","10,222,314.00","8,809,317.00","13,015,259.00","10,114,938.00", 
CGS,Cogstate Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"6,586,814.00","6,279,175.00","4,390,180.00","3,811,751.00","2,357,175.00","2,777,954.00","6,473,111.00","8,644,286.00","7,858,207.00","11,906,401.00","11,054,227.00","15,113,013.00","14,305,081.00", 
CLS,CL Asset Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,99.99%,0.48%,0.54%,0.75%,-1.90%,2.19%,-0.39%,-1.82%,0.98%, , , , 
CLS,CL Asset Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,"96,175.00","1,973,087.00",17.00,"2,476,214.00","900,070.00","15,566,812.00","17,136,991.00","13,848,153.00","23,572,199.00", , , , 
CLS,CL Asset Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,"-22,434.00","112,364.00","129,870.00","179,503.00","-448,341.00","-3,229,670.00","-119,509.00","-347,501.00","225,568.00", , , , 
CLS,CL Asset Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"-22,437.00","23,258,912.00","23,876,925.00","24,057,628.00","23,610,487.00","20,587,017.00","20,467,508.00","20,120,057.00","20,345,625.00", , , , 
CLS,CL Asset Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"5,213,772.00","23,584,996.00","23,950,141.00","24,620,625.00","24,133,845.00","21,327,661.00","21,527,551.00","20,648,872.00","22,193,652.00", , , , 
CLV,Clover Corporation Limited,Annual Ratio Analysis - ROE, , , , , , , ,--,--,--,-17.28%,-21.90%,-19.80%,2.06%,6.60%,3.51%,2.05%,2.79%,15.34%,10.90%,-3.77%,16.40%,18.70%,18.75%,3.21%,0.34%, 
CLV,Clover Corporation Limited,Annual Profit and Loss - Operating Revenue, , , , , , , ,"4,794,000.00","7,832,000.00","9,338,000.00","8,066,000.00","8,840,000.00","9,678,000.00","11,444,000.00","17,230,000.00","14,359,000.00","17,394,000.00","16,536,000.00","21,619,000.00","21,121,000.00","34,937,000.00","35,635,000.00","38,387,000.00","44,098,000.00","27,190,000.00","29,921,000.00", 
CLV,Clover Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"-684,000.00","-65,000.00","-154,000.00","-299,000.00","-4,845,000.00","-5,572,000.00","604,000.00","1,503,000.00","938,000.00","678,000.00","907,000.00","4,375,000.00","3,082,000.00","-967,000.00","4,603,000.00","4,371,000.00","6,078,000.00","967,000.00","100,000.00", 
CLV,Clover Corporation Limited,Annual Balance Sheet - Total Equity, , , , , , , ,--,--,--,"26,862,000.00","22,126,000.00","16,554,000.00","17,358,000.00","19,013,000.00","22,225,000.00","22,761,000.00","23,668,000.00","26,957,000.00","28,274,000.00","25,627,000.00","28,070,000.00","29,900,000.00","32,409,000.00","30,134,000.00","29,388,000.00", 
CLV,Clover Corporation Limited,Annual Balance Sheet - Total Assets, , , , , , , ,--,--,--,"28,670,000.00","26,240,000.00","20,648,000.00","20,938,000.00","22,203,000.00","24,594,000.00","25,398,000.00","26,367,000.00","31,468,000.00","31,581,000.00","31,746,000.00","32,340,000.00","38,573,000.00","41,484,000.00","39,498,000.00","36,560,000.00", 
CMP,Compumedics Limited,Annual Ratio Analysis - ROE, , , , , , , , ,--,--,-0.32%,6.13%,-6.28%,-6.48%,17.19%,-41.70%,-23.75%,1.78%,8.89%,23.76%,3.39%,0.64%,-30.70%,-17.83%,9.92%,17.48%, 
