ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
AWN,Arowana International Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , ,"4,404,049.00","19,965,003.00","23,342,430.00","28,680,228.00","19,500,041.00","15,563,873.00","8,528,603.00","11,402,429.00", ,0.00,"10,378,892.00","7,397,544.00","3,090,625.00", 
AWN,Arowana International Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"1,055,478.00","2,166,872.00","1,731,639.00","111,224.00","-3,478,496.00","-2,833,682.00","-1,986,554.00","1,178,905.00", ,"471,957.00","1,752,201.00","109,512,067.00","-6,404,298.00", 
AWN,Arowana International Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"2,228,816.00","4,243,965.00","5,404,030.00","5,300,858.00","2,251,693.00","301,888.00","-1,132,041.00","-29,718.00", ,"917,524.00","42,557,517.00","141,728,755.00","130,795,209.00", 
AWN,Arowana International Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"5,801,006.00","7,040,880.00","10,397,259.00","12,435,210.00","6,971,167.00","5,685,184.00","4,634,938.00","5,250,464.00", ,"1,312,852.00","78,177,746.00","162,879,200.00","132,163,037.00", 
AZG,Allmine Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,0.00%,8.74%,3.23%, , , , 
AZG,Allmine Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--,"22,446,256.00","133,656,680.00", , , , 
AZG,Allmine Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,0.00,"3,612,881.00","13,901,287.00", , , , 
AZG,Allmine Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"19,166,354.00","41,325,496.00","62,244,392.00", , , , 
AZG,Allmine Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"38,695,519.00","82,875,329.00","122,269,556.00", , , , 
BAX,Baxter Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , ,2.71%,3.68%,14.28%,14.33%,7.05%, , , , , , , , , , 
BAX,Baxter Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , ,"3,151,000.00","10,738,000.00","25,618,000.00","33,054,000.00","41,837,000.00", , , , , , , , , , 
BAX,Baxter Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , ,"863,000.00","1,174,000.00","5,085,000.00","7,285,000.00","3,673,000.00", , , , , , , , , , 
BAX,Baxter Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , ,"31,878,000.00","31,908,000.00","35,608,000.00","50,854,000.00","52,125,000.00", , , , , , , , , , 
BAX,Baxter Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , ,"33,372,000.00","46,077,000.00","52,381,000.00","62,970,000.00","88,657,000.00", , , , , , , , , , 
BEI,Babcock & Brown Environmental Investments Limited,Annual Ratio Analysis - ROE, , , , , , , , ,-14.20%,-28.24%,-28.74%,-31.64%,-5.12%,-22.01%,-54.17%,-135.98%,-15.37%,5.34%, , , , , , , , , 
BEI,Babcock & Brown Environmental Investments Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , ,"105,728.00","502,975.00","918,154.00","597,590.00","221,051.00","64,292.00","222,269.00","83,406.00","56,533,324.00","88,276,758.00", , , , , , , , , 
BEI,Babcock & Brown Environmental Investments Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"-683,461.00","-2,920,232.00","-1,720,000.00","-1,438,000.00","-1,466,848.00","-12,882,580.00","-2,665,683.00","-3,917,397.00","-28,827,623.00","-19,978,272.00", , , , , , , , , 
BEI,Babcock & Brown Environmental Investments Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,"4,813,220.00","10,340,689.00","5,983,966.00","4,545,550.00","18,432,598.00","7,603,362.00","4,937,679.00","2,813,803.00","138,745,417.00","128,446,102.00", , , , , , , , , 
BEI,Babcock & Brown Environmental Investments Limited,Annual Balance Sheet - Total Assets, , , , , , , , ,"5,406,304.00","11,890,012.00","7,858,796.00","5,006,058.00","22,057,304.00","17,699,968.00","28,840,059.00","46,589,694.00","212,026,224.00","210,241,205.00", , , , , , , , , 
BKM,BKM Management Limited,Annual Ratio Analysis - ROE,-18.90%,-15.45%,-5.80%,7.39%,-27.83%,-8.97%,-11.55%,-24.12%,-45.23%,-172.87%,-63.59%,-410.26%,-313.06%,-152.46%,-152.72%,-274.08%,-410.82%,258.18%,-15.03%,-177.83%,-126.16%,271.51%,511.74%,547.66%,-130.23%,-479.63%, 
BKM,BKM Management Limited,Annual Profit and Loss - Operating Revenue,0.00,0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"330,793.00","824,487.00","244,362.00","1,282,775.00","1,818,508.00","2,050,980.00","2,289,187.00","4,737,712.00","16,512.00","35,523.00","1,705,846.00","15,272.00","6,072.00","1,354,468.00","1,355,757.00","1,424,547.00", 
BKM,BKM Management Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-162,000.00","-341,000.00","-322,000.00","-167,000.00","-832,000.00","-208,000.00","-582,771.00","-5,203,718.00","-863,038.00","-1,313,483.00","-1,526,516.00","-3,477,181.00","-1,560,192.00","-798,983.00","-657,525.00","-624,709.00","-477,161.00","-303,120.00","-125,792.00","-1,282,563.00","-544,924.00","-1,287,857.00","-691,654.00","-498,674.00","-419,321.00","-261,329.00", 
BKM,BKM Management Limited,Annual Balance Sheet - Total Equity,"799,000.00","479,000.00","707,000.00","1,001,000.00","1,200,000.00","2,320,000.00","5,044,386.00","1,815,668.00","1,908,230.00","759,807.00","2,247,561.00","470,306.00","448,954.00","524,059.00","430,537.00","227,928.00","116,148.00","-124,197.00","1,242,325.00","684,942.00","436,570.00","-480,739.00","-141,009.00","-117,268.00","267,275.00","5,947.00", 
BKM,BKM Management Limited,Annual Balance Sheet - Total Assets,"823,000.00","615,000.00","770,000.00","1,048,000.00","1,437,000.00","2,369,000.00","5,499,832.00","2,188,014.00","2,036,248.00","904,539.00","2,426,884.00","1,272,004.00","807,765.00","847,524.00","749,380.00","810,780.00","1,129,027.00","1,080,111.00","2,729,433.00","2,485,485.00","2,317,432.00","1,697,598.00","986,858.00","856,082.00","1,083,100.00","873,122.00", 
BRS,Broadspectrum Limited,Annual Ratio Analysis - ROE, , , , , ,--,--,0.00%,--,--,0.00%,6.81%,10.53%,13.60%,13.84%,11.12%,15.90%,5.28%,15.77%,15.91%,11.95%,14.54%,7.31%,9.56%,11.55%,8.87%, 
BRS,Broadspectrum Limited,Annual Profit and Loss - Operating Revenue, , , , , ,"119,000,000.00","101,400,000.00","101,100,000.00","376,600,000.00","542,100,000.00","642,200,000.00","434,701,000.00","797,335,000.00","1,029,905,000.00","1,233,312,000.00","1,504,354,000.00","1,918,898,000.00","2,291,078,000.00","2,993,347,000.00","3,385,901,000.00","3,136,785,000.00","2,746,032,000.00","3,106,856,000.00","3,409,179,000.00","3,717,200,000.00","3,790,000,000.00", 
BRS,Broadspectrum Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,"-19,182,000.00","19,461,000.00","26,799,000.00","68,229,000.00","41,124,000.00","55,590,000.00","114,328,000.00","82,376,000.00","-54,490,000.00","73,556,000.00","-19,275,000.00","85,024,000.00","-254,441,000.00","52,800,000.00","48,600,000.00", 
BRS,Broadspectrum Limited,Annual Balance Sheet - Total Equity, , , , , ,--,--,"65,020,000.00",0.00,0.00,"159,400,000.00","171,596,000.00","184,765,000.00","196,991,000.00","243,006,000.00","369,931,000.00","349,731,000.00","692,962,000.00","672,291,000.00","777,296,000.00","804,042,000.00","1,124,813,000.00","1,061,643,000.00","738,318,000.00","756,400,000.00","809,700,000.00", 
BRS,Broadspectrum Limited,Annual Balance Sheet - Total Assets, , , , , ,--,--,"36,950,000.00",0.00,0.00,"416,400,000.00","453,656,000.00","502,907,000.00","664,393,000.00","878,722,000.00","1,369,779,000.00","1,511,284,000.00","1,714,601,000.00","1,901,560,000.00","1,927,507,000.00","1,850,675,000.00","2,267,744,000.00","2,386,222,000.00","2,343,994,000.00","2,330,900,000.00","2,509,700,000.00", 
BSA,BSA Limited,Annual Ratio Analysis - ROE, , , , , , , ,--,--,0.00%,10.82%,1.40%,-1.32%,3.04%,10.63%,4.61%,3.74%,25.37%,15.82%,13.13%,13.64%,14.98%,7.78%,5.03%,47.04%,18.47%, 
BSA,BSA Limited,Annual Profit and Loss - Operating Revenue, , , , , , , ,"4,205,000.00","7,257,000.00","27,823,000.00","44,612,000.00","82,751,000.00","55,671,000.00","68,233,000.00","100,140,000.00","118,874,000.00","130,564,000.00","158,973,000.00","243,882,000.00","240,941,000.00","330,919,000.00","402,574,000.00","491,764,000.00","474,180,000.00","491,512,000.00","543,693,000.00", 
BSA,BSA Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,0.00,0.00,0.00,"1,977,000.00","-14,155,000.00","-13,802,000.00","439,000.00","2,678,000.00","1,139,000.00","702,000.00","8,984,000.00","8,020,000.00","7,726,000.00","9,156,000.00","8,588,000.00","5,810,000.00","3,763,000.00","-54,847,000.00","3,875,000.00", 
BSA,BSA Limited,Annual Balance Sheet - Total Equity, , , , , , , ,--,--,"16,130,000.00","18,056,000.00","23,548,000.00","10,329,000.00","21,017,000.00","28,995,000.00","24,698,000.00","27,425,000.00","35,413,000.00","53,315,000.00","58,835,000.00","67,105,000.00","73,276,000.00","74,649,000.00","74,795,000.00","19,930,000.00","43,715,000.00", 
BSA,BSA Limited,Annual Balance Sheet - Total Assets, , , , , , , ,--,--,"5,768,000.00","27,990,000.00","48,920,000.00","23,319,000.00","44,203,000.00","46,359,000.00","37,831,000.00","41,695,000.00","52,195,000.00","109,761,000.00","115,264,000.00","170,628,000.00","182,553,000.00","189,113,000.00","177,394,000.00","143,926,000.00","141,409,000.00", 
BUE,Bluestone Global Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,0.00%,-53.63%,167.31%,-28.28%,-4.47%,-96.16%,138.17%, , , 
BUE,Bluestone Global Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , ,--,"26,941,767.00","51,180,628.00","129,953,522.00","221,756,600.00","334,336,244.00","280,685,593.00", , , 
BUE,Bluestone Global Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , ,0.00,"-3,720,309.00","-11,647,203.00","-3,079,617.00","-1,778,161.00","-32,740,153.00","-54,733,360.00", , , 
BUE,Bluestone Global Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , ,"11,716,930.00","8,406,950.00","-2,076,165.00","7,125,517.00","39,782,483.00","34,284,721.00","-14,938,705.00", , , 
BUE,Bluestone Global Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"15,374,446.00","20,597,158.00","9,607,768.00","52,002,970.00","108,572,881.00","115,226,754.00","63,263,928.00", , , 
BXB,Brambles Limited,Annual Ratio Analysis - ROE,16.67%,14.34%,11.53%,9.73%,11.38%,13.19%,15.52%,16.84%,16.90%,18.62%,17.79%,13.91%,17.79%,16.80%,12.93%,16.52%,14.17%,41.70%,40.60%,36.09%,27.28%,21.36%,22.79%,22.38%,21.98%,23.71%, 
BXB,Brambles Limited,Annual Profit and Loss - Operating Revenue,"2,058,000,000.00","2,289,639,000.00","2,435,820,000.00","2,606,000,000.00","2,640,100,000.00","3,025,900,000.00","2,969,200,000.00","2,668,000,000.00","2,938,400,000.00","3,104,400,000.00","4,922,800,000.00","3,493,800,000.00","8,620,000,000.00","7,917,000,000.00","7,531,300,000.00","8,072,400,000.00","4,869,635,409.00","4,697,773,064.00","4,668,294,203.00","5,057,185,112.00","4,948,257,655.00","4,351,522,488.00","5,519,576,096.00","6,350,296,495.00","5,737,261,146.00","7,115,364,583.00", 
BXB,Brambles Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"227,448,000.00","199,614,000.00","185,752,000.00","172,400,000.00","-229,100,000.00","104,400,000.00","220,500,000.00","248,400,000.00","285,800,000.00","331,500,000.00","371,300,000.00","155,000,000.00","547,000,000.00","333,000,000.00","303,500,000.00","531,200,000.00","487,824,566.00","1,521,503,475.00","673,904,009.00","557,801,331.00","526,575,149.00","442,685,538.00","565,498,969.00","690,673,854.00","1,345,753,715.00","760,937,500.00", 
BXB,Brambles Limited,Annual Balance Sheet - Total Equity,"1,315,533,000.00","1,440,238,000.00","1,645,086,000.00","1,779,900,000.00","1,406,400,000.00","1,454,200,000.00","1,419,000,000.00","1,463,599,968.00","1,691,299,936.00","1,791,199,936.00","2,067,800,000.00","2,200,700,000.00","3,274,000,000.00","3,258,000,000.00","3,231,100,000.00","3,244,800,000.00","3,972,823,893.00","1,676,328,502.00","1,603,469,769.00","1,761,523,293.00","1,915,522,703.00","2,282,707,887.00","2,689,039,348.00","3,261,886,792.00","2,920,382,165.00","3,438,932,291.00", 
