ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AEO,Austereo Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"51,491,000.00","51,435,000.00","67,788,000.00","12,747,000.00","56,999,000.00","36,815,000.00","41,936,000.00","40,653,000.00","41,594,000.00","46,452,000.00","48,824,000.00","41,411,000.00","47,112,000.00", , , , , 
AEO,Austereo Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,--,--,"878,508,000.00","805,709,000.00","825,727,000.00","810,416,000.00","819,133,000.00","782,743,000.00","685,254,000.00","647,577,000.00","663,522,000.00","660,616,000.00","677,574,000.00", , , , , 
AEO,Austereo Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , ,"518,564,000.00","534,946,000.00","1,220,152,000.00","1,045,205,000.00","1,052,679,000.00","1,036,760,000.00","1,039,035,000.00","1,029,758,000.00","965,247,000.00","978,028,000.00","966,316,000.00","977,423,000.00","984,465,000.00", , , , , 
APN,APN News and Media Limited,Annual Ratio Analysis - ROE, ,2.92%,10.07%,12.10%,10.85%,12.06%,9.67%,9.44%,10.05%,11.48%,13.08%,5.03%,7.48%,8.11%,9.29%,14.78%,16.94%,16.23%,17.17%,10.09%,10.72%,8.91%,-5.69%,16.82%,15.16%,16.44%
APN,APN News and Media Limited,Annual Profit and Loss - Operating Revenue, ,"119,984,000.00","131,601,000.00","141,261,000.00","191,636,000.00","221,885,000.00","250,945,000.00","283,736,992.00","309,944,000.00","497,240,000.00","596,309,000.00","571,989,000.00","1,004,391,000.00","1,122,610,000.00","1,255,993,000.00","1,337,252,000.00","1,297,085,000.00","1,322,043,000.00","1,226,878,000.00","1,031,286,000.00","1,059,343,000.00","1,072,394,000.00","857,151,000.00","817,226,000.00","843,157,000.00","849,986,000.00"
APN,APN News and Media Limited,Annual Profit and Loss - Reported NPAT After Abnorma, ,"-4,096,000.00","14,384,000.00","18,638,000.00","23,763,000.00","28,601,000.00","29,110,000.00","35,852,000.00","38,731,000.00","64,805,000.00","78,686,000.00","74,945,000.00","115,023,000.00","131,421,000.00","159,680,000.00","185,889,000.00","198,498,000.00","206,007,000.00","5,822,000.00","116,472,000.00","114,724,000.00","-18,936,000.00","-431,957,000.00","27,677,000.00","19,125,000.00","-4,384,000.00"
APN,APN News and Media Limited,Annual Balance Sheet - Total Equity, ,"60,036,000.00","141,129,000.00","152,958,000.00","219,952,000.00","263,439,000.00","317,540,000.00","363,827,000.00","381,761,992.00","617,389,000.00","641,164,000.00","1,214,729,000.00","1,477,378,000.00","1,556,576,000.00","1,674,590,000.00","1,264,305,000.00","1,172,342,000.00","1,275,770,000.00","1,049,392,000.00","1,156,536,000.00","1,188,205,000.00","1,112,801,000.00","640,901,000.00","610,545,000.00","472,111,000.00","461,525,000.00"
APN,APN News and Media Limited,Annual Balance Sheet - Total Assets, ,"232,834,000.00","230,766,000.00","259,760,000.00","475,050,000.00","519,984,000.00","586,728,000.00","684,794,000.00","713,385,000.00","1,018,490,000.00","1,063,473,000.00","2,485,436,000.00","2,753,804,000.00","2,748,020,000.00","2,801,289,000.00","2,540,100,000.00","2,494,566,000.00","2,580,818,000.00","2,323,466,000.00","2,200,643,000.00","2,162,922,000.00","1,997,976,000.00","1,346,843,000.00","1,254,901,000.00","1,128,921,000.00","1,134,139,000.00"
APO,APN Outdoor Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , ,0.00%,16.55%
APO,APN Outdoor Group Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , ,--,"300,212,000.00"
APO,APN Outdoor Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , ,0.00,"41,049,000.00"
APO,APN Outdoor Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , ,"196,400,000.00","248,095,000.00"
APO,APN Outdoor Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , ,"338,000,000.00","389,238,000.00"
ASP,Aspermont Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,-18.77%,4.57%,-38.11%,-14.87%,-85.59%,2.64%,13.11%,22.64%,20.51%,12.63%,-2.51%,4.78%,1.06%,-1.68%,-7.63%,12.84%,-24.31%
ASP,Aspermont Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,--,"2,469,000.00","3,028,000.00","3,292,000.00","4,610,000.00","5,277,000.00","6,810,000.00","8,191,000.00","12,209,000.00","16,304,000.00","23,295,000.00","20,905,000.00","24,980,000.00","32,806,000.00","40,179,000.00","36,455,000.00","17,246,000.00"
ASP,Aspermont Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"-47,000.00","725,000.00","-1,120,000.00","-401,000.00","-1,663,000.00","66,000.00","621,000.00","1,357,000.00","2,004,000.00","2,367,000.00","-484,000.00","1,076,000.00","163,000.00","-258,000.00","3,538,000.00","-417,000.00","-9,804,000.00"
ASP,Aspermont Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"114,000.00","3,445,000.00","2,309,000.00","2,455,000.00","1,729,000.00","2,283,000.00","4,291,000.00","5,835,000.00","9,461,000.00","18,463,000.00","19,301,000.00","22,526,000.00","15,308,000.00","15,350,000.00","10,752,000.00","10,194,000.00","7,962,000.00"
ASP,Aspermont Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"2,067,000.00","5,282,000.00","4,229,000.00","5,106,000.00","4,736,000.00","4,723,000.00","7,051,000.00","9,161,000.00","15,801,000.00","47,764,000.00","48,646,000.00","45,778,000.00","37,931,000.00","38,256,000.00","44,334,000.00","41,141,000.00","34,848,000.00"
AUN,Austar United Communications Limited,Annual Ratio Analysis - ROE, , , , , , ,--,--,-269.23%,-23.89%,-82.60%,390.50%,51.71%,15.21%,-1.55%,-49.77%,-92.46%,-22.59%,-2.98%,-6.57%,-29.39%,-84.58%, , , , 
AUN,Austar United Communications Limited,Annual Profit and Loss - Operating Revenue, , , , , , ,"32,116,000.00","96,191,000.00","153,194,000.00","145,239,000.00","384,516,000.00","345,042,000.00","333,421,000.00","323,942,000.00","388,487,000.00","454,042,000.00","502,775,000.00","568,296,000.00","632,195,000.00","675,765,000.00","711,228,000.00","712,838,000.00", , , , 
AUN,Austar United Communications Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,"-105,789,000.00","-166,155,000.00","-249,677,000.00","-109,779,000.00","-320,697,000.00","-688,803,000.00","-133,341,000.00","3,802,000.00","1,814,000.00","60,593,000.00","210,192,000.00","77,307,000.00","-74,742,000.00","58,777,000.00","99,653,000.00","120,093,000.00", , , , 
AUN,Austar United Communications Limited,Annual Balance Sheet - Total Equity, , , , , , ,--,--,"185,475,000.00","459,447,000.00","363,464,000.00","-123,386,000.00","-240,576,000.00","-118,655,000.00","-116,729,000.00","-71,671,000.00","-55,458,000.00","-267,899,000.00","-371,681,000.00","-362,908,000.00","-245,295,000.00","-141,984,000.00", , , , 
AUN,Austar United Communications Limited,Annual Balance Sheet - Total Assets, , , , , , ,--,--,"46,528,000.00","976,665,000.00","934,427,000.00","429,704,000.00","276,719,000.00","357,908,000.00","328,094,000.00","315,626,000.00","521,577,000.00","599,604,000.00","636,631,000.00","633,408,000.00","664,062,000.00","669,738,000.00", , , , 
BAE,Barron Entertainment Limited,Annual Ratio Analysis - ROE,-257.75%,39.18%,-67.56%,-55.00%,-13.11%,-34.06%,-20.56%,-50.99%,8.70%,-13.43%,-22.33%, , , , , , , , , , , , , , , 
BAE,Barron Entertainment Limited,Annual Profit and Loss - Operating Revenue,0.00,"318,000.00","189,000.00","542,000.00","647,000.00","1,449,000.00","748,363.00","41,108.00","29,273,726.00","6,908,888.00","3,151,476.00", , , , , , , , , , , , , , , 
BAE,Barron Entertainment Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-183,000.00","26,000.00","-302,000.00","301,000.00","461,000.00","636,000.00","-233,064.00","-3,956,646.00","-316,678.00","-674,993.00","-11,340,469.00", , , , , , , , , , , , , , , 
BAE,Barron Entertainment Limited,Annual Balance Sheet - Total Equity,"71,000.00","97,000.00","447,000.00","760,000.00","1,213,000.00","2,164,000.00","4,440,930.00","3,566,111.00","4,634,913.00","5,025,522.00","3,632,930.00", , , , , , , , , , , , , , , 
BAE,Barron Entertainment Limited,Annual Balance Sheet - Total Assets,"503,000.00","750,000.00","1,268,000.00","2,569,000.00","2,386,000.00","3,752,000.00","7,296,777.00","8,407,666.00","34,691,357.00","46,580,184.00","31,156,396.00", , , , , , , , , , , , , , , 
BBL,Brisbane Broncos Limited,Annual Ratio Analysis - ROE,-1.40%,-182.54%,17.65%,196.84%,1.72%,-6.28%,-33.53%,-2.37%,-23.51%,-9.51%,3.09%,1.04%,2.42%,1.98%,5.92%,13.91%,7.14%,6.35%,5.33%,3.60%,3.99%,5.34%,8.07%,7.54%,63.62%,63.05%
BBL,Brisbane Broncos Limited,Annual Profit and Loss - Operating Revenue,"1,493,000.00","2,738,000.00","2,286,000.00","1,765,000.00","1,006,000.00","3,169,000.00","19,566,688.00","20,502,230.00","19,553,812.00",0.00,0.00,"14,392,737.00","13,575,327.00","15,451,804.00","17,736,650.00","17,923,441.00","19,383,781.00","20,883,392.00","24,784,486.00","21,131,446.00","22,299,420.00","24,533,757.00","27,227,670.00","27,125,718.00","29,710,866.00","31,749,550.00"
BBL,Brisbane Broncos Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-171,000.00","-269,000.00","27,000.00","-311,000.00","80,000.00","-8,038,000.00","-6,408,954.00","-3,686,503.00","919,914.00","-1,123,853.00","2,195,000.00","2,999,177.00","375,990.00","313,480.00","996,210.00","2,781,935.00","1,536,403.00","1,460,593.00","1,238,103.00","867,886.00","980,607.00","1,360,000.00","2,150,000.00","2,032,000.00","831,700.00","2,561,924.00"
BBL,Brisbane Broncos Limited,Annual Balance Sheet - Total Equity,"395,000.00","126,000.00","153,000.00","-158,000.00","4,539,000.00","18,843,000.00","12,791,010.00","10,146,027.00","11,065,940.00","9,942,088.00","12,137,600.00","15,136,777.00","15,512,767.00","15,826,247.00","16,822,457.00","19,994,392.00","21,530,795.00","22,991,388.00","23,249,085.00","24,116,971.00","24,607,375.00","25,477,172.00","26,646,766.00","26,963,054.00","27,304,551.00","29,376,272.00"
BBL,Brisbane Broncos Limited,Annual Balance Sheet - Total Assets,"1,289,000.00","1,356,000.00","836,000.00","2,254,000.00","7,219,000.00","27,945,000.00","22,558,514.00","20,884,920.00","23,561,129.00","19,766,299.00","18,493,030.00","18,474,282.00","17,528,071.00","18,141,291.00","20,162,236.00","23,299,950.00","26,375,836.00","28,483,050.00","28,944,061.00","29,159,654.00","31,601,120.00","32,493,835.00","34,535,114.00","35,403,800.00","35,151,698.00","39,558,541.00"
BKR,Broadcast Production Services Limited,Annual Ratio Analysis - ROE, , , , , , ,20.78%,19.35%,-3.37%,-10.81%,11.40%,3.46%,26.76%,8.16%,11.67%,2.69%,9.51%,49.01%,16.01%,-128.52%, , , , , , 
BKR,Broadcast Production Services Limited,Annual Profit and Loss - Operating Revenue, , , , , , ,"41,099,000.00","38,757,000.00","38,654,000.00","49,807,000.00","50,642,000.00","40,760,000.00","38,980,000.00","37,704,000.00","28,101,000.00","44,759,000.00","52,803,000.00","17,285,000.00","19,625,000.00","33,881,000.00", , , , , , 
BKR,Broadcast Production Services Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,"4,259,000.00","4,694,000.00","-3,977,000.00","-3,014,000.00","-9,790,000.00","643,000.00","1,355,000.00","1,777,000.00","3,042,000.00","9,671,000.00","2,268,000.00","-16,846,000.00","1,497,000.00","-4,802,000.00", , , , , , 
BKR,Broadcast Production Services Limited,Annual Balance Sheet - Total Equity, , , , , , ,"20,500,000.00","24,254,000.00","25,559,000.00","27,883,000.00","17,950,000.00","18,593,000.00","20,248,000.00","21,786,000.00","26,076,000.00","32,372,000.00","23,839,000.00","7,026,000.00","6,091,000.00","1,287,000.00", , , , , , 
BKR,Broadcast Production Services Limited,Annual Balance Sheet - Total Assets, , , , , , ,"39,063,000.00","45,002,000.00","64,727,000.00","54,006,000.00","43,586,000.00","44,365,000.00","65,739,000.00","65,918,000.00","68,684,000.00","59,294,000.00","57,888,000.00","56,178,000.00","34,505,000.00","49,964,000.00", , , , , , 
BLU,BlueFreeway Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,7.17%,-697.74%, , , , , , , 
BLU,BlueFreeway Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,"23,766,000.00","75,053,000.00", , , , , , , 
BLU,BlueFreeway Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,0.00,"3,502,000.00","-56,482,000.00", , , , , , , 
BLU,BlueFreeway Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"39,688,000.00","43,791,000.00","8,095,000.00", , , , , , , 
BLU,BlueFreeway Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"44,858,000.00","83,780,000.00","96,940,000.00", , , , , , , 
BYI,Beyond International Limited,Annual Ratio Analysis - ROE,19.69%,15.34%,120.03%,149.73%,35.48%,22.62%,13.33%,13.31%,12.51%,10.14%,5.85%,5.65%,-107.11%,0.77%,-57.34%,10.51%,11.56%,16.35%,15.72%,17.22%,15.85%,15.93%,23.06%,21.91%,17.47%,12.94%
BYI,Beyond International Limited,Annual Profit and Loss - Operating Revenue,"36,762,000.00","29,433,000.00","30,747,000.00","25,388,000.00","27,320,000.00","42,013,000.00","63,678,330.00","69,786,420.00","76,114,240.00","65,281,496.00","86,429,440.00","93,976,000.00","51,564,000.00","65,666,000.00","85,223,000.00","56,259,000.00","64,352,000.00","66,178,000.00","59,997,000.00","73,750,000.00","77,022,000.00","80,552,000.00","89,349,000.00","100,793,000.00","89,150,000.00","90,506,000.00"
BYI,Beyond International Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,630,000.00","460,000.00","-8,170,000.00","-3,998,000.00","2,155,000.00","3,350,000.00","4,009,420.00","4,466,491.00","3,559,359.00","-3,678,916.00","-3,757,000.00","2,226,000.00","-21,027,000.00","150,000.00","2,114,000.00","2,528,000.00","2,995,000.00","4,473,000.00","5,150,000.00","4,094,000.00","5,029,000.00","5,247,000.00","8,649,000.00","9,481,000.00","8,012,000.00","5,885,000.00"
BYI,Beyond International Limited,Annual Balance Sheet - Total Equity,"12,559,000.00","13,031,000.00","5,364,000.00","1,285,000.00","5,328,000.00","14,809,000.00","29,953,326.00","34,425,740.00","38,165,169.00","36,091,039.00","36,568,371.00","38,801,000.00","17,788,000.00","19,401,000.00","21,515,000.00","24,043,000.00","26,702,000.00","28,705,000.00","28,220,000.00","28,964,000.00","30,384,000.00","31,377,000.00","36,249,000.00","42,074,000.00","45,639,000.00","45,490,000.00"
BYI,Beyond International Limited,Annual Balance Sheet - Total Assets,"35,435,000.00","36,605,000.00","25,241,000.00","16,848,000.00","20,989,000.00","31,318,000.00","42,831,327.00","60,274,912.00","74,906,369.00","84,830,333.00","100,172,099.00","102,919,000.00","69,566,000.00","58,154,000.00","62,577,000.00","51,333,000.00","42,927,000.00","46,196,000.00","47,749,000.00","52,281,000.00","54,292,000.00","55,922,000.00","64,433,000.00","69,649,000.00","74,534,000.00","73,548,000.00"
CIK,China Integrated Media Corporation Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , ,0.00%,-8.21%,-27.21%,21.41%
CIK,China Integrated Media Corporation Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , ,--,"1,216,754.00","594,886.00","6,538,280.00"
CIK,China Integrated Media Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , ,0.00,"-341,301.00","-899,508.00","2,356,122.00"
CIK,China Integrated Media Corporation Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , ,"5,565,044.00","3,837,438.00","3,305,937.00","11,086,012.00"
CIK,China Integrated Media Corporation Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , ,"5,739,149.00","3,878,049.00","3,392,353.00","37,271,467.00"
CM8,Crowd Mobile Limited,Annual Ratio Analysis - ROE, , , , , , , , ,--,-15.74%,-45.75%,-102.05%,-442.97%,-147.16%,21.10%,-241.05%,-37.40%,22.19%,2.35%,1.35%,-15.47%,-18.18%,-437.78%,156.51%,48.61%,-5.96%
CM8,Crowd Mobile Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , ,"4,331,761.00","5,198,704.00","4,852,108.00","5,082,940.00","4,174,411.00","6,622,443.00","8,376,682.00","5,274,191.00","8,290,644.00","8,808,800.00","26,099,169.00","27,163,862.00","27,647,917.00","24,021,428.00","14,020.00",0.00,0.00,"12,852,411.00"
CM8,Crowd Mobile Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"420,029.00","-1,253,502.00","-2,436,000.00","-3,918,561.00","-4,565,958.00","-696,204.00","-288,392.00","-384,446.00","-515,121.00","1,344,570.00","-774,577.00","384,904.00","-27,729,004.00","-1,043,658.00","-4,847,826.00","-1,645,363.00","-550,345.00","-3,958,532.00"
CM8,Crowd Mobile Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,--,"7,961,571.00","5,325,100.00","3,176,344.00","625,470.00","473,087.00","303,779.00","153,234.00","1,377,349.00","10,628,535.00","25,830,496.00","28,467,331.00","6,604,721.00","5,741,423.00","1,072,679.00","-541,197.00","-1,132,134.00","2,657,785.00"
CM8,Crowd Mobile Limited,Annual Balance Sheet - Total Assets, , , , , , , , ,--,"5,663,274.00","6,190,962.00","4,133,424.00","4,321,643.00","4,421,648.00","3,495,084.00","4,667,066.00","4,377,467.00","16,335,028.00","35,335,737.00","40,365,213.00","13,278,555.00","12,759,406.00","2,468,308.00","291,660.00","6,073.00","7,226,905.00"
CMJ,Consolidated Media Holdings Limited,Annual Ratio Analysis - ROE,-3.81%,5.29%,7.64%,9.83%,11.40%,6.14%,9.68%,9.08%,9.67%,4.42%,9.15%,9.35%,7.74%,8.88%,11.43%,11.45%,15.81%,4.57%,93.22%,18.33%,20.73%,28.74%,27.37%, , , 
CMJ,Consolidated Media Holdings Limited,Annual Profit and Loss - Operating Revenue,"505,402,000.00","487,241,000.00","535,295,000.00","557,357,000.00","585,524,000.00","927,430,000.00","1,113,682,000.00","1,106,205,952.00","1,730,936,064.00","1,234,380,000.00","2,399,136,000.00","2,494,087,000.00","2,472,732,000.00","2,682,468,000.00","2,894,281,000.00","3,327,871,000.00","3,557,394,000.00","1,909,726,000.00","10,259,000.00","1,437,000.00","1,229,000.00","1,372,000.00","1,328,000.00", , , 
CMJ,Consolidated Media Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-203,712,000.00","30,110,000.00","60,460,000.00","70,363,000.00","88,300,000.00","149,816,000.00","228,010,000.00","184,380,992.00","479,295,008.00","175,522,000.00","321,732,000.00","-87,458,000.00","268,614,000.00","414,401,000.00","677,417,000.00","489,509,000.00","621,923,000.00","1,980,231,000.00","6,083,910,000.00","426,992,000.00","392,036,000.00","101,735,000.00","85,797,000.00", , , 
CMJ,Consolidated Media Holdings Limited,Annual Balance Sheet - Total Equity,"365,606,000.00","660,144,000.00","714,027,000.00","725,985,000.00","771,841,000.00","1,772,742,000.00","1,907,662,000.00","2,012,617,976.00","1,971,640,976.00","3,389,302,896.00","3,590,694,000.00","3,386,009,000.00","3,510,172,000.00","3,741,849,000.00","4,221,392,000.00","4,497,060,000.00","3,871,164,000.00","5,865,284,000.00","112,145,000.00","456,407,000.00","443,834,000.00","329,659,000.00","321,951,000.00", , , 
CMJ,Consolidated Media Holdings Limited,Annual Balance Sheet - Total Assets,"1,103,141,000.00","1,038,698,000.00","1,013,187,000.00","1,052,413,000.00","1,269,057,000.00","2,839,476,000.00","3,039,722,000.00","3,354,917,960.00","3,723,209,992.00","6,245,691,008.00","6,647,046,000.00","6,413,751,000.00","6,522,875,000.00","7,038,434,000.00","7,541,542,000.00","8,699,052,000.00","8,351,097,000.00","7,179,692,000.00","168,932,000.00","477,039,000.00","486,749,000.00","460,814,000.00","708,370,000.00", , , 
COJ,Commstrat Limited,Annual Ratio Analysis - ROE,-100.49%,105.01%,124.89%,295.03%,82.90%,33.94%,56.64%,23.00%,3.49%,-8.63%,-26.27%,-21.69%,-61.50%,-35.73%,-123.91%,-309.96%,-10.80%,291.68%,36.99%,1.71%,-6.19%,9.50%,-198.22%,22.94%,-83.70%, 
COJ,Commstrat Limited,Annual Profit and Loss - Operating Revenue,"14,160,000.00","15,048,000.00","12,700,000.00","11,715,000.00","11,884,000.00","13,197,000.00","16,895,464.00","15,198,655.00","12,086,827.00","11,095,928.00","11,861,708.00","12,293,629.00","12,187,590.00","12,456,296.00","12,617,841.00","12,030,070.00","10,054,895.00","8,277,162.00","3,622,885.00","8,008,807.00","9,223,074.00","11,321,912.00","6,130,842.00","6,129,570.00","6,126,853.00", 
COJ,Commstrat Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-1,655,000.00","-2,784,000.00","-2,401,000.00","-695,000.00","-836,000.00","-756,000.00","-483,704.00","-2,587,089.00","25,736.00","619,552.00","1,049,488.00","712,770.00","584,462.00","1,267,110.00","239,414.00","670,037.00","-636,458.00","-3,484,777.00","1,350,160.00","90,509.00","-221,061.00","804,070.00","-8,592,118.00","325,208.00","-651,438.00", 
COJ,Commstrat Limited,Annual Balance Sheet - Total Equity,"1,647,000.00","-1,137,000.00","-1,627,000.00","-322,000.00","-1,158,000.00","-772,000.00","-1,256,173.00","-6,666,953.00","-7,129,401.00","-6,509,849.00","-4,030,290.00","-3,320,520.00","-2,736,058.00","-1,468,948.00","-1,229,534.00","-559,749.00","-1,039,211.00","-816,305.00","7,954,453.00","7,968,214.00","7,610,456.00","8,466,746.00","1,092,142.00","1,417,350.00","778,320.00", 
COJ,Commstrat Limited,Annual Balance Sheet - Total Assets,"10,916,000.00","9,105,000.00","8,430,000.00","8,164,000.00","7,818,000.00","9,853,000.00","9,686,361.00","7,312,334.00","4,446,874.00","4,038,590.00","6,048,025.00","6,112,025.00","5,906,024.00","2,973,274.00","3,358,472.00","2,895,622.00","2,332,716.00","2,546,442.00","15,299,979.00","14,731,752.00","15,274,762.00","15,172,703.00","7,584,125.00","7,662,379.00","7,008,896.00", 
DES,Destra Corporation Limited,Annual Ratio Analysis - ROE,103.54%,33.46%,9.62%,1.09%,-14.79%,-39.12%,-17.87%,-28.11%,-81.77%,-182.57%,-18.50%,-96.37%,-141.73%,-348.32%,-49.09%,6.45%,9.52%,0.34%,-104.43%, , , , , , , 
DES,Destra Corporation Limited,Annual Profit and Loss - Operating Revenue,--,--,--,0.00,0.00,0.00,0.00,0.00,0.00,"1,295,291.00","98,487.00","2,534,629.00","2,750,352.00","5,673,494.00","8,940,839.00","15,620,145.00","32,923,178.00","66,255,000.00","19,733,000.00", , , , , , , 
