ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ABL,Abilene Oil and Gas Limited,Annual Ratio Analysis - ROE,-0.90%,-29.79%,-43.43%,-10.13%,-22.12%,-11.35%,-13.49%,-10.31%,-36.50%,-16.69%,-13.76%,-22.90%,-26.99%,-14.20%,-21.59%,-39.11%,-98.33%,-62.54%,-24.10%,-72.45%,-44.98%,-32.06%,-17.68%,-165.35%,-36.22%,-138.03%, 
ABL,Abilene Oil and Gas Limited,Annual Profit and Loss - Operating Revenue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,--,--,0.00,--,--,555.00,--,"59,315.00","5,446.00","255,644.00","699,361.00","348,179.00","273,230.00","278,718.00", 
ABL,Abilene Oil and Gas Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-19,000.00","-865,000.00","-879,000.00","-193,000.00","-345,000.00","-159,000.00","-166,575.00","-184,230.00","-736,472.00","-150,685.00","-109,203.00","-147,834.00","-116,062.00","-53,479.00","-66,864.00","-73,245.00","-92,856.00","-1,064,264.00","-4,465,359.00","-9,346,238.00","-5,749,018.00","-3,714,348.00","-2,229,924.00","-8,241,419.00","-1,917,880.00","-6,632,562.00", 
ABL,Abilene Oil and Gas Limited,Annual Balance Sheet - Total Equity,"3,779,000.00","2,904,000.00","2,024,000.00","1,905,000.00","1,560,000.00","1,401,000.00","1,234,576.00","1,787,397.00","1,053,270.00","902,584.00","793,382.00","645,548.00","430,046.00","376,567.00","309,703.00","187,285.00","94,429.00","1,701,732.00","18,531,686.00","12,899,577.00","12,781,819.00","11,587,318.00","12,611,028.00","4,984,220.00","5,239,254.00","4,794,239.00", 
ABL,Abilene Oil and Gas Limited,Annual Balance Sheet - Total Assets,"3,840,000.00","2,952,000.00","2,078,000.00","1,911,000.00","1,581,000.00","1,446,000.00","1,265,341.00","1,837,209.00","1,103,944.00","904,769.00","809,138.00","663,738.00","445,425.00","392,308.00","333,822.00","224,599.00","121,947.00","1,794,640.00","19,922,653.00","13,103,558.00","13,122,609.00","11,768,900.00","12,736,567.00","6,215,728.00","6,118,655.00","5,100,430.00", 
ACB,A-Cap Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,-8.12%,-12.83%,-9.01%,-19.44%,-7.71%,-12.68%,-13.01%,-5.63%,-5.18%,-6.03%, 
ACB,A-Cap Resources Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,0.00,--,0.00,0.00,554.00,0.00,0.00,0.00,0.00,0.00, 
ACB,A-Cap Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,"-483,443.00","-2,467,457.00","-1,338,719.00","-3,300,390.00","-1,697,470.00","-4,199,179.00","-3,996,142.00","-2,190,015.00","-2,145,610.00","-2,969,116.00", 
ACB,A-Cap Resources Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"5,952,612.00","19,231,042.00","14,854,709.00","16,976,973.00","22,117,536.00","33,107,307.00","30,704,744.00","38,913,345.00","41,440,078.00","49,206,550.00", 
ACB,A-Cap Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"6,297,448.00","19,937,223.00","15,467,959.00","18,067,073.00","23,059,024.00","34,641,752.00","31,974,302.00","39,625,097.00","42,633,116.00","50,180,731.00", 
ACN,Acer Energy Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,-0.84%,-16.91%,-26.37%,-30.05%,-7.72%,-12.13%,-122.63%,-19.97%,-35.00%,-8.96%, , , , 
ACN,Acer Energy Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , ,--,--,"229,514.00","1,098,330.00",0.00,"1,195,054.00","2,253,759.00","630,241.00","1,034,000.00","1,917,000.00", , , , 
ACN,Acer Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"-49,913.00","-2,315,792.00","-3,512,973.00","-3,102,242.00","-2,001,825.00","-5,973,342.00","-27,271,986.00","-6,067,179.00","-16,017,000.00","-3,942,000.00", , , , 
ACN,Acer Energy Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"5,910,094.00","13,691,957.00","13,321,020.00","10,325,305.00","25,935,275.00","49,236,576.00","22,239,070.00","30,386,889.00","45,760,000.00","43,988,000.00", , , , 
ACN,Acer Energy Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"5,910,094.00","13,995,479.00","14,421,723.00","10,605,461.00","26,647,234.00","51,289,118.00","24,624,174.00","33,807,369.00","50,417,000.00","51,985,000.00", , , , 
ADD,Adavale Resources Limited,Annual Ratio Analysis - ROE,-40.23%,-102.33%,-41.67%,4.01%,5.64%,10.76%,25.94%,-3.59%,-133.05%,"-1,409.04%",-80.22%,150.43%,180.49%,15.12%,-6.85%,0.00%,-33.24%,-8.92%,-9.31%,-7.15%,-34.98%,-17.52%,-34.00%,-438.70%,-740.96%,137.21%, 
ADD,Adavale Resources Limited,Annual Profit and Loss - Operating Revenue,0.00,0.00,0.00,"2,082,000.00","1,282,000.00","8,374,000.00","15,435,052.00",0.00,0.00,"38,981.00","1,113,165.00","2,897,718.00","10,457,178.00","10,056,776.00","8,526,244.00","5,746,350.00","1,296,816.00","349,942.00","194,176.00","1,500.00",0.00,"15,207.00","2,874.00","44,037.00",--,--, 
ADD,Adavale Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-212,000.00","-88,000.00","-165,000.00","483,000.00","-380,000.00","1,430,000.00","2,969,474.00","-13,222,570.00","-43,935,372.00","-2,292,253.00","-7,072,308.00","-14,510,473.00","-6,745,722.00","-735,118.00","277,775.00","-1,044,586.00","4,327,253.00","-406,161.00","-795,580.00","-555,523.00","-2,069,737.00","-1,264,918.00","-1,834,689.00","-4,384,636.00","-1,041,847.00","-634,098.00", 
ADD,Adavale Resources Limited,Annual Balance Sheet - Total Equity,"174,000.00","86,000.00","396,000.00","12,052,000.00","11,861,000.00","13,291,000.00","11,445,810.00","45,176,908.00","2,371,806.00","548,275.00","7,754,719.00","-5,518,297.00","-3,622,625.00","-4,381,813.00","-4,054,038.00","-5,098,624.00","1,193,740.00","4,553,414.00","8,542,689.00","7,987,166.00","5,917,429.00","7,218,789.00","5,396,537.00","999,468.00","140,608.00","-462,141.00", 
ADD,Adavale Resources Limited,Annual Balance Sheet - Total Assets,"192,000.00","103,000.00","481,000.00","18,417,000.00","13,437,000.00","14,870,000.00","16,065,155.00","48,756,576.00","5,533,484.00","1,270,061.00","11,507,306.00","6,689,031.00","6,095,928.00","2,924,819.00","2,524,524.00","788,909.00","1,349,016.00","4,711,331.00","8,768,148.00","8,113,177.00","6,190,600.00","7,408,694.00","5,609,469.00","1,399,687.00","950,245.00","863,902.00", 
ADE,Adelaide Energy Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,-6.51%,-2.20%,10.04%,-6.88%,-64.58%, , , , , 
ADE,Adelaide Energy Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , ,--,--,"866,392.00","3,170,470.00","4,142,545.00", , , , , 
ADE,Adelaide Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , ,"-818,241.00","-271,900.00","1,413,200.00","-1,893,428.00","-16,241,229.00", , , , , 
ADE,Adelaide Energy Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , ,"12,564,594.00","12,338,343.00","14,071,963.00","27,520,462.00","25,148,201.00", , , , , 
ADE,Adelaide Energy Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"12,857,452.00","12,802,504.00","17,146,457.00","34,356,791.00","29,550,753.00", , , , , 
ADI,Adelphi Energy Limited,Annual Ratio Analysis - ROE,36.85%,313.78%,85.73%,-42.14%,12.89%,-5.88%,-16.09%,-116.15%, ,"1,684.99%",-4.24%,-88.86%,-52.19%,0.97%,-0.18%,-1.38%,-25.94%,-26.84%,-51.50%,-80.13%, , , , , , , 
ADI,Adelphi Energy Limited,Annual Profit and Loss - Operating Revenue,"31,358,000.00","28,342,000.00","19,128,000.00","2,338,000.00","5,941,000.00",0.00,"543,000.00","43,395,000.00", ,"57,295,804.00","166,000.00","913,000.00","328,683.00",0.00,0.00,0.00,0.00,0.00,0.00,"263,983.00", , , , , , , 
ADI,Adelphi Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-7,111,000.00","-12,573,000.00","-10,708,000.00","60,000.00","19,266,000.00","-954,000.00","-6,513,000.00","-32,828,000.00", ,"-24,671,632.00","-2,245,000.00","-39,929,000.00","-6,205,300.00","59,883.00","-10,965.00","-177,638.00","-2,649,615.00","-4,409,090.00","-5,716,981.00","-7,507,016.00", , , , , , , 
ADI,Adelphi Energy Limited,Annual Balance Sheet - Total Equity,"8,748,984.00","-3,990,000.00","-10,495,008.00","-2,659,992.00","17,189,016.00","16,235,000.00","9,723,000.00","28,264,000.00", ,"-376,016.00","52,909,000.00","12,980,000.00","6,737,300.00","6,204,892.00","6,193,927.00","12,827,391.00","10,215,915.00","16,427,959.00","11,100,933.00","9,368,172.00", , , , , , , 
ADI,Adelphi Energy Limited,Annual Balance Sheet - Total Assets,"27,590,000.00","13,222,000.00","3,127,000.00","2,801,000.00","17,729,000.00","17,096,000.00","40,296,000.00","52,856,000.00", ,"233,307.00","53,843,000.00","15,841,000.00","6,878,681.00","6,212,892.00","6,203,274.00","13,007,691.00","10,608,227.00","17,118,954.00","11,734,197.00","11,350,828.00", , , , , , , 
ADX,ADX Energy Ltd,Annual Ratio Analysis - ROE,8.77%,-13.98%,-6.32%,2.63%,0.62%,-16.03%,-6.83%,-1.81%,-2.35%,-18.88%,-54.83%,-46.18%,-14.30%,-5.93%,-32.73%,-64.67%,-43.24%,-173.56%,-52.93%,-37.24%,-11.40%,-35.25%,-13.71%,-126.21%,-12.40%,-205.32%, 
ADX,ADX Energy Ltd,Annual Profit and Loss - Operating Revenue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,440.00","3,660.00","3,570.00",0.00,0.00,"17,426.00","371,612.00",0.00,0.00,"1,000.00","36,000.00",0.00,0.00,0.00,0.00, 
ADX,ADX Energy Ltd,Annual Profit and Loss - Reported NPAT After Abnorma,"241,000.00","-765,000.00","-128,000.00","81,000.00","24,000.00","-939,000.00","-394,846.00","-213,207.00","-281,368.00","-1,901,986.00","-3,567,914.00","-2,216,768.00","-624,758.00","-570,867.00","-2,378,093.00","-4,980,752.00","-2,652,039.00","-4,560,442.00","-3,808,277.00","-3,115,750.00","-2,141,000.00","-5,837,000.00","-13,142,000.00","-6,603,974.00","612,905.00","-1,695,908.00", 
ADX,ADX Energy Ltd,Annual Balance Sheet - Total Equity,"2,747,000.00","1,752,000.00","2,025,000.00","3,080,000.00","3,879,000.00","5,856,000.00","5,782,993.00","11,783,323.00","11,976,955.00","10,074,969.00","6,507,055.00","4,800,091.00","4,367,933.00","9,626,647.00","7,265,268.00","7,702,309.00","6,133,270.00","2,627,550.00","7,195,548.00","8,367,247.00","18,788,000.00","16,558,000.00","10,372,000.00","6,426,177.00","8,719,414.00","947,694.00", 
ADX,ADX Energy Ltd,Annual Balance Sheet - Total Assets,"2,792,000.00","1,790,000.00","2,051,000.00","3,130,000.00","3,957,000.00","5,938,000.00","5,841,407.00","11,882,516.00","12,093,825.00","10,197,159.00","6,581,340.00","4,844,577.00","4,422,697.00","9,677,354.00","7,469,020.00","7,915,554.00","6,327,182.00","2,794,769.00","7,588,575.00","8,756,901.00","21,817,000.00","18,083,000.00","10,812,000.00","6,997,780.00","9,392,536.00","1,133,463.00", 
AEB,Algae.Tec Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,-54.51%,-81.41%,-310.44%,-883.96%,-125.51%,-131.41%, 
AEB,Algae.Tec Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--,--,0.00,0.00,"2,299,929.00","895,159.00", 
AEB,Algae.Tec Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,"-3,728,758.00","-2,468,567.00","-6,771,109.00","-4,420,514.00","-2,179,072.00","-2,718,165.00", 
AEB,Algae.Tec Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"6,840,816.00","2,599,143.00","2,181,160.00","500,082.00","1,736,237.00","2,023,142.00", 
AEB,Algae.Tec Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"7,140,816.00","2,691,349.00","3,157,133.00","4,965,336.00","4,582,609.00","5,131,568.00", 
AED,AED Oil Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,-1.62%,-8.54%,-48.31%,10.55%,-56.59%,-6.10%,341.95%,15.26%,7.56%,3.92%,3.94%, 
AED,AED Oil Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , ,0.00,"1,198,466.00",0.00,"144,388,000.00","28,082,000.00","622,000.00",0.00,0.00,--,0.00,0.00, 
AED,AED Oil Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,"-905,755.00","-4,526,368.00","-20,556,752.00","242,543,000.00","-103,628,000.00","-11,983,000.00","-262,525,000.00","-22,433,000.00","-10,844,513.00","13,635,878.00","-8,434,187.00", 
AED,AED Oil Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"55,745,899.00","52,996,072.00","42,549,665.00","311,942,000.00","183,114,000.00","196,541,000.00","-74,091,000.00","-86,512,000.00","-97,356,474.00","-83,720,595.00","-92,154,782.00", 
AED,AED Oil Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , ,"58,629,519.00","126,324,920.00","335,131,838.00","570,068,000.00","332,051,000.00","292,519,000.00","7,484,000.00","1,040,000.00","518,951.00","946,684.00","10,580,236.00", 
AEE,Aura Energy Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,-4.10%,-15.98%,-18.68%,-36.42%,-21.43%,-17.18%,-14.45%,-16.64%,-30.36%,-18.12%, 
AEE,Aura Energy Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
AEE,Aura Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,"-235,128.00","-856,940.00","-1,170,512.00","-1,959,505.00","-1,679,699.00","-2,417,029.00","-2,343,450.00","-2,756,341.00","-3,855,498.00","-2,493,900.00", 
AEE,Aura Energy Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"5,736,939.00","5,364,004.00","6,265,455.00","5,380,762.00","7,837,542.00","14,066,544.00","16,220,907.00","16,566,511.00","12,698,874.00","13,761,825.00", 
AEE,Aura Energy Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"5,779,993.00","5,903,059.00","6,523,827.00","5,567,147.00","8,062,247.00","14,970,104.00","16,706,911.00","17,141,331.00","13,457,058.00","14,344,849.00", 
AEK,Anatolia Energy Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,-6.65%,-20.93%,-19.79%,-11.81%,-5.29%,-95.48%,-120.79%,-94.52%,-900.80%,156.29%,-534.09%,-8.41%,-10.31%,-5.95%,-11.10%,-8.16%, 
AEK,Anatolia Energy Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , ,"635,000.00","1,716,991.00","2,149,670.00","3,694,503.00","6,218,435.00","5,729,496.00","6,605,476.00","1,439.00","1,094,610.00","100,000.00",--,0.00,0.00,0.00,0.00,0.00, 
AEK,Anatolia Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,"-1,050,000.00","-2,718,279.00","-9,405,718.00","-634,875.00","-611,885.00","-5,649,616.00","-3,395,462.00","-1,785,212.00","-5,076,113.00","-1,950,267.00","-1,462,716.00","-1,125,695.00","-1,232,137.00","-961,410.00","-2,128,699.00","-1,972,600.00", 
AEK,Anatolia Energy Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"15,797,000.00","12,986,756.00","9,035,198.00","10,433,409.00","11,566,380.00","5,916,764.00","2,811,063.00","1,025,851.00","521,858.00","-1,179,577.00","390,886.00","12,475,295.00","11,992,974.00","16,142,943.00","19,217,122.00","24,071,167.00", 
AEK,Anatolia Energy Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , ,"25,979,000.00","25,443,257.00","15,545,122.00","15,411,096.00","22,770,404.00","21,183,786.00","15,277,951.00","4,392,325.00","1,517,913.00","727,657.00","1,017,635.00","12,656,321.00","12,234,719.00","16,551,135.00","19,527,052.00","25,678,427.00", 
AEL,Antaeus Energy Limited,Annual Ratio Analysis - ROE,-13.22%,-15.12%,-12.12%,-16.75%,-4.06%,-6.03%,-9.10%,-38.02%,-146.12%,--, , , , , , , , , , , , , , , , , 
AEL,Antaeus Energy Limited,Annual Profit and Loss - Operating Revenue,"123,000.00","207,000.00","154,000.00","15,000.00","137,000.00","256,000.00","261,034.00",0.00,0.00,--, , , , , , , , , , , , , , , , , 
AEL,Antaeus Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-4,457,000.00","-876,000.00","-1,077,000.00","1,003,000.00","1,539,000.00","-4,423,000.00","-1,801,948.00","-11,887,000.00","-25,458,000.00",0.00, , , , , , , , , , , , , , , , , 
AEL,Antaeus Energy Limited,Annual Balance Sheet - Total Equity,"2,670,000.00","2,414,000.00","1,337,000.00","2,340,000.00","8,751,000.00","5,857,000.00","16,238,039.00","9,240,000.00","14,306,000.00",--, , , , , , , , , , , , , , , , , 
AEL,Antaeus Energy Limited,Annual Balance Sheet - Total Assets,"2,857,000.00","3,021,000.00","1,510,000.00","2,575,000.00","9,022,000.00","7,398,000.00","16,876,702.00","19,590,000.00","33,071,000.00",--, , , , , , , , , , , , , , , , , 
AFQ,African Petroleum Corporation Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , ,-32.00%,-78.86%, , , , , , , 
AFQ,African Petroleum Corporation Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , ,--,--, , , , , , , 
AFQ,African Petroleum Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , ,"-862,277.00","-1,188,142.00", , , , , , , 
AFQ,African Petroleum Corporation Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , ,"2,694,874.00","1,506,732.00", , , , , , , 
AFQ,African Petroleum Corporation Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , ,"2,931,947.00","1,623,529.00", , , , , , , 
AFR,African Energy Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,-15.32%,-12.58%,-16.84%,-9.36%,-26.48%,-41.39%,-64.79%,-32.93%,-12.70%, 
AFR,African Energy Resources Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,--,--,--,--, 
AFR,African Energy Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , ,"-1,950,595.00","-2,124,735.00","-2,664,270.00","-1,979,943.00","-4,588,016.00","-9,397,251.00","-13,528,538.00","-7,197,169.00","-6,648,384.00", 
AFR,African Energy Resources Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , ,"12,729,245.00","16,885,763.00","15,817,587.00","21,160,637.00","17,325,140.00","22,705,007.00","20,881,368.00","21,855,656.00","27,741,264.00", 
AFR,African Energy Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"14,423,918.00","18,396,136.00","16,700,963.00","22,033,001.00","22,801,340.00","29,526,965.00","27,157,982.00","27,957,368.00","27,974,880.00", 
AGE,Alligator Energy Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,0.00%,-11.99%,-4.29%,-8.39%,-4.91%,-3.94%, 
AGE,Alligator Energy Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,--,--,--,--,--,0.00, 
AGE,Alligator Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,0.00,"-1,529,095.00","-798,465.00","-1,449,417.00","-892,300.00","-837,541.00", 
AGE,Alligator Energy Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"19,966,040.00","19,125,671.00","18,600,546.00","17,267,331.00","18,190,619.00","21,244,919.00", 
AGE,Alligator Energy Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"20,267,289.00","19,637,441.00","19,488,208.00","17,498,020.00","18,754,648.00","21,808,606.00", 
AGP,Anglo Pacific Group Plc,Annual Ratio Analysis - ROE,-1.56%,-1.37%,-3.60%,-1.42%,-12.96%,-236.91%,-0.89%,31.42%,19.40%,-60.37%,-6.34%,7.12%,10.34%,6.35%,8.91%,16.44%,17.31%,19.04%,20.06%,7.93%, , , , , , , 
AGP,Anglo Pacific Group Plc,Annual Profit and Loss - Operating Revenue,"11,337,500.00","5,292,378.00","4,628,988.00","7,386,494.00","8,156,448.00","6,841,638.00","6,966,030.00","10,220,980.00","11,969,614.00","1,104.00","13,792,732.00","11,995,451.00","17,168,742.00","8,268,819.00","13,442,987.00","214,319.00","660,049.00","432,910.00","104,253.00","23,293.00", , , , , , , 
AGP,Anglo Pacific Group Plc,Annual Profit and Loss - Reported NPAT After Abnorma,"-4,197,500.00","-864,864.00","-1,472,660.00","-570,546.00","-2,474,631.00","-13,890,976.00","-67,941.00","5,186,690.00","5,113,945.00","-9,347,826.00","-4,777,927.00","6,898,806.00","10,079,275.00","7,694,134.00","15,834,776.00","32,656,617.00","47,885,856.00","67,407,071.00","61,011,259.00","36,966,493.00", , , , , , , 
AGP,Anglo Pacific Group Plc,Annual Balance Sheet - Total Equity,"48,837,500.00","47,459,412.00","41,337,786.00","40,583,090.00","19,100,619.00","5,863,371.00","7,656,052.00","16,510,033.00","26,353,772.00","15,484,189.00","75,367,429.00","98,237,635.00","97,494,337.00","121,101,876.00","177,652,733.00","198,652,849.00","276,660,049.00","353,993,653.00","304,090,909.00","465,930,836.00", , , , , , , 
AGP,Anglo Pacific Group Plc,Annual Balance Sheet - Total Assets,"84,722,500.00","80,417,609.00","66,414,766.00","66,150,546.00","29,677,508.00","21,226,939.00","21,484,076.00","33,850,649.00","45,116,656.00","32,739,624.00","80,546,433.00","100,375,213.00","105,659,682.00","127,955,355.00","190,895,374.00","235,614,696.00","316,856,079.00","403,975,521.00","367,858,632.00","559,854,864.00", , , , , , , 
AHQ,Allegiance Coal Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , ,0.00%,-43.85%,-31.53%,-43.78%,-20.65%, 
AHQ,Allegiance Coal Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , ,--,--,"13,634.00",0.00,0.00, 
AHQ,Allegiance Coal Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , ,0.00,"-1,663,284.00","-1,555,474.00","-1,520,684.00","-594,564.00", 
AHQ,Allegiance Coal Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , ,"7,478,000.00","6,502,157.00","4,932,904.00","3,473,720.00","2,879,156.00", 
AHQ,Allegiance Coal Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , ,"10,197,000.00","9,825,695.00","8,073,958.00","6,708,418.00","5,069,733.00", 
AJC,Acacia Coal Limited,Annual Ratio Analysis - ROE,-162.60%,861.01%,"3,452.94%",-965.63%,"1,099.08%",-258.17%,-59.99%,"1,891.15%","-9,048.11%",-57.61%,-111.23%,-40.13%,2.48%,-204.34%,8.00%,-0.73%,73.05%,22.61%,-32.35%,"3,465.80%",7.69%,-1.22%,-13.53%,-3.82%,-51.71%,-1.80%, 
AJC,Acacia Coal Limited,Annual Profit and Loss - Operating Revenue,"18,000.00",0.00,0.00,0.00,0.00,0.00,0.00,--,--,--,"880,552.00","2,760,589.00","714,286.00","167,652.00","101,724.00","73,858.00","120,058.00",0.00,"2,186,608.00","1,823,222.00","1,825.00",0.00,0.00,0.00,0.00,0.00, 
