ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
ACL,Alchemia Limited,Annual Balance Sheet - Total Equity, , , ,"27,592,826.00","22,159,000.00","14,014,000.00","40,426,000.00","28,127,000.00","32,520,000.00","24,571,000.00","31,531,000.00","18,814,000.00","24,265,000.00","32,379,000.00","27,050,000.00","11,509,000.00"
ACL,Alchemia Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , ,"2,190,435.00","2,156,000.00","2,387,000.00","839,000.00","2,316,000.00","1,345,000.00","1,560,000.00","120,000.00","832,000.00","700,000.00","24,081,000.00","15,415,000.00","11,761,000.00"
ACL,Alchemia Limited,Annual Profit and Loss - EBITDA, , , ,"-5,460,960.00","-5,845,000.00","-8,610,000.00","-13,071,000.00","-12,392,000.00","-10,936,000.00","-7,752,000.00","-8,028,000.00","-12,595,000.00","-14,140,000.00","-3,656,000.00","-6,107,000.00","-3,891,000.00"
ACL,Alchemia Limited,Annual Profit and Loss - EBIT, , , ,"-6,913,253.00","-7,133,000.00","-9,817,000.00","-14,218,000.00","-14,266,000.00","-12,660,000.00","-9,448,000.00","-9,708,000.00","-14,319,000.00","-15,870,000.00","-5,259,000.00","-7,582,000.00","-4,678,000.00"
ACL,Alchemia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , ,"-6,863,596.00","-6,522,000.00","-8,853,000.00","-12,732,000.00","-12,929,000.00","-10,943,000.00","-8,367,000.00","-8,801,000.00","-13,430,000.00","-15,083,000.00","-4,770,000.00","-6,924,000.00","-15,816,000.00"
ACL,Alchemia Limited,Annual Profit and Loss - Total Operating Income (ban, , , ,--,--,--,--,--,--,--,--,--,--,--,--,--
ACL,Alchemia Limited,Annual Ratio Analysis - Net Profit Margin, , , ,--,--,--,"-48,480.77%","-1,683.46%","-121,588.89%",--,--,--,"-251,383.33%",-46.93%,-85.11%,-28.25%
ACL,Alchemia Limited,Annual Ratio Analysis - ROE, , , ,-24.87%,-29.43%,-63.17%,-33.35%,-45.97%,-33.65%,-34.05%,-27.91%,-71.38%,-62.16%,-14.73%,-25.60%,-13.70%
ACL,Alchemia Limited,Annual Ratio Analysis - Market Cap.($), , , ,0.00,"61,464,391.78","54,979,000.39","147,935,363.90","121,132,301.18","47,955,453.90","56,961,200.53","97,978,248.39","117,095,992.84","126,277,685.55","103,694,022.08","180,047,662.66","10,391,155.87"
ACR,Acrux Limited,Annual Balance Sheet - Total Equity, , ,"17,485,116.00","11,664,921.00","8,408,905.00","29,481,791.00","20,583,000.00","18,246,000.00","38,109,000.00","31,223,000.00","80,469,000.00","45,712,000.00","53,103,000.00","46,753,000.00","42,057,000.00","40,625,000.00"
ACR,Acrux Limited,Annual Profit and Loss - Total Revenue Excluding Int, , ,--,"1,832,619.00","3,339,645.00","3,471,736.00","1,548,000.00","4,044,000.00","4,496,000.00","2,604,000.00","55,069,000.00","89,771,000.00","9,058,000.00","15,717,000.00","53,389,000.00","24,804,000.00"
ACR,Acrux Limited,Annual Profit and Loss - EBITDA, , ,"-3,081,892.00","-6,343,873.00","-4,368,242.00","-6,948,897.00","-10,752,000.00","-8,424,000.00","-6,848,000.00","-8,694,000.00","48,614,000.00","79,058,000.00","3,618,000.00","10,521,000.00","44,800,000.00","17,667,000.00"
ACR,Acrux Limited,Annual Profit and Loss - EBIT, , ,"-3,144,783.00","-6,587,141.00","-4,650,422.00","-7,369,402.00","-11,262,000.00","-8,943,000.00","-7,334,000.00","-9,293,000.00","48,139,000.00","78,812,000.00","3,269,000.00","9,098,000.00","43,387,000.00","16,242,000.00"
ACR,Acrux Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , ,"-3,144,783.00","-5,956,800.00","-4,232,632.00","-6,044,034.00","-9,939,000.00","-7,861,000.00","-5,026,000.00","-7,716,000.00","46,554,000.00","57,148,000.00","7,391,000.00","6,926,000.00","27,970,000.00","11,130,000.00"
ACR,Acrux Limited,Annual Profit and Loss - Total Operating Income (ban, , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ACR,Acrux Limited,Annual Ratio Analysis - Net Profit Margin, , ,--,-799.51%,-129.55%,-173.40%,-671.17%,-194.36%,-111.79%,-583.22%,84.54%,63.78%,84.02%,44.44%,52.41%,45.21%
ACR,Acrux Limited,Annual Ratio Analysis - ROE, , ,-17.99%,-51.27%,-50.44%,-20.42%,-48.29%,-43.08%,-13.19%,-24.71%,57.85%,125.02%,13.92%,14.81%,66.50%,27.40%
ACR,Acrux Limited,Annual Ratio Analysis - Market Cap.($), , ,0.00,0.00,0.00,"65,942,374.50","98,276,066.77","219,198,029.16","194,357,243.52","180,919,245.16","290,606,750.96","564,423,850.29","699,286,186.20","584,491,205.61","167,354,319.56","141,543,454.35"
ACW,Actinogen Medical Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,"2,859,172.00","1,902,230.00","1,168,259.00","1,046,127.00","346,990.00","194,353.00","1,211,812.00","15,356,608.00"
ACW,Actinogen Medical Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,"13,639.00","25,589.00","111,771.00","58,820.00","51,562.00","5,535.00","166,954.00","103,502.00"
ACW,Actinogen Medical Limited,Annual Profit and Loss - EBITDA, , , , , , , , ,"-575,823.00","-1,167,348.00","-943,694.00","-1,040,031.00","-1,111,556.00","-439,933.00","-417,633.00","-5,253,056.00"
ACW,Actinogen Medical Limited,Annual Profit and Loss - EBIT, , , , , , , , ,"-577,440.00","-1,181,173.00","-961,066.00","-1,059,576.00","-1,130,925.00","-456,858.00","-431,228.00","-5,474,482.00"
ACW,Actinogen Medical Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"-435,658.00","-926,942.00","-737,471.00","-742,380.00","-1,529,156.00","-164,663.00","-440,222.00","-5,431,009.00"
ACW,Actinogen Medical Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , ,--,--,--,--,--,--,--,--
ACW,Actinogen Medical Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , ,"-3,194.21%","-3,622.42%","-1,523.35%","-1,262.12%","-1,671.18%",--,"-2,088.50%",--
ACW,Actinogen Medical Limited,Annual Ratio Analysis - ROE, , , , , , , , ,-15.24%,-48.73%,-63.13%,-70.96%,-248.33%,-84.72%,-34.47%,-35.36%
ACW,Actinogen Medical Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , ,"2,392,199.88","3,787,649.81","1,076,489.95","1,533,397.21","2,659,881.33","1,785,294.18","2,228,955.72","43,643,416.18"
ADO,Anteo Diagnostics Limited,Annual Balance Sheet - Total Equity,"7,314,683.00","10,199,317.00","6,372,825.00","3,455,730.00","2,107,897.00","526,706.00","1,591,757.00","1,549,861.00","3,010,212.00","1,032,600.00","1,394,366.00","6,891,174.00","4,772,565.00","2,775,766.00","7,101,335.00","5,346,863.00"
ADO,Anteo Diagnostics Limited,Annual Profit and Loss - Total Revenue Excluding Int,264.00,"55,880.00","1,346,896.00","4,106,855.00","4,402,484.00","2,008,728.00","811,617.00","1,856,642.00","1,135,462.00","674,615.00","572,143.00","813,814.00","1,194,391.00","1,674,709.00","2,462,755.00","2,309,829.00"
ADO,Anteo Diagnostics Limited,Annual Profit and Loss - EBITDA,"-533,172.00","-1,391,994.00","-1,929,601.00","-2,071,019.00","-2,331,995.00","-1,317,382.00","-5,708,596.00","-1,109,935.00","-1,694,445.00","-1,973,514.00","-2,227,161.00","-2,337,781.00","-2,588,706.00","-2,222,241.00","-2,560,652.00","-4,192,090.00"
ADO,Anteo Diagnostics Limited,Annual Profit and Loss - EBIT,"-636,779.00","-1,646,095.00","-3,712,926.00","-2,517,168.00","-2,731,279.00","-1,517,642.00","-6,088,783.00","-1,324,894.00","-1,844,348.00","-2,076,378.00","-2,299,277.00","-2,424,171.00","-2,697,077.00","-2,347,133.00","-2,665,188.00","-4,354,378.00"
ADO,Anteo Diagnostics Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-546,592.00","-1,401,000.00","-9,163,678.00","-2,946,256.00","-2,829,397.00","-1,579,539.00","-6,245,124.00","-1,563,497.00","-1,762,320.00","-1,949,275.00","-2,255,405.00","-2,222,462.00","-2,380,199.00","-2,179,223.00","-2,492,150.00","-4,220,342.00"
ADO,Anteo Diagnostics Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ADO,Anteo Diagnostics Limited,Annual Ratio Analysis - Net Profit Margin,--,"-2,517.97%",-271.32%,-54.46%,-57.56%,-67.69%,-771.38%,"-1,715.47%","-2,172.65%",-861.32%,-848.69%,"-1,058.00%",-587.45%,-427.05%,-804.54%,-907.34%
ADO,Anteo Diagnostics Limited,Annual Ratio Analysis - ROE,-7.47%,-13.74%,-54.97%,-62.88%,-116.88%,-255.93%,-392.34%,-100.88%,-58.54%,-188.77%,-161.75%,-32.25%,-49.87%,-78.51%,-35.09%,-78.93%
ADO,Anteo Diagnostics Limited,Annual Ratio Analysis - Market Cap.($),"18,946,819.40","42,103,316.50","13,293,532.48","6,916,258.86","4,277,160.74","1,589,558.14","10,422,131.60","5,899,171.11","7,155,589.56","1,801,097.39","28,343,392.67","53,361,111.37","56,623,067.73","46,221,095.46","158,021,003.67","66,870,530.45"
ADR,Adherium Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"34,528,000.00"
ADR,Adherium Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , ,--
ADR,Adherium Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , , ,0.00
ADR,Adherium Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , , ,0.00
ADR,Adherium Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00
ADR,Adherium Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , , ,--
ADR,Adherium Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , , ,--
ADR,Adherium Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%
ADR,Adherium Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , ,0.00
AGX,Agenix Limited,Annual Balance Sheet - Total Equity,"21,649,963.00","34,384,972.00","34,696,000.00","33,968,000.00","20,282,000.00","8,710,000.00","14,211,000.00","19,752,000.00","7,137,000.00","-490,000.00","2,846,399.00","1,987,201.00","1,038,009.00","210,933.00","1,387,079.00","848,719.00"
AGX,Agenix Limited,Annual Profit and Loss - Total Revenue Excluding Int,"27,104,524.00","29,297,398.00","40,513,000.00","37,230,000.00","37,186,000.00","24,691,000.00","1,074,000.00","473,000.00","955,000.00","5,902,000.00","4,640,916.00",--,"10,462.00","8,745.00","25,382.00","48,080.00"
AGX,Agenix Limited,Annual Profit and Loss - EBITDA,"3,757,491.00","5,757,034.00","7,725,000.00","3,459,000.00","-1,870,000.00","-5,036,000.00","-12,889,000.00","-10,631,000.00","-23,276,000.00","-6,745,000.00","2,590,904.00","-2,865,557.00","-1,364,863.00","-3,244,692.00","-1,931,122.00","-744,223.00"
AGX,Agenix Limited,Annual Profit and Loss - EBIT,"3,120,266.00","4,178,221.00","5,724,000.00","1,412,000.00","-3,755,000.00","-6,981,000.00","-13,172,000.00","-10,954,000.00","-23,555,000.00","-6,798,000.00","2,574,769.00","-2,875,409.00","-1,376,252.00","-3,259,865.00","-1,939,482.00","-744,739.00"
AGX,Agenix Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"4,923,828.00","4,200,596.00","161,000.00","-811,000.00","-14,336,000.00","-11,988,000.00","-3,721,000.00","-4,778,000.00","-23,283,000.00","-7,954,000.00","2,478,187.00","-2,707,451.00","-1,355,204.00","-3,258,469.00","786,160.00","-1,083,446.00"
AGX,Agenix Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AGX,Agenix Limited,Annual Ratio Analysis - Net Profit Margin,2.22%,14.26%,4.38%,4.73%,-17.53%,-35.70%,"-2,458.39%","-3,419.88%","-9,367.21%",-978.94%,"6,579.37%",--,--,"-87,008.52%","-7,643.52%",--
AGX,Agenix Limited,Annual Ratio Analysis - ROE,2.96%,12.13%,4.73%,4.68%,-27.61%,-90.90%,-96.88%,-59.20%,-324.18%,"1,432.45%",87.06%,-136.24%,-130.56%,"-1,544.79%",-139.87%,-91.18%
AGX,Agenix Limited,Annual Ratio Analysis - Market Cap.($),"35,947,691.92","51,483,617.40","53,963,854.00","60,902,063.80","103,181,472.90","45,694,593.85","34,015,331.20","82,513,626.75","15,755,662.31","7,409,088.09","8,416,736.87","10,462,642.06","3,139,575.46","2,555,700.15","1,425,524.48","1,772,111.21"
AHZ,Admedus Ltd,Annual Balance Sheet - Total Equity, , , , ,"5,012,432.00","3,805,141.00","3,372,319.00","2,338,684.00","1,388,617.00","1,098,045.00","1,239,267.00","13,638,433.00","10,433,447.00","15,075,074.00","37,166,875.00","38,558,482.00"
AHZ,Admedus Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,--,"3,000.00","12,000.00","44,189.00","12,000.00","43,885.00","6,850,998.00","6,574,084.00","9,974,811.00","12,505,920.00","11,306,245.00"
AHZ,Admedus Ltd,Annual Profit and Loss - EBITDA, , , , ,"-711,275.00","-1,963,750.00","-1,328,212.00","-2,890,248.00","-1,586,271.00","-1,329,755.00","-1,465,626.00","-1,958,670.00","-4,699,159.00","-2,762,744.00","-11,359,805.00","-21,873,071.00"
AHZ,Admedus Ltd,Annual Profit and Loss - EBIT, , , , ,"-715,351.00","-1,973,647.00","-1,339,389.00","-2,901,212.00","-1,594,053.00","-1,341,227.00","-1,474,857.00","-1,981,586.00","-4,974,758.00","-3,035,524.00","-12,822,832.00","-23,890,079.00"
AHZ,Admedus Ltd,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"-650,347.00","-1,767,760.00","-1,177,080.00","-2,237,442.00","-1,275,942.00","-1,131,386.00","-1,312,566.00","-1,953,648.00","-10,222,135.00","-2,418,497.00","-8,207,715.00","-26,799,970.00"
AHZ,Admedus Ltd,Annual Profit and Loss - Total Operating Income (ban, , , , ,--,--,--,--,--,--,--,--,--,--,--,--
AHZ,Admedus Ltd,Annual Ratio Analysis - Net Profit Margin, , , , ,--,--,--,--,--,--,--,-28.93%,-71.28%,-25.56%,-117.73%,-249.21%
AHZ,Admedus Ltd,Annual Ratio Analysis - ROE, , , , ,-12.97%,-46.46%,-39.87%,-104.18%,-93.52%,-99.48%,-96.90%,-14.32%,-43.99%,-14.28%,-26.34%,-69.71%
AHZ,Admedus Ltd,Annual Ratio Analysis - Market Cap.($), , , , ,"11,919,762.67","3,188,981.30","3,259,847.55","11,803,169.84","4,725,048.30","5,668,216.97","3,096,774.84","45,729,469.27","14,392,239.17","50,723,387.87","194,546,869.34","129,177,932.52"
AJJ,Asian American Medical Group Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"1,356,377.00","370,251.00","1,794,022.00","1,499,138.00","2,141,063.00","3,581,986.00","6,928,720.00","4,521,330.00","8,393,344.00"
AJJ,Asian American Medical Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,"884,047.00","876,320.00","17,856,473.00","16,941,837.00","16,131,408.00","18,701,852.00","17,093,804.00","13,925,090.00","20,178,833.00"
AJJ,Asian American Medical Group Limited,Annual Profit and Loss - EBITDA, , , , , , , ,"-756,275.00","-1,573,188.00","2,324,404.00","2,367,858.00","1,640,601.00","2,457,028.00","390,188.00","-2,082,685.00","1,072,577.00"
AJJ,Asian American Medical Group Limited,Annual Profit and Loss - EBIT, , , , , , , ,"-786,661.00","-1,631,269.00","2,299,084.00","2,334,334.00","1,460,643.00","2,343,416.00","264,568.00","-2,241,443.00","974,977.00"
AJJ,Asian American Medical Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"-781,209.00","-1,612,046.00","1,935,289.00","1,933,475.00","1,196,931.00","1,942,200.00","202,984.00","-2,135,444.00","553,232.00"
AJJ,Asian American Medical Group Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , ,--,--,--,--,--,--,--,--,--
AJJ,Asian American Medical Group Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , ,-88.37%,-183.96%,10.93%,11.42%,7.83%,10.57%,1.20%,-15.66%,5.59%
AJJ,Asian American Medical Group Limited,Annual Ratio Analysis - ROE, , , , , , , ,-57.60%,-435.39%,647.12%,128.97%,58.52%,54.90%,2.93%,-47.23%,13.02%
AJJ,Asian American Medical Group Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,"6,280,458.10","949,310.59","14,585.91","10,364,970.00","17,903,130.00","16,960,860.00","28,276,256.79","15,709,031.55","19,156,300.32"
ALC,Alcidion Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"5,715,533.00","5,138,102.00","2,526,150.00","4,175,336.00","4,026,748.00","3,748,327.00"
ALC,Alcidion Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--,--,"107,621.00","110,245.00","136,267.00",--
ALC,Alcidion Group Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , ,0.00,"-709,883.00","-3,067,950.00","-1,881,494.00","-399,815.00","-391,898.00"
ALC,Alcidion Group Limited,Annual Profit and Loss - EBIT, , , , , , , , , , ,0.00,"-721,657.00","-3,108,021.00","-1,907,094.00","-402,019.00","-392,165.00"
ALC,Alcidion Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,0.00,"-721,657.00","-3,108,021.00","-1,193,789.00","-148,588.00","-278,421.00"
ALC,Alcidion Group Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , ,--,--,--,--,--,--
ALC,Alcidion Group Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , ,--,--,"-2,887.93%","-1,082.85%",--,--
ALC,Alcidion Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,0.00%,-28.09%,-123.03%,-28.59%,-3.69%,-7.43%
ALC,Alcidion Group Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00,"9,745,018.58","2,376,833.80","2,627,012.75","3,041,804.24","5,668,816.99"
ALT,Analytica Limited,Annual Balance Sheet - Total Equity, , , , , ,"3,066,839.00","355,641.00","323,934.00","657,235.00","681,132.00","743,224.00","540,012.00","1,297,909.00","166,743.00","2,374,522.00","381,049.00"
ALT,Analytica Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,"796,348.00","266,199.00","288,299.00","114,046.00","191,394.00","254,942.00","648,868.00","162,693.00","541,262.00","565,174.00","1,119,378.00"
ALT,Analytica Limited,Annual Profit and Loss - EBITDA, , , , , ,"-1,629,283.00","-1,042,488.00","-594,997.00","-856,873.00","-1,918,611.00","-1,289,554.00","-190,329.00","-2,137,336.00","-1,120,126.00","-3,178,305.00","-5,221,855.00"
ALT,Analytica Limited,Annual Profit and Loss - EBIT, , , , , ,"-3,654,983.00","-3,104,056.00","-603,605.00","-867,799.00","-1,928,253.00","-1,302,801.00","-203,173.00","-2,235,267.00","-1,135,522.00","-3,195,213.00","-5,315,220.00"
ALT,Analytica Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,"-3,614,447.00","-3,076,454.00","-589,740.00","-829,457.00","-1,901,780.00","-1,287,837.00","-203,176.00","-2,222,009.00","-1,135,751.00","-3,176,008.00","-5,315,604.00"
ALT,Analytica Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , ,--,--,--,--,--,--,--,--,--,--,--
ALT,Analytica Limited,Annual Ratio Analysis - Net Profit Margin, , , , , ,-583.28%,"-1,583.75%",-236.08%,--,--,"-71,546.50%","-3,330.75%","-45,532.97%",-228.03%,--,"-7,200.37%"
ALT,Analytica Limited,Annual Ratio Analysis - ROE, , , , , ,-117.86%,-865.06%,-182.06%,-126.20%,-279.21%,-173.28%,-37.62%,-171.20%,-681.14%,-133.75%,"-1,394.99%"
ALT,Analytica Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,"5,196,572.83","3,962,415.57","3,151,060.06","6,411,792.16","7,514,293.42","10,688,708.73","12,333,125.46","9,518,058.50","11,199,776.30","35,060,557.79","10,331,424.83"
AMT,Allegra Orthopaedics Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"8,355,000.00","9,362,992.00","8,454,149.00","7,485,000.00","4,247,000.00","4,035,000.00","4,203,000.00","4,169,000.00","4,186,474.00"
AMT,Allegra Orthopaedics Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,"6,969,836.00","6,342,577.00","7,485,000.00","7,356,000.00","8,697,000.00","7,836,000.00","8,783,000.00","8,819,584.00"
AMT,Allegra Orthopaedics Limited,Annual Profit and Loss - EBITDA, , , , , , , ,0.00,"789,273.00","-803,538.00","601,000.00","-1,158,000.00","862,000.00","788,000.00","704,000.00","69,610.00"
AMT,Allegra Orthopaedics Limited,Annual Profit and Loss - EBIT, , , , , , , ,0.00,"163,914.00","-1,606,683.00","-523,000.00","-2,193,000.00","-79,000.00","-225,000.00","-79,000.00","-706,613.00"
AMT,Allegra Orthopaedics Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,0.00,"180,005.00","-1,024,695.00","-896,000.00","-3,265,000.00","-173,000.00","-571,000.00","-64,000.00","-855,056.00"
AMT,Allegra Orthopaedics Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , ,--,--,--,--,--,--,--,--,--
AMT,Allegra Orthopaedics Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , ,--,2.64%,-16.56%,-12.26%,-37.25%,-2.03%,-6.82%,-3.78%,-11.69%
AMT,Allegra Orthopaedics Limited,Annual Ratio Analysis - ROE, , , , , , , ,0.00%,1.92%,-12.12%,-11.97%,-63.10%,-4.29%,-11.61%,-7.22%,-20.42%
AMT,Allegra Orthopaedics Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,0.00,"13,060,628.52","9,883,718.88","15,178,568.28","8,118,769.08","5,118,354.42","4,593,881.04","2,625,074.88","16,827,830.72"
ANN,Ansell Limited,Annual Balance Sheet - Total Equity,"1,499,900,000.00","1,066,200,000.00","876,000,000.00","844,500,000.00","811,800,000.00","602,800,000.00","653,700,000.00","613,600,000.00","546,000,000.00","639,100,000.00","664,600,000.00","677,600,000.00","720,800,000.00","833,300,000.00","1,210,721,868.00","1,519,010,416.00"
ANN,Ansell Limited,Annual Profit and Loss - Total Revenue Excluding Int,"5,814,200,000.00","5,222,400,000.00","3,174,900,000.00","1,308,800,000.00","1,136,400,000.00","1,097,600,000.00","1,138,200,000.00","1,239,200,000.00","1,244,700,000.00","1,352,100,000.00","1,230,600,000.00","1,219,800,000.00","1,218,300,000.00","1,340,000,000.00","1,688,110,403.00","2,142,057,291.00"
ANN,Ansell Limited,Annual Profit and Loss - EBITDA,"481,600,000.00","509,400,000.00","249,800,000.00","168,400,000.00","176,400,000.00","169,700,000.00","157,900,000.00","149,300,000.00","157,300,000.00","174,900,000.00","168,400,000.00","160,000,000.00","171,300,000.00","195,100,000.00","256,581,740.00","386,067,708.00"
ANN,Ansell Limited,Annual Profit and Loss - EBIT,"291,700,000.00","369,600,000.00","167,500,000.00","111,900,000.00","129,700,000.00","124,400,000.00","132,500,000.00","122,600,000.00","123,500,000.00","142,400,000.00","143,100,000.00","138,800,000.00","149,400,000.00","167,200,000.00","219,214,437.00","339,973,958.00"
ANN,Ansell Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-82,400,000.00","-135,800,000.00","-113,000,000.00","52,500,000.00","72,600,000.00","13,100,000.00","118,700,000.00","104,100,000.00","105,600,000.00","126,400,000.00","122,700,000.00","125,900,000.00","133,000,000.00","140,800,000.00","47,133,757.00","246,223,958.00"
ANN,Ansell Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ANN,Ansell Limited,Annual Ratio Analysis - Net Profit Margin,2.77%,1.85%,3.12%,4.33%,6.50%,8.33%,10.20%,8.07%,8.24%,8.98%,9.70%,10.06%,10.67%,10.21%,9.86%,12.36%
