ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AIA,Auckland International Airport Limited,Annual Ratio Analysis - Net Profit Margin,24.09%,31.22%,39.84%,36.24%,43.69%,37.38%,37.72%,31.98%,25.57%,44.55%,46.15%,55.67%,43.74%,41.96%,43.66%,42.21%
AIA,Auckland International Airport Limited,Annual Ratio Analysis - ROE,10.21%,10.94%,9.77%,14.04%,16.18%,23.09%,5.57%,4.75%,5.96%,5.75%,5.49%,4.90%,5.62%,6.15%,5.82%,5.80%
AIA,Auckland International Airport Limited,Annual Ratio Analysis - Market Cap.($),"861,000,000.00","1,283,440,000.00","1,624,700,000.00","1,643,514,942.60","1,872,838,205.26","2,714,361,223.92","2,184,712,253.81","3,726,155,838.95","1,845,445,133.45","1,598,380,958.48","1,997,711,245.18","2,247,669,016.50","2,525,728,122.95","3,319,152,828.95","4,332,060,412.68","5,212,761,108.66"
AIO,Asciano Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,"1,987,636,000.00","2,203,767,000.00","3,103,785,000.00","3,217,800,000.00","3,347,400,000.00","3,634,800,000.00","3,716,200,000.00","3,968,500,000.00"
AIO,Asciano Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,"2,927,460,000.00","2,810,298,000.00","2,859,149,000.00","3,093,300,000.00","3,456,700,000.00","3,757,400,000.00","3,994,600,000.00","3,839,100,000.00"
AIO,Asciano Limited,Annual Profit and Loss - EBITDA, , , , , , , , ,"677,661,000.00","655,198,000.00","723,684,000.00","816,800,000.00","920,900,000.00","1,017,200,000.00","1,127,700,000.00","1,150,600,000.00"
AIO,Asciano Limited,Annual Profit and Loss - EBIT, , , , , , , , ,"422,676,000.00","382,297,000.00","439,564,000.00","539,100,000.00","629,900,000.00","706,400,000.00","720,300,000.00","790,200,000.00"
AIO,Asciano Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"-182,067,000.00","-244,100,000.00","-975,917,000.00","145,200,000.00","242,700,000.00","342,300,000.00","257,000,000.00","360,800,000.00"
AIO,Asciano Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , ,--,--,--,--,--,--,--,--
AIO,Asciano Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , ,1.17%,0.33%,4.26%,8.05%,7.33%,9.44%,8.91%,10.93%
AIO,Asciano Limited,Annual Ratio Analysis - ROE, , , , , , , , ,1.60%,0.39%,4.61%,7.67%,7.50%,9.62%,9.46%,10.50%
AIO,Asciano Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , ,"2,278,389,875.82","1,627,147,467.09","4,740,288,290.46","4,798,810,368.12","4,242,927,638.40","4,896,436,033.28","5,491,421,288.32","6,486,314,665.60"
AIR,Astivita Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"7,579,000.00","10,756,000.00","13,266,000.00","12,011,000.00","9,851,000.00","8,598,000.00","7,006,000.00"
AIR,Astivita Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , ,--,"38,574,000.00","59,201,000.00","24,811,000.00","12,857,000.00","13,263,000.00","8,904,000.00"
AIR,Astivita Limited,Annual Profit and Loss - EBITDA, , , , , , , , , ,0.00,"5,646,000.00","4,511,000.00","-960,000.00","-4,097,000.00","-1,472,000.00","-1,568,000.00"
AIR,Astivita Limited,Annual Profit and Loss - EBIT, , , , , , , , , ,0.00,"5,604,000.00","4,464,000.00","-1,042,000.00","-4,237,000.00","-1,900,000.00","-2,033,000.00"
AIR,Astivita Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,0.00,"3,895,000.00","3,132,000.00","-634,000.00","-2,920,000.00","-1,498,000.00","-1,592,000.00"
AIR,Astivita Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , ,--,--,--,--,--,--,--
AIR,Astivita Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , ,--,10.10%,5.82%,-2.36%,-21.14%,-11.34%,-18.41%
AIR,Astivita Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,0.00%,36.21%,23.53%,-4.79%,-26.92%,-17.42%,-22.72%
AIR,Astivita Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , ,0.00,"21,316,404.60","21,835,197.51","7,066,128.80","4,356,081.24","4,200,506.91","3,267,060.93"
AIZ,Air New Zealand Limited,Annual Balance Sheet - Total Equity,"1,275,537,461.00","412,911,684.00","761,871,435.00","900,756,067.00","1,107,154,056.00","1,412,854,130.00","1,310,963,072.00","1,585,487,528.00","1,250,693,948.00","1,291,438,686.00","1,272,343,191.00","1,161,120,975.00","1,321,744,577.00","1,529,778,451.00","1,739,615,277.00","1,739,861,873.00"
AIZ,Air New Zealand Limited,Annual Profit and Loss - Total Revenue Excluding Int,"3,195,861,543.00","6,344,751,315.00","3,822,562,640.00","3,157,524,882.00","3,188,568,824.00","3,313,468,414.00","3,129,369,191.00","3,896,598,639.00","3,701,324,450.00","3,708,561,313.00","3,287,292,817.00","3,351,347,178.00","3,510,296,766.00","3,890,152,472.00","4,333,240,405.00","4,360,722,507.00"
AIZ,Air New Zealand Limited,Annual Profit and Loss - EBITDA,"356,287,502.00","381,634,783.00","215,366,338.00","411,058,145.00","428,669,097.00","423,581,186.00","336,376,346.00","509,750,566.00","536,918,074.00","395,880,270.00","369,678,258.00","328,881,340.00","393,861,091.00","607,362,479.00","802,899,358.00","840,269,169.00"
AIZ,Air New Zealand Limited,Annual Profit and Loss - EBIT,"207,218,033.00","-42,774,589.00","-28,104,371.00","203,783,830.00","213,938,012.00","194,370,587.00","121,720,536.00","256,689,342.00","284,717,265.00","173,801,094.00","130,809,229.00","84,922,411.00","121,368,726.00","261,140,594.00","397,732,552.00","484,327,961.00"
AIZ,Air New Zealand Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-482,791,593.00","-1,122,893,352.00","-276,464,489.00","144,688,318.00","151,470,373.00","165,031,631.00","78,953,861.00","194,104,308.00","172,892,378.00","16,897,328.00","66,623,334.00","62,533,775.00","55,594,706.00","153,314,800.00","243,471,796.00","289,534,265.00"
AIZ,Air New Zealand Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AIZ,Air New Zealand Limited,Annual Ratio Analysis - Net Profit Margin,-19.69%,-2.17%,-2.54%,4.49%,4.40%,5.06%,3.68%,5.54%,4.67%,3.45%,2.27%,1.89%,1.54%,3.94%,6.50%,7.07%
AIZ,Air New Zealand Limited,Annual Ratio Analysis - ROE,-49.39%,-33.51%,-12.76%,15.73%,12.68%,11.88%,8.78%,13.62%,13.82%,9.91%,5.87%,5.45%,4.09%,10.03%,15.33%,17.71%
AIZ,Air New Zealand Limited,Annual Ratio Analysis - Market Cap.($),"1,004,474,361.03","885,480,786.45","1,666,388,075.64","1,388,656,729.70","1,095,543,065.98","1,320,639,942.60","963,338,714.88","2,513,521,318.40","909,213,346.92","788,279,583.94","936,770,152.74","938,116,767.86","736,803,806.58","1,346,787,963.20","2,161,983,109.02","2,524,162,385.25"
AJL,AJ Lucas Group Limited,Annual Balance Sheet - Total Equity,"16,163,095.00","17,933,254.00","14,483,000.00","30,683,000.00","44,264,000.00","18,923,000.00","22,236,000.00","30,438,000.00","65,160,000.00","199,757,000.00","193,226,000.00","175,883,000.00","113,494,000.00","131,640,000.00","107,482,000.00","79,493,000.00"
AJL,AJ Lucas Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"41,765,345.00","91,432,301.00","68,288,000.00","153,930,000.00","120,630,000.00","74,445,000.00","171,232,000.00","216,704,000.00","424,450,000.00","720,334,000.00","460,545,000.00","457,921,000.00","504,276,000.00","294,791,000.00","231,045,000.00","149,930,000.00"
AJL,AJ Lucas Group Limited,Annual Profit and Loss - EBITDA,"6,677,647.00","11,214,318.00","5,876,000.00","15,567,000.00","11,861,000.00","-21,527,000.00","8,419,000.00","15,242,000.00","37,561,000.00","201,606,000.00","-4,369,000.00","6,831,000.00","-19,165,000.00","-17,162,000.00","-54,340,000.00","9,421,000.00"
AJL,AJ Lucas Group Limited,Annual Profit and Loss - EBIT,"5,818,361.00","8,519,008.00","2,551,000.00","10,384,000.00","7,228,000.00","-26,287,000.00","3,114,000.00","6,276,000.00","26,110,000.00","177,717,000.00","-32,208,000.00","-21,247,000.00","-43,958,000.00","-40,014,000.00","-74,665,000.00","-10,889,000.00"
AJL,AJ Lucas Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"4,022,407.00","4,496,409.00","-777,000.00","7,743,000.00","6,782,000.00","-21,840,000.00","3,030,000.00","6,396,000.00","13,468,000.00","103,253,000.00","-7,128,000.00","-11,527,000.00","-110,237,000.00","-126,996,000.00","-91,693,000.00","-45,216,000.00"
AJL,AJ Lucas Group Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AJL,AJ Lucas Group Limited,Annual Ratio Analysis - Net Profit Margin,10.56%,4.92%,3.00%,5.12%,5.36%,-29.40%,1.77%,2.96%,3.17%,20.68%,-17.86%,-8.07%,-12.11%,-27.57%,-40.23%,-25.45%
AJL,AJ Lucas Group Limited,Annual Ratio Analysis - ROE,24.89%,25.07%,13.84%,25.24%,14.15%,-115.42%,13.63%,21.01%,20.67%,51.69%,-33.14%,-19.88%,-53.80%,-61.74%,-85.31%,-46.42%
AJL,AJ Lucas Group Limited,Annual Ratio Analysis - Market Cap.($),"59,977,500.00","41,802,500.00","29,860,300.00","63,552,986.00","79,919,703.90","66,541,988.73","45,224,285.19","106,233,050.56","371,542,230.18","206,527,888.86","145,614,825.44","89,258,846.40","108,693,792.00","253,833,927.60","248,666,948.88","104,279,688.24"
ALQ,ALS Limited,Annual Balance Sheet - Total Equity,"88,609,000.00","100,541,000.00","127,841,000.00","126,491,000.00","135,746,000.00","151,095,000.00","256,652,000.00","299,547,000.00","338,205,000.00","413,068,000.00","629,744,000.00","825,520,000.00","930,204,000.00","997,100,000.00","1,419,400,000.00","1,228,400,000.00"
ALQ,ALS Limited,Annual Profit and Loss - Total Revenue Excluding Int,"272,720,000.00","321,001,000.00","350,884,000.00","232,793,000.00","392,234,000.00","482,266,000.00","529,186,000.00","643,068,000.00","774,451,000.00","925,494,000.00","827,621,000.00","1,119,270,000.00","1,420,863,000.00","1,464,200,000.00","1,505,200,000.00","1,437,900,000.00"
ALQ,ALS Limited,Annual Profit and Loss - EBITDA,"27,395,000.00","41,419,000.00","35,160,000.00","37,822,000.00","43,029,000.00","56,014,000.00","73,191,000.00","97,129,000.00","139,687,000.00","202,262,000.00","156,927,000.00","238,292,000.00","373,780,000.00","396,200,000.00","346,000,000.00","307,300,000.00"
ALQ,ALS Limited,Annual Profit and Loss - EBIT,"18,560,000.00","27,439,000.00","21,229,000.00","22,363,000.00","27,261,000.00","38,401,000.00","56,679,000.00","73,794,000.00","111,757,000.00","165,123,000.00","116,983,000.00","196,120,000.00","327,581,000.00","340,800,000.00","262,800,000.00","211,800,000.00"
ALQ,ALS Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"12,265,000.00","16,619,000.00","11,289,000.00","11,535,000.00","14,606,000.00","22,365,000.00","34,893,000.00","59,018,000.00","77,204,000.00","106,191,000.00","74,891,000.00","132,290,000.00","224,687,000.00","230,500,000.00","156,600,000.00","-172,700,000.00"
ALQ,ALS Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ALQ,ALS Limited,Annual Ratio Analysis - Net Profit Margin,5.72%,4.29%,3.21%,5.14%,3.75%,4.91%,6.54%,6.86%,9.31%,11.52%,9.12%,11.93%,15.82%,15.78%,11.43%,8.74%
ALQ,ALS Limited,Annual Ratio Analysis - ROE,13.64%,13.63%,8.81%,9.42%,10.87%,14.34%,13.40%,14.64%,21.00%,25.78%,11.98%,16.04%,24.05%,23.31%,12.21%,10.23%
ALQ,ALS Limited,Annual Ratio Analysis - Market Cap.($),"138,085,885.20","152,672,742.60","234,870,516.66","169,963,908.94","245,108,031.84","388,302,454.93","754,623,894.80","1,140,857,471.00","1,303,415,250.00","721,252,676.00","1,860,467,143.05","3,128,783,099.85","4,538,254,321.53","3,597,041,256.03","2,889,869,161.09","2,019,941,677.76"
AMB,Ambition Group Limited,Annual Balance Sheet - Total Equity,"8,260,405.00","4,852,306.00","1,917,608.00","1,445,512.00","2,319,821.00","9,501,051.00","15,693,423.00","19,420,000.00","15,435,000.00","8,688,000.00","10,694,000.00","12,626,000.00","12,130,000.00","11,503,000.00","11,728,000.00","13,204,000.00"
AMB,Ambition Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"16,758,072.00","19,494,984.00","18,207,605.00","16,845,650.00","24,203,888.00","43,762,817.00","58,934,141.00","79,016,000.00","128,949,000.00","86,843,000.00","97,927,000.00","95,288,000.00","87,427,000.00","82,930,000.00","89,487,000.00","107,257,000.00"
AMB,Ambition Group Limited,Annual Profit and Loss - EBITDA,"-1,320,575.00","-1,818,967.00","291,912.00","-26,214.00","1,027,231.00","3,361,659.00","5,796,864.00","6,401,000.00","-22,532,000.00","633,000.00","3,715,000.00","2,352,000.00","1,207,000.00","-614,000.00","1,693,000.00","2,443,000.00"
AMB,Ambition Group Limited,Annual Profit and Loss - EBIT,"-1,480,556.00","-2,534,326.00","-178,572.00","-361,523.00","743,457.00","2,975,444.00","5,347,048.00","5,744,000.00","-24,109,000.00","-357,000.00","2,798,000.00","1,517,000.00","171,000.00","-1,530,000.00","898,000.00","1,658,000.00"
AMB,Ambition Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-1,392,900.00","-5,949,934.00","-373,894.00","-539,583.00","560,260.00","1,807,722.00","3,673,578.00","4,046,000.00","-24,528,000.00","-7,581,000.00","1,910,000.00","1,316,000.00","69,000.00","-1,434,000.00","-144,000.00","1,006,000.00"
AMB,Ambition Group Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AMB,Ambition Group Limited,Annual Ratio Analysis - Net Profit Margin,-8.31%,-14.48%,-2.05%,-3.20%,2.31%,4.13%,6.23%,5.12%,-19.02%,-0.89%,1.97%,1.38%,0.08%,-1.70%,0.79%,1.05%
