ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
8CO,8Common Ltd,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"6,311,861.00","6,565,797.00"
8CO,8Common Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"3,426,104.00"
8CO,8Common Ltd,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"351,555.00"
8CO,8Common Ltd,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"-131,841.00"
8CO,8Common Ltd,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"-10,851.00"
8CO,8Common Ltd,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
8CO,8Common Ltd,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,--
8CO,8Common Ltd,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,-2.12%
8CO,8Common Ltd,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"11,880,000.00"
AB1,Animoca Brands Corporation Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"3,358,210.00","3,167,932.00","1,938,130.00","5,633,102.00","4,786,041.00","6,672,040.00","3,908,625.00","-2,973,098.00","1,765,773.00"
AB1,Animoca Brands Corporation Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,--,"11,256.00",--,--,"287,703.00","-2,801.00","1,138,118.00","8,555,265.00"
AB1,Animoca Brands Corporation Limited,Annual Profit and Loss - EBITDA, , , , , , , ,"-545,829.00","-960,322.00","-1,335,058.00","-1,500,171.00","-2,151,861.00","-1,079,603.00","-2,687,459.00","-1,114,201.00","-2,942,152.00"
AB1,Animoca Brands Corporation Limited,Annual Profit and Loss - EBIT, , , , , , , ,"-545,829.00","-960,322.00","-1,335,058.00","-1,500,171.00","-2,151,861.00","-1,079,603.00","-2,687,459.00","-1,114,201.00","-2,942,152.00"
AB1,Animoca Brands Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"-520,927.00","-842,007.00","-1,229,802.00","-1,314,284.00","-1,750,373.00","-2,478,116.00","-2,747,491.00","-7,754,861.00","-2,934,459.00"
AB1,Animoca Brands Corporation Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , ,--,--,--,--,--,--,--,--,--
AB1,Animoca Brands Corporation Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , ,--,--,--,--,--,--,--,--,-38.90%
AB1,Animoca Brands Corporation Limited,Annual Ratio Analysis - ROE, , , , , , , ,-15.51%,-26.58%,-63.45%,-23.33%,-36.57%,-17.53%,-67.76%,-92.64%,-166.19%
AB1,Animoca Brands Corporation Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,"6,150,000.00","6,365,250.00","1,944,937.50","8,760,024.96","14,235,040.56","11,051,025.16","947,230.73","9,083,613.40","25,965,709.74"
ACU,Activistic Limited,Annual Balance Sheet - Total Equity,"3,440,225.00","3,709,785.00","5,615,926.00","4,177,205.00","2,424,116.00","8,211,510.00","7,048,398.00","4,829,287.00","1,483,734.00","446,370.00","-269,026.00","950,698.00","767,245.00","109,025.00","-579,994.00","3,890,479.00"
ACU,Activistic Limited,Annual Profit and Loss - Total Revenue Excluding Int,"19,000.00","94,000.00","397,070.00","998,295.00","328,130.00","69,355.00","306,016.00","2,961,824.00","962,852.00","405,719.00","11,124.00",--,--,"7,246.00","9,297.00","100,000.00"
ACU,Activistic Limited,Annual Profit and Loss - EBITDA,"-1,197,316.00","-894,866.00","-932,170.00","-690,096.00","-4,355,360.00","-8,536,996.00","-12,870,389.00","-6,627,592.00","-3,654,470.00","-3,214,785.00","-1,841,336.00","-633,592.00","-563,562.00","-959,394.00","-859,581.00","-4,889,000.00"
ACU,Activistic Limited,Annual Profit and Loss - EBIT,"-1,198,789.00","-919,717.00","-958,525.00","-1,250,308.00","-4,372,014.00","-10,123,521.00","-14,343,997.00","-7,016,804.00","-3,775,178.00","-3,225,553.00","-1,842,613.00","-633,592.00","-563,562.00","-977,580.00","-859,581.00","-4,889,000.00"
ACU,Activistic Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-1,140,119.00","-1,939,008.00","-701,045.00","-3,156,099.00","-7,060,088.00","-9,799,997.00","-14,649,223.00","-7,646,701.00","-3,040,676.00","-2,660,485.00","-1,841,142.00","-609,043.00","-523,741.00","-965,711.00","-859,019.00","-4,889,000.00"
ACU,Activistic Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ACU,Activistic Limited,Annual Ratio Analysis - Net Profit Margin,--,--,--,--,"-14,717.21%","-14,769.04%","-20,632.30%",-262.85%,"-71,058.66%",--,--,--,--,"-13,050.62%","-9,164.71%",--
ACU,Activistic Limited,Annual Ratio Analysis - ROE,-33.14%,-22.61%,-15.96%,-28.75%,-168.34%,-119.34%,-253.16%,-185.63%,-217.67%,-640.77%,684.37%,-64.06%,-75.43%,"-1,683.79%",136.13%,-126.97%
ACU,Activistic Limited,Annual Ratio Analysis - Market Cap.($),"3,973,734.00","9,436,223.60","9,234,201.15","8,959,304.12","53,533,086.36","42,063,896.64","15,335,873.06","28,014,080.19","50,067,766.90","17,603,959.44","2,793,714.68","1,742,968.92","2,292,968.92","2,292,968.92","2,457,095.32","20,094,793.04"
ACX,Aconex Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"-34,400,000.00","-37,968,000.00"
ACX,Aconex Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"139,450,000.00"
ACX,Aconex Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"53,083,000.00"
ACX,Aconex Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"48,855,000.00"
ACX,Aconex Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"11,563,000.00"
ACX,Aconex Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
ACX,Aconex Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,14.02%
ACX,Aconex Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,-30.45%
ACX,Aconex Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"413,216,934.70"
AD1,ApplyDirect Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"7,127,210.00"
AD1,ApplyDirect Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , ,--
AD1,ApplyDirect Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , , ,0.00
AD1,ApplyDirect Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , , ,0.00
AD1,ApplyDirect Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00
AD1,ApplyDirect Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , , ,--
AD1,ApplyDirect Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , , ,--
AD1,ApplyDirect Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%
AD1,ApplyDirect Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , ,0.00
ADA,Adacel Technologies Limited,Annual Balance Sheet - Total Equity,"58,138,000.00","42,143,000.00","32,393,000.00","34,911,000.00","10,338,000.00","6,481,000.00","12,329,000.00","14,368,000.00","12,324,000.00","18,285,000.00","15,920,000.00","7,026,000.00","11,140,000.00","11,531,000.00","8,765,000.00","13,148,000.00"
ADA,Adacel Technologies Limited,Annual Profit and Loss - Total Revenue Excluding Int,"30,840,000.00","54,670,000.00","71,364,000.00","96,775,000.00","57,566,000.00","38,361,000.00","52,688,000.00","35,533,000.00","38,513,000.00","59,212,000.00","48,427,000.00","75,805,000.00","39,886,000.00","32,594,000.00","33,933,000.00","42,618,000.00"
ADA,Adacel Technologies Limited,Annual Profit and Loss - EBITDA,"3,171,000.00","16,382,000.00","3,903,000.00","-395,000.00","-11,233,000.00","-6,558,000.00","5,538,000.00","2,912,000.00","1,352,000.00","6,272,000.00","-2,021,000.00","-1,956,000.00","5,563,000.00","1,900,000.00","2,612,000.00","7,002,000.00"
ADA,Adacel Technologies Limited,Annual Profit and Loss - EBIT,"508,000.00","1,698,000.00","1,060,000.00","-5,636,000.00","-22,575,000.00","-8,045,000.00","4,069,000.00","1,609,000.00","-66,000.00","4,665,000.00","-2,908,000.00","-2,537,000.00","5,101,000.00","1,402,000.00","2,145,000.00","6,303,000.00"
ADA,Adacel Technologies Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,649,000.00","-27,467,000.00","-11,828,000.00","-3,668,000.00","-23,451,000.00","-9,150,000.00","4,939,000.00","2,572,000.00","1,810,000.00","6,796,000.00","-2,912,000.00","-2,960,000.00","4,402,000.00","810,000.00","-2,287,000.00","3,933,000.00"
ADA,Adacel Technologies Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ADA,Adacel Technologies Limited,Annual Ratio Analysis - Net Profit Margin,5.35%,1.61%,0.94%,-3.96%,-42.20%,-24.60%,9.45%,7.39%,4.81%,12.32%,-6.28%,-3.97%,11.42%,2.59%,-6.91%,9.57%
ADA,Adacel Technologies Limited,Annual Ratio Analysis - ROE,2.84%,2.09%,2.07%,-10.51%,-226.84%,-141.18%,40.06%,17.90%,14.69%,37.17%,-18.29%,-42.13%,39.52%,7.02%,-26.09%,30.52%
ADA,Adacel Technologies Limited,Annual Ratio Analysis - Market Cap.($),"111,037,907.50","82,081,776.96","45,151,175.50","41,466,197.52","30,287,905.58","24,507,986.72","39,387,835.80","67,567,903.48","26,406,254.07","40,726,728.90","26,739,446.50","15,103,657.52","31,025,370.92","33,855,661.08","23,874,113.70","49,542,611.25"
ADJ,Adslot Ltd,Annual Balance Sheet - Total Equity,"848,384.00","846,395.00","2,042,534.00","1,731,624.00","450,040.00","-872,636.00","1,057,198.00","6,217,520.00","3,766,391.00","1,604,046.00","11,827,226.00","28,088,371.00","21,130,607.00","15,320,252.00","37,193,216.00","34,948,447.00"
ADJ,Adslot Ltd,Annual Profit and Loss - Total Revenue Excluding Int,"2,276,176.00","3,029,190.00","1,838,197.00","464,490.00","1,127,113.00","2,067,424.00","1,664,929.00","8,356,767.00","12,157,447.00","21,831,260.00","5,451,807.00","4,521,552.00","4,450,008.00","4,202,947.00","5,454,275.00","7,040,742.00"
ADJ,Adslot Ltd,Annual Profit and Loss - EBITDA,"-1,099,605.00","-2,066,927.00","-902,039.00","-874,139.00","-3,176,465.00","-7,466,639.00","-4,338,144.00","-1,351,725.00","-6,642,797.00","-3,892,599.00","-3,684,134.00","-9,061,741.00","-5,564,742.00","-4,275,300.00","-5,336,412.00","-3,647,611.00"
ADJ,Adslot Ltd,Annual Profit and Loss - EBIT,"-1,649,059.00","-2,195,970.00","-1,061,306.00","-1,132,201.00","-3,858,101.00","-8,570,547.00","-4,418,215.00","-1,382,858.00","-6,823,317.00","-4,131,249.00","-4,336,299.00","-11,244,459.00","-8,223,248.00","-6,986,703.00","-10,361,433.00","-9,379,390.00"
ADJ,Adslot Ltd,Annual Profit and Loss - Reported NPAT After Abnorma,"-2,894,396.00","-2,652,373.00","196,083.00","-807,953.00","-3,898,174.00","-8,400,199.00","-4,291,172.00","-1,333,349.00","-6,720,666.00","-4,150,364.00","-4,218,601.00","-10,341,829.00","-7,331,658.00","-6,460,947.00","-10,095,562.00","-9,205,521.00"
ADJ,Adslot Ltd,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ADJ,Adslot Ltd,Annual Ratio Analysis - Net Profit Margin,-84.30%,-78.39%,-41.82%,-267.29%,-268.06%,-397.35%,-263.87%,-16.03%,-55.28%,-19.21%,-78.98%,-232.62%,-193.40%,-183.07%,-209.16%,-146.11%
ADJ,Adslot Ltd,Annual Ratio Analysis - ROE,-185.47%,-280.90%,-41.63%,-71.70%,-210.67%,"1,105.38%",-408.38%,-21.45%,-178.44%,-258.74%,-35.67%,-36.82%,-34.70%,-42.17%,-27.14%,-26.34%
ADJ,Adslot Ltd,Annual Ratio Analysis - Market Cap.($),"8,090,399.76","3,476,029.91","1,143,663.86","2,303,101.01","4,250,935.38","4,458,863.43","21,521,251.19","39,955,805.70","9,491,338.76","8,703,962.57","36,394,813.87","61,352,901.00","24,064,856.62","30,467,010.46","111,544,522.55","93,752,554.86"
AER,Aeeris Ltd,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"4,748,096.00","4,173,080.00"
AER,Aeeris Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"1,160,927.00"
AER,Aeeris Ltd,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"-655,754.00"
AER,Aeeris Ltd,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"-743,619.00"
AER,Aeeris Ltd,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"-722,216.00"
AER,Aeeris Ltd,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
AER,Aeeris Ltd,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,-74.30%
AER,Aeeris Ltd,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,-17.31%
AER,Aeeris Ltd,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"9,859,512.60"
AFY,Afterpay Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"39,880,000.00"
AFY,Afterpay Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , ,--
AFY,Afterpay Holdings Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , , ,0.00
AFY,Afterpay Holdings Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , , ,0.00
AFY,Afterpay Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00
AFY,Afterpay Holdings Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , , ,--
AFY,Afterpay Holdings Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , , ,--
AFY,Afterpay Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%
AFY,Afterpay Holdings Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , ,0.00
AHL,AHAlife Holdings Limited,Annual Balance Sheet - Total Equity,"11,157,073.00","64,994,139.00","59,028,330.00","45,262,373.00","30,427,804.00","11,243,058.00", ,"9,728,381.00","6,780,541.00","2,262,558.00","4,775,670.00","3,797,301.00","3,405,066.00", ,"-422,565.00","-452,134.00"
AHL,AHAlife Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int,"3,277,140.00","400,575.00","30,329.00","422,771.00","592,692.00","758,464.00", ,"2,060,607.00","2,818,311.00","3,915,988.00","5,942,665.00","3,304,049.00","3,560,226.00", ,0.00,--
AHL,AHAlife Holdings Limited,Annual Profit and Loss - EBITDA,"-1,006,244.00","-1,914,345.00","-4,139,717.00","-4,560,194.00","-4,474,397.00","-3,700,045.00", ,"-2,353,233.00","-2,118,141.00","-5,356,337.00","-2,880,288.00","-2,650,286.00","-2,137,471.00", ,"-258,087.00","-1,829,332.00"
AHL,AHAlife Holdings Limited,Annual Profit and Loss - EBIT,"-1,051,335.00","-5,989,602.00","-12,699,039.00","-13,112,084.00","-17,856,369.00","-17,069,957.00", ,"-2,430,071.00","-2,136,124.00","-5,398,456.00","-2,977,891.00","-2,863,712.00","-2,257,019.00", ,"-258,087.00","-1,829,332.00"
AHL,AHAlife Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"740,100.00","-11,222,934.00","-19,413,846.00","-19,146,409.00","-19,134,611.00","-24,013,450.00", ,"-2,867,412.00","-13,431,980.00","-6,806,073.00","-3,247,123.00","-3,084,423.00","-2,347,187.00", ,"2,798,752.00","-1,858,800.00"
AHL,AHAlife Holdings Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--, ,--,--,--,--,--,--, ,--,--
AHL,AHAlife Holdings Limited,Annual Ratio Analysis - Net Profit Margin,--,"-17,244.73%","-129,277.92%","-6,361.36%","-3,023.05%","-2,253.60%", ,-164.55%,-114.15%,-168.78%,-56.21%,-97.54%,-67.59%, ,--,--
AHL,AHAlife Holdings Limited,Annual Ratio Analysis - ROE,-8.52%,-11.89%,-24.91%,-35.24%,-58.88%,-152.03%, ,-14.83%,-47.45%,-249.00%,-67.99%,-81.23%,-68.93%, ,30.48%,400.06%
AHL,AHAlife Holdings Limited,Annual Ratio Analysis - Market Cap.($),"20,400,000.00","17,543,000.00","35,102,781.34","39,229,497.08","16,796,476.09","25,444,530.33", ,"32,736,120.35","18,709,122.39","32,145,970.90","15,478,687.38","4,951,475.47","4,459,156.33", ,"12,896.70","6,669,519.26"
ALU,Altium Limited,Annual Balance Sheet - Total Equity,"78,019,000.00","135,582,000.00","134,555,000.00","127,818,000.00","37,518,000.00","36,427,000.00","37,055,000.00","32,935,000.00","24,326,823.00","21,096,869.00","9,101,255.00","3,934,258.00","8,833,284.00","5,466,307.00","8,058,386.00","158,335,937.00"
ALU,Altium Limited,Annual Profit and Loss - Total Revenue Excluding Int,"32,629,000.00","53,228,000.00","52,186,000.00","46,653,000.00","40,490,000.00","39,959,000.00","45,365,000.00","53,281,000.00","69,763,141.00","62,474,735.00","52,757,245.00","45,015,364.00","54,039,839.00","66,747,169.00","75,333,333.00","105,421,875.00"
ALU,Altium Limited,Annual Profit and Loss - EBITDA,"12,498,000.00","23,607,000.00","12,927,000.00","7,025,000.00","5,071,000.00","2,182,000.00","6,954,000.00","6,592,000.00","598,379.00","7,590,584.00","-756,775.00","862,277.00","1,130,409.00","9,133,153.00","19,636,942.00","29,552,083.00"
ALU,Altium Limited,Annual Profit and Loss - EBIT,"10,389,000.00","18,971,000.00","5,302,000.00","-2,574,000.00","-5,259,000.00","-3,509,000.00","1,071,000.00","1,326,000.00","-4,004,778.00","1,989,154.00","-7,550,158.00","-4,781,637.00","-2,584,633.00","6,831,266.00","18,335,456.00","27,858,072.00"
ALU,Altium Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"8,018,000.00","12,598,000.00","2,253,000.00","-6,976,000.00","-88,020,000.00","-1,091,000.00","1,415,000.00","1,066,000.00","-2,907,749.00","-415,331.00","-12,147,131.00","-6,638,420.00","5,963,104.00","1,472,776.00","11,853,503.00","120,309,895.00"
ALU,Altium Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ALU,Altium Limited,Annual Ratio Analysis - Net Profit Margin,24.80%,23.72%,7.44%,-14.96%,-73.47%,-2.73%,3.15%,2.01%,-4.17%,2.07%,-23.02%,-12.34%,12.65%,6.34%,16.02%,115.19%
ALU,Altium Limited,Annual Ratio Analysis - ROE,10.28%,9.29%,2.88%,-5.46%,-79.15%,-3.00%,3.82%,3.24%,-11.95%,6.13%,-133.47%,-141.14%,77.38%,77.48%,149.10%,75.98%
ALU,Altium Limited,Annual Ratio Analysis - Market Cap.($),"343,767,935.00","438,137,800.00","94,641,721.92","34,714,140.63","31,697,805.24","16,729,397.21","26,414,837.70","111,433,761.25","49,039,104.95","29,423,462.97","19,615,641.98","8,709,270.76","38,935,563.42","148,589,912.70","277,518,266.90","572,678,335.66"
AMO,Ambertech Limited,Annual Balance Sheet - Total Equity, , , , , ,"16,739,000.00","16,868,000.00","18,621,000.00","19,554,000.00","20,312,000.00","20,057,000.00","19,982,000.00","15,305,000.00","13,157,000.00","12,239,000.00","10,539,000.00"
AMO,Ambertech Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,"53,121,000.00","51,467,000.00","60,340,000.00","69,783,000.00","71,526,000.00","66,991,000.00","66,728,000.00","51,374,000.00","54,429,000.00","48,400,000.00","50,135,000.00"
AMO,Ambertech Limited,Annual Profit and Loss - EBITDA, , , , , ,"5,418,000.00","2,881,000.00","4,128,000.00","5,346,000.00","3,217,000.00","2,936,000.00","871,000.00","-644,000.00","-239,000.00","-1,806,000.00","667,000.00"
AMO,Ambertech Limited,Annual Profit and Loss - EBIT, , , , , ,"4,949,000.00","2,543,000.00","3,794,000.00","5,040,000.00","2,847,000.00","2,657,000.00","599,000.00","-889,000.00","-589,000.00","-2,091,000.00","388,000.00"
AMO,Ambertech Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,"3,124,000.00","1,486,000.00","2,575,000.00","3,179,000.00","1,806,000.00","1,606,000.00","126,000.00","-4,693,000.00","-2,212,000.00","-1,000,000.00","-1,654,000.00"
AMO,Ambertech Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , ,--,--,--,--,--,--,--,--,--,--,--
AMO,Ambertech Limited,Annual Ratio Analysis - Net Profit Margin, , , , , ,5.90%,2.89%,4.30%,4.56%,2.52%,2.43%,0.19%,-1.40%,0.03%,-5.23%,-3.30%
AMO,Ambertech Limited,Annual Ratio Analysis - ROE, , , , , ,18.66%,8.81%,13.83%,16.26%,8.89%,8.01%,0.63%,-4.71%,0.11%,-20.63%,-15.69%
AMO,Ambertech Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,"22,221,360.00","14,655,319.88","21,188,730.45","19,960,398.25","13,769,181.45","12,851,236.02","9,477,686.11","7,337,563.44","7,031,831.63","6,114,636.20","4,127,379.44"
APX,Appen Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"15,600,000.00","28,658,000.00"
APX,Appen Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"82,696,000.00"
APX,Appen Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"14,180,000.00"
APX,Appen Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"12,753,000.00"
APX,Appen Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"8,308,000.00"
APX,Appen Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
APX,Appen Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,10.05%
APX,Appen Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,19.33%
APX,Appen Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"158,862,001.65"
ASZ,ASG Group Limited,Annual Balance Sheet - Total Equity,"7,590,912.00","605,083.00","-455,069.00","11,445,344.00","16,157,854.00","27,191,000.00","35,433,000.00","48,166,000.00","55,599,000.00","63,975,000.00","85,646,000.00","108,721,000.00","113,480,000.00","84,861,000.00","93,457,000.00","103,320,000.00"
ASZ,ASG Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"675,680.00","2,474,597.00","2,603,051.00","4,962,639.00","24,317,123.00","40,713,000.00","59,248,000.00","75,731,000.00","110,928,000.00","130,902,000.00","121,210,000.00","153,450,000.00","152,066,000.00","152,537,000.00","160,054,000.00","164,187,000.00"
ASZ,ASG Group Limited,Annual Profit and Loss - EBITDA,"-3,078,497.00","-4,287,419.00","-1,773,944.00","-164,640.00","4,049,168.00","4,687,000.00","7,192,000.00","11,147,000.00","16,322,000.00","20,389,000.00","21,593,000.00","28,148,000.00","30,024,000.00","-1,921,000.00","22,011,000.00","22,132,000.00"
ASZ,ASG Group Limited,Annual Profit and Loss - EBIT,"-3,579,763.00","-4,662,953.00","-2,174,565.00","-520,382.00","2,754,694.00","2,966,000.00","5,907,000.00","9,629,000.00","13,899,000.00","16,860,000.00","16,635,000.00","22,358,000.00","22,127,000.00","-9,236,000.00","15,521,000.00","15,187,000.00"
