ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AAU,Adcorp Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"5,274,000.00","4,559,000.00","4,006,000.00","4,447,000.00","4,911,000.00","4,253,000.00","3,656,000.00","-6,845,000.00","4,377,000.00","357,000.00","-7,101,000.00","1,270,000.00","1,489,000.00","-6,887,000.00","-2,605,000.00","159,000.00"
AAU,Adcorp Australia Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AAU,Adcorp Australia Limited,Annual Ratio Analysis - Net Profit Margin,4.58%,3.66%,3.37%,2.85%,2.68%,12.57%,11.19%,-20.93%,9.99%,0.41%,-11.56%,2.39%,5.53%,-33.36%,-14.15%,0.73%
AAU,Adcorp Australia Limited,Annual Ratio Analysis - ROE,36.43%,28.19%,20.14%,19.28%,19.45%,15.72%,14.85%,-47.57%,23.53%,1.82%,-91.06%,16.47%,17.67%,-438.98%,310.85%,-16.92%
AAU,Adcorp Australia Limited,Annual Ratio Analysis - Market Cap.($),"90,226,953.40","50,413,739.40","57,164,000.00","54,036,900.00","66,821,708.80","40,954,924.31","29,731,534.98","20,023,278.66","22,146,959.73","13,955,618.46","9,101,490.30","8,191,341.27","10,315,022.34","4,004,655.73","3,883,302.53","2,184,357.67"
ABV,Advanced Braking Technology Ltd,Annual Balance Sheet - Total Equity, ,"15,137,902.00","12,167,486.00","9,816,000.00","-4,437,000.00","-7,012,000.00","4,087,000.00","5,296,000.00","5,342,000.00","5,442,000.00","4,129,000.00","7,697,000.00","9,648,000.00","9,103,000.00","3,442,000.00","1,338,000.00"
ABV,Advanced Braking Technology Ltd,Annual Profit and Loss - Total Revenue Excluding Int, ,--,"250,100.00","1,490,000.00","2,071,000.00","2,365,000.00","2,133,000.00","2,547,000.00","4,379,000.00","3,680,000.00","4,635,000.00","7,135,000.00","7,870,000.00","8,108,000.00","6,229,000.00","6,869,000.00"
ABV,Advanced Braking Technology Ltd,Annual Profit and Loss - EBITDA, ,0.00,"-871,851.00","-5,430,000.00","-11,863,000.00","-4,562,000.00","-1,637,000.00","-1,926,000.00","-1,075,000.00","-1,954,000.00","-1,239,000.00","397,000.00","271,000.00","-342,000.00","-6,626,000.00","-1,379,000.00"
ABV,Advanced Braking Technology Ltd,Annual Profit and Loss - EBIT, ,0.00,"-1,726,203.00","-7,801,000.00","-14,243,000.00","-4,615,000.00","-1,695,000.00","-2,220,000.00","-1,356,000.00","-2,266,000.00","-1,571,000.00","32,000.00","-148,000.00","-913,000.00","-7,214,000.00","-1,745,000.00"
ABV,Advanced Braking Technology Ltd,Annual Profit and Loss - Reported NPAT After Abnorma, ,0.00,"-1,725,553.00","-7,821,000.00","-14,305,000.00","-4,490,000.00","-1,850,000.00","-1,939,000.00","-1,029,000.00","-1,946,000.00","-1,266,000.00","550,000.00","-123,000.00","-920,000.00","-7,543,000.00","-2,758,000.00"
ABV,Advanced Braking Technology Ltd,Annual Profit and Loss - Total Operating Income (ban, ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ABV,Advanced Braking Technology Ltd,Annual Ratio Analysis - Net Profit Margin, ,--,-689.95%,"-2,996.55%",0.00%,-590.79%,-128.83%,-75.95%,-23.27%,-55.19%,-27.83%,6.17%,-1.74%,-15.39%,-169.47%,-36.69%
ABV,Advanced Braking Technology Ltd,Annual Ratio Analysis - ROE, ,0.00%,-14.18%,-79.68%,0.00%,64.03%,-45.27%,-36.61%,-19.26%,-35.76%,-30.66%,5.31%,-1.27%,-10.11%,-219.15%,-160.69%
ABV,Advanced Braking Technology Ltd,Annual Ratio Analysis - Market Cap.($), ,0.00,"13,987,589.05","19,797,755.06","17,462,207.23","20,101,753.23","20,386,598.55","21,127,114.51","8,812,799.71","10,683,183.13","13,080,725.89","18,264,995.92","18,499,483.11","16,582,573.34","9,793,234.35","8,856,447.18"
ACO,Australian Careers Network Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"47,762,000.00","66,707,000.00"
ACO,Australian Careers Network Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"85,159,000.00"
ACO,Australian Careers Network Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"28,932,000.00"
ACO,Australian Careers Network Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"27,965,000.00"
ACO,Australian Careers Network Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"17,277,000.00"
ACO,Australian Careers Network Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
ACO,Australian Careers Network Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,23.78%
ACO,Australian Careers Network Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,29.92%
ACO,Australian Careers Network Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"147,816,587.88"
ADH,Adairs Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"64,756,000.00","77,952,000.00"
ADH,Adairs Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"211,044,000.00"
ADH,Adairs Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"23,025,000.00"
ADH,Adairs Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"18,439,000.00"
ADH,Adairs Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"745,000.00"
ADH,Adairs Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
ADH,Adairs Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,1.40%
ADH,Adairs Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,7.55%
ADH,Adairs Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"441,227,500.00"
AGI,Ainsworth Game Technology Limited,Annual Balance Sheet - Total Equity,"2,715,648.00","45,973,060.00","39,961,000.00","25,141,000.00","40,243,000.00","33,699,000.00","63,923,000.00","14,922,000.00","24,527,000.00","17,075,000.00","15,133,000.00","38,692,000.00","161,524,000.00","204,418,000.00","235,302,000.00","280,487,000.00"
AGI,Ainsworth Game Technology Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,"1,081,657.00","21,661,000.00","31,978,000.00","64,090,000.00","82,261,000.00","85,924,000.00","31,022,000.00","49,750,000.00","50,581,000.00","69,476,000.00","98,063,000.00","153,862,000.00","201,225,000.00","245,337,000.00","266,643,000.00"
AGI,Ainsworth Game Technology Limited,Annual Profit and Loss - EBITDA,"-2,960,236.00","-9,383,428.00","-6,159,000.00","-11,475,000.00","4,636,000.00","-1,114,000.00","12,831,000.00","-35,603,000.00","-8,557,000.00","-1,195,000.00","8,895,000.00","28,446,000.00","55,996,000.00","74,143,000.00","89,433,000.00","107,627,000.00"
AGI,Ainsworth Game Technology Limited,Annual Profit and Loss - EBIT,"-3,036,957.00","-9,848,410.00","-6,548,000.00","-12,733,000.00","2,795,000.00","-3,301,000.00","8,602,000.00","-39,330,000.00","-12,651,000.00","-6,149,000.00","4,588,000.00","23,056,000.00","50,809,000.00","66,013,000.00","79,069,000.00","91,208,000.00"
AGI,Ainsworth Game Technology Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-3,029,451.00","-9,864,632.00","-5,944,000.00","-14,820,000.00","2,122,000.00","-10,640,000.00","3,231,000.00","-49,485,000.00","-19,357,000.00","-12,542,000.00","-2,721,000.00","23,121,000.00","64,275,000.00","52,202,000.00","61,570,000.00","70,353,000.00"
AGI,Ainsworth Game Technology Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AGI,Ainsworth Game Technology Limited,Annual Ratio Analysis - Net Profit Margin,--,-920.32%,-27.44%,-40.24%,3.33%,-7.09%,3.79%,-159.75%,-39.06%,-27.77%,-3.93%,23.60%,43.49%,27.44%,25.22%,29.24%
AGI,Ainsworth Game Technology Limited,Annual Ratio Analysis - ROE,-111.56%,-21.46%,-14.87%,-51.06%,5.27%,-17.29%,5.05%,-331.62%,-78.92%,-73.45%,-17.98%,59.76%,39.79%,25.54%,26.17%,25.08%
AGI,Ainsworth Game Technology Limited,Annual Ratio Analysis - Market Cap.($),0.00,0.00,"128,800,000.00","43,125,000.00","73,930,188.50","68,625,273.42","65,079,740.00","76,564,498.80","25,104,780.00","18,689,114.00","25,104,780.00","100,419,120.00","675,807,300.00","1,297,764,780.00","1,205,001,820.00","828,411,230.00"
AHG,Automotive Holdings Group Limited,Annual Balance Sheet - Total Equity,"9,260,063.00","8,922,000.00","10,044,000.00","13,237,000.00","69,862,784.00","-7,940,000.00","137,718,000.00","292,476,000.00","318,806,000.00","350,299,000.00","379,610,000.00","452,750,000.00","457,921,000.00","486,476,000.00","664,378,000.00","695,643,000.00"
AHG,Automotive Holdings Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"118,951,301.00","139,633,000.00","151,182,000.00","157,817,000.00","134,040,000.00","98,270,000.00","87,297,000.00","2,229,532,000.00","3,416,704,000.00","3,075,361,000.00","3,243,785,000.00","3,331,366,000.00","3,914,677,000.00","4,274,765,000.00","4,732,165,000.00","5,242,987,000.00"
AHG,Automotive Holdings Group Limited,Annual Profit and Loss - EBITDA,"1,367,104.00","272,000.00","971,000.00","-373,000.00",0.00,"-13,847,000.00","-5,816,000.00","70,252,000.00","122,619,000.00","101,380,000.00","116,329,000.00","121,778,000.00","148,039,000.00","156,997,000.00","178,614,000.00","215,774,000.00"
AHG,Automotive Holdings Group Limited,Annual Profit and Loss - EBIT,"6,960.00","-959,000.00","542,000.00","-868,000.00",0.00,"-14,159,000.00","-6,088,000.00","61,793,000.00","109,173,000.00","86,440,000.00","99,484,000.00","102,310,000.00","121,573,000.00","128,622,000.00","148,264,000.00","175,225,000.00"
AHG,Automotive Holdings Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-182,000.00","-1,607,000.00","-278,000.00","-36,169,000.00",0.00,"-15,214,000.00","-9,152,000.00","33,216,000.00","53,553,000.00","24,927,000.00","62,060,000.00","33,153,000.00","53,552,000.00","69,906,000.00","76,289,000.00","94,115,000.00"
AHG,Automotive Holdings Group Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AHG,Automotive Holdings Group Limited,Annual Ratio Analysis - Net Profit Margin,-0.24%,-1.23%,-0.24%,-0.94%,--,-16.01%,-10.18%,1.22%,1.56%,1.38%,1.70%,1.53%,1.54%,1.56%,1.66%,1.81%
AHG,Automotive Holdings Group Limited,Annual Ratio Analysis - ROE,-3.43%,-20.99%,-4.02%,-12.38%,0.00%,189.35%,55.04%,9.29%,16.71%,12.10%,14.63%,11.36%,13.28%,13.98%,12.08%,14.01%
AHG,Automotive Holdings Group Limited,Annual Ratio Analysis - Market Cap.($),"7,649,757.88","6,071,803.20","4,509,162.70","24,938,389.60",0.00,"5,385,837.34","9,073,048.70","831,666,447.15","430,928,469.00","314,960,829.04","509,604,914.25","579,865,136.07","643,887,449.66","834,186,169.60","1,118,876,245.05","1,223,100,333.63"
AHX,Apiam Animal Health Limited,Annual Balance Sheet - Total Equity,"178,537,000.00", , , , , , , , , , , , , , ,"45,235,000.00"
AHX,Apiam Animal Health Limited,Annual Profit and Loss - Total Revenue Excluding Int,"377,533,000.00", , , , , , , , , , , , , , ,--
AHX,Apiam Animal Health Limited,Annual Profit and Loss - EBITDA,"24,449,000.00", , , , , , , , , , , , , , ,0.00
AHX,Apiam Animal Health Limited,Annual Profit and Loss - EBIT,"8,737,000.00", , , , , , , , , , , , , , ,0.00
AHX,Apiam Animal Health Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-79,451,000.00", , , , , , , , , , , , , , ,0.00
AHX,Apiam Animal Health Limited,Annual Profit and Loss - Total Operating Income (ban,--, , , , , , , , , , , , , , ,--
AHX,Apiam Animal Health Limited,Annual Ratio Analysis - Net Profit Margin,3.72%, , , , , , , , , , , , , , ,--
AHX,Apiam Animal Health Limited,Annual Ratio Analysis - ROE,7.51%, , , , , , , , , , , , , , ,0.00%
AHX,Apiam Animal Health Limited,Annual Ratio Analysis - Market Cap.($),"79,033,115.83", , , , , , , , , , , , , , ,0.00
AKG,Academies Australasia Group Limited,Annual Balance Sheet - Total Equity,"8,405,754.00","7,486,998.00","7,275,716.00","4,556,097.00","1,820,942.00","1,466,000.00","1,341,309.00","1,540,047.00","7,189,765.00","8,135,490.00","9,452,011.00","13,417,286.00","14,495,371.00","15,292,000.00","31,594,000.00","25,562,000.00"
AKG,Academies Australasia Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"13,287,619.00","11,767,380.00","9,036,128.00","10,594,844.00","8,699,038.00","8,721,500.00","9,694,763.00","11,629,985.00","20,178,995.00","17,061,221.00","18,108,483.00","25,109,063.00","33,763,696.00","37,763,000.00","45,715,000.00","57,470,000.00"
AKG,Academies Australasia Group Limited,Annual Profit and Loss - EBITDA,"-762,494.00","1,350,746.00","618,736.00","773,600.00","-317,467.00","-927,418.00","-270,754.00","1,013,382.00","5,363,298.00","2,780,766.00","2,693,017.00","3,838,592.00","4,918,296.00","5,424,000.00","8,077,000.00","2,348,000.00"
AKG,Academies Australasia Group Limited,Annual Profit and Loss - EBIT,"-1,171,613.00","1,058,087.00","148,954.00","248,225.00","-795,305.00","-1,595,199.00","-545,628.00","680,799.00","4,952,992.00","2,432,110.00","2,382,857.00","3,343,611.00","4,191,523.00","4,709,000.00","7,310,000.00","829,000.00"
AKG,Academies Australasia Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,618,000.00","164,000.00","-211,282.00","-2,969,619.00","-2,735,155.00","-2,083,000.00","-984,972.00","317,691.00","6,008,413.00","1,757,536.00","1,657,856.00","2,255,974.00","2,973,993.00","3,269,000.00","5,400,000.00","173,000.00"
AKG,Academies Australasia Group Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AKG,Academies Australasia Group Limited,Annual Ratio Analysis - Net Profit Margin,--,1.89%,-2.35%,8.99%,-32.09%,-24.02%,-10.48%,2.74%,29.84%,10.38%,9.98%,9.26%,7.58%,9.14%,12.15%,0.67%
AKG,Academies Australasia Group Limited,Annual Ratio Analysis - ROE,5.14%,2.19%,-2.90%,20.79%,-150.21%,-142.09%,-73.43%,20.63%,83.57%,21.60%,18.68%,17.71%,18.19%,21.38%,16.83%,1.50%
AKG,Academies Australasia Group Limited,Annual Ratio Analysis - Market Cap.($),"11,047,553.79","2,279,056.20","2,165,103.39","2,379,056.20","1,903,244.96","2,141,150.58","1,903,244.96","3,806,489.92","20,295,281.00","12,177,168.60","15,709,413.56","25,965,175.50","21,716,328.60","41,803,551.66","741,275,488.80","40,961,899.44"
AKP,Audio Pixel Holdings Limited,Annual Balance Sheet - Total Equity, , , , ,"3,100,025.00","3,170,045.00","3,235,219.00","3,286,554.00","3,376,349.00","3,223,414.00","8,564,956.00","6,247,538.00","9,286,071.00","7,706,338.00","4,170,842.00","719,979.00"
AKP,Audio Pixel Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,"80,683.00","172,134.00","202,229.00","173,559.00","368,882.00","411,600.00","127,841.00","132,760.00","161,884.00","1,244,876.00","1,974,986.00"
AKP,Audio Pixel Holdings Limited,Annual Profit and Loss - EBITDA, , , , ,0.00,"-85,038.00","26,221.00","24,849.00","38,700.00","-2,803.00","-500,349.00","-2,834,036.00","-2,342,704.00","-2,032,719.00","-2,698,723.00","-1,347,641.00"
AKP,Audio Pixel Holdings Limited,Annual Profit and Loss - EBIT, , , , ,0.00,"-85,038.00","26,221.00","24,849.00","38,700.00","-2,803.00","-538,659.00","-3,045,063.00","-2,509,549.00","-2,190,228.00","-2,840,807.00","-1,495,249.00"
AKP,Audio Pixel Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,0.00,"-29,980.00","56,780.00","50,755.00","90,375.00","-247,015.00","-530,606.00","-2,930,697.00","-2,622,099.00","-2,147,576.00","-2,796,787.00","-1,840,940.00"
AKP,Audio Pixel Holdings Limited,Annual Profit and Loss - Total Operating Income (ban, , , , ,--,--,--,--,--,--,--,--,--,--,--,--
AKP,Audio Pixel Holdings Limited,Annual Ratio Analysis - Net Profit Margin, , , , ,--,--,--,--,--,--,--,--,--,--,--,--
AKP,Audio Pixel Holdings Limited,Annual Ratio Analysis - ROE, , , , ,0.00%,-0.95%,1.76%,1.54%,2.68%,-2.39%,-7.59%,-46.91%,-26.73%,-26.57%,-67.06%,-255.69%
AKP,Audio Pixel Holdings Limited,Annual Ratio Analysis - Market Cap.($), , , , ,0.00,"12,000,093.75","5,920,046.25","4,320,033.75","3,280,025.62","2,560,020.00","84,640,575.00","139,757,778.00","136,695,916.00","97,686,778.60","253,471,483.42","217,224,547.15"
ALL,Aristocrat Leisure Limited,Annual Balance Sheet - Total Equity,"158,655,000.00","350,611,000.00","398,061,000.00","218,678,000.00","374,190,000.00","351,557,000.00","364,969,000.00","320,801,000.00","192,429,000.00","153,861,000.00","187,872,000.00","252,144,000.00","276,524,000.00","375,429,000.00","706,080,000.00","917,423,000.00"
ALL,Aristocrat Leisure Limited,Annual Profit and Loss - Total Revenue Excluding Int,"541,208,000.00","768,694,000.00","973,476,000.00","989,874,000.00","1,141,523,000.00","1,300,228,000.00","1,081,989,000.00","1,136,930,000.00","1,106,175,000.00","922,368,000.00","698,662,000.00","705,369,000.00","582,103,000.00","810,469,000.00","848,263,000.00","1,593,775,000.00"
ALL,Aristocrat Leisure Limited,Annual Profit and Loss - EBITDA,"111,059,000.00","158,863,000.00","174,332,000.00","148,153,000.00","314,626,000.00","398,111,000.00","366,707,000.00","368,693,000.00","252,779,000.00","212,801,000.00","117,602,000.00","143,238,000.00","91,161,000.00","183,041,000.00","246,462,000.00","515,844,000.00"
ALL,Aristocrat Leisure Limited,Annual Profit and Loss - EBIT,"94,510,000.00","132,788,000.00","137,176,000.00","103,478,000.00","274,794,000.00","358,376,000.00","335,292,000.00","332,258,000.00","212,548,000.00","169,987,000.00","80,691,000.00","106,054,000.00","62,695,000.00","140,202,000.00","202,406,000.00","354,460,000.00"
ALL,Aristocrat Leisure Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"64,737,000.00","86,253,000.00","80,095,000.00","-106,040,000.00","174,719,000.00","244,321,000.00","240,055,000.00","247,936,000.00","101,927,000.00","-157,299,000.00","77,751,000.00","66,899,000.00","46,551,000.00","107,200,000.00","-16,429,000.00","186,430,000.00"
ALL,Aristocrat Leisure Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ALL,Aristocrat Leisure Limited,Annual Ratio Analysis - Net Profit Margin,12.16%,11.22%,8.27%,5.50%,15.37%,18.85%,22.24%,21.97%,12.97%,12.81%,8.02%,9.39%,7.82%,13.26%,19.30%,12.15%
ALL,Aristocrat Leisure Limited,Annual Ratio Analysis - ROE,40.89%,24.55%,20.15%,24.68%,46.69%,69.50%,65.67%,77.21%,72.80%,75.19%,28.74%,25.95%,21.80%,28.25%,23.17%,20.87%
ALL,Aristocrat Leisure Limited,Annual Ratio Analysis - Market Cap.($),"2,184,494,748.51","2,978,165,546.40","2,135,347,994.52","808,789,552.48","4,745,138,861.10","5,796,999,072.48","7,436,640,611.40","5,223,324,386.25","1,766,679,042.00","2,144,184,978.96","1,596,611,890.90","1,194,998,252.80","1,483,314,546.43","2,547,551,377.14","3,679,329,957.52","5,485,600,031.52"
AMA,Ama Group Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"26,976,000.00","61,760,000.00","-1,067,000.00","6,725,000.00","19,144,000.00","24,582,000.00","43,356,000.00","44,628,000.00","48,370,000.00"
AMA,Ama Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,"36,484,000.00","107,426,000.00","44,902,000.00","51,273,000.00","53,807,000.00","62,840,000.00","65,058,000.00","64,095,000.00","95,770,000.00"
AMA,Ama Group Limited,Annual Profit and Loss - EBITDA, , , , , , , ,"5,212,000.00","10,954,000.00","-17,281,000.00","8,636,000.00","8,505,000.00","11,385,000.00","9,283,000.00","9,153,000.00","14,406,000.00"
AMA,Ama Group Limited,Annual Profit and Loss - EBIT, , , , , , , ,"4,714,000.00","9,873,000.00","-17,999,000.00","8,081,000.00","8,024,000.00","10,979,000.00","8,886,000.00","8,674,000.00","13,092,000.00"
AMA,Ama Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"3,656,000.00","6,130,000.00","-59,787,000.00","4,793,000.00","12,039,000.00","7,665,000.00","7,190,000.00","5,655,000.00","9,090,000.00"
AMA,Ama Group Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , ,--,--,--,--,--,--,--,--,--
AMA,Ama Group Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , ,10.51%,5.84%,-41.97%,11.45%,20.32%,13.05%,10.75%,9.43%,9.84%
AMA,Ama Group Limited,Annual Ratio Analysis - ROE, , , , , , , ,14.11%,10.15%,"1,766.26%",87.30%,56.45%,33.37%,16.02%,13.25%,19.19%
AMA,Ama Group Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,"41,767,714.53","42,204,449.38","2,641,629.98","11,606,201.81","30,528,223.55","40,916,287.20","92,802,857.28","95,261,524.46","200,550,577.80"
APE,AP Eagers Limited,Annual Balance Sheet - Total Equity,"72,562,000.00","76,259,000.00","84,826,000.00","128,995,000.00","149,436,000.00","161,039,000.00","239,478,000.00","303,544,000.00","311,107,000.00","330,639,000.00","360,217,000.00","380,615,000.00","468,536,000.00","539,125,000.00","591,056,000.00","703,009,000.00"
