ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AAP,Australian Agricultural Projects Limited,Annual Ratio Analysis - Market Cap.($),"1,671,280,815.48", , , ,"24,756,250.42","21,709,000.34","33,817,000.56","15,265,250.22","4,732,851.85","2,448,026.82","3,264,035.76","1,632,017.88","1,632,017.88","1,675,942.22","1,523,583.84","1,828,300.61"
ABT,Abundant Produce Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"4,442,148.00"
ABT,Abundant Produce Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , ,--
ABT,Abundant Produce Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , , ,0.00
ABT,Abundant Produce Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , , ,0.00
ABT,Abundant Produce Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00
ABT,Abundant Produce Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , , ,--
ABT,Abundant Produce Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , , ,--
ABT,Abundant Produce Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%
ABT,Abundant Produce Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , ,0.00
AHF,Australian Dairy Farms Group,Annual Balance Sheet - Total Equity,"4,891,737.00","2,804,300.00", , , , ,"6,340,583.00","5,504,920.00","116,367.00",--,"913,938.00","857,363.00","904,282.00","709,571.00","483,449.00","25,086,678.00"
AHF,Australian Dairy Farms Group,Annual Profit and Loss - Total Revenue Excluding Int,"540,548.00","515,945.00", , , , ,"1,728,004.00","2,812,956.00","3,297,584.00","1,359,054.00","289,607.00",--,--,"79,033.00",--,"2,811,534.00"
AHF,Australian Dairy Farms Group,Annual Profit and Loss - EBITDA,"232,295.00","234,108.00", , , , ,"-1,452,658.00","-511,196.00","-4,770,397.00","-1,242,616.00",-908.00,"-66,449.00","-63,592.00","-106,963.00","-426,356.00","-1,086,293.00"
AHF,Australian Dairy Farms Group,Annual Profit and Loss - EBIT,"232,295.00","234,108.00", , , , ,"-1,691,330.00","-1,079,598.00","-5,608,476.00","-1,322,669.00",-908.00,"-66,449.00","-63,592.00","-106,963.00","-426,356.00","-1,198,965.00"
AHF,Australian Dairy Farms Group,Annual Profit and Loss - Reported NPAT After Abnorma,"110,654.00","-1,224,123.00", , , , ,"-1,728,603.00","-894,209.00","-5,516,710.00","-1,325,380.00","206,557.00","-56,575.00","-47,256.00","-100,536.00","-423,889.00","-2,051,668.00"
AHF,Australian Dairy Farms Group,Annual Profit and Loss - Total Operating Income (ban,--,--, , , , ,--,--,--,--,--,--,--,--,--,--
AHF,Australian Dairy Farms Group,Annual Ratio Analysis - Net Profit Margin,--,--, , , , ,--,-33.62%,"-34,076.90%",-367.27%,--,--,--,-127.21%,--,-52.88%
AHF,Australian Dairy Farms Group,Annual Ratio Analysis - ROE,11.30%,9.84%, , , , ,-27.26%,-16.24%,"-4,740.79%",--,22.60%,-6.60%,-5.23%,-14.17%,-87.68%,-21.95%
AHF,Australian Dairy Farms Group,Annual Ratio Analysis - Market Cap.($),"2,932,453.40","1,759,472.04", , , , ,"15,400,000.00","15,400,000.00","2,100,000.00","438,563.79","1,219,734.66","1,036,774.46","487,893.86","853,814.26","1,097,761.19","31,225,243.40"
AHY,Asaleo Care Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"467,500,000.00","387,833,000.00","337,167,000.00"
AHY,Asaleo Care Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , ,--,"632,926,000.00","623,044,000.00"
AHY,Asaleo Care Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , ,0.00,"93,049,000.00","144,353,000.00"
AHY,Asaleo Care Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , ,0.00,"68,123,000.00","117,652,000.00"
AHY,Asaleo Care Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,0.00,"2,986,000.00","75,626,000.00"
AHY,Asaleo Care Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , ,--,--,--
AHY,Asaleo Care Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , ,--,1.70%,12.39%
AHY,Asaleo Care Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,0.00%,2.76%,22.87%
AHY,Asaleo Care Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , ,0.00,"1,001,759,260.44","903,523,155.81"
AVG,Australian Vintage Ltd,Annual Balance Sheet - Total Equity,"40,228,000.00","46,025,000.00","226,093,000.00","270,452,000.00","332,641,000.00","361,288,000.00","339,479,000.00","341,945,000.00","343,295,000.00","218,234,000.00","227,801,000.00","233,228,000.00","236,869,000.00","240,899,000.00","288,237,000.00","292,360,000.00"
AVG,Australian Vintage Ltd,Annual Profit and Loss - Total Revenue Excluding Int,"63,224,000.00","85,864,000.00","101,172,000.00","285,014,000.00","433,844,000.00","421,582,000.00","364,390,000.00","289,028,000.00","272,040,000.00","303,828,000.00","242,506,000.00","232,198,000.00","230,487,000.00","217,884,000.00","223,659,000.00","242,889,000.00"
AVG,Australian Vintage Ltd,Annual Profit and Loss - EBITDA,"11,330,000.00","13,930,000.00","18,314,000.00","66,372,000.00","76,631,000.00","67,176,000.00","3,713,000.00","10,882,000.00","28,376,000.00","24,540,000.00","30,720,000.00","36,111,000.00","30,391,000.00","31,149,000.00","30,873,000.00","24,054,000.00"
AVG,Australian Vintage Ltd,Annual Profit and Loss - EBIT,"10,913,000.00","13,386,000.00","17,654,000.00","55,806,000.00","63,985,000.00","54,135,000.00","-7,404,000.00","492,000.00","19,090,000.00","16,457,000.00","23,566,000.00","29,279,000.00","23,364,000.00","24,079,000.00","23,799,000.00","17,420,000.00"
AVG,Australian Vintage Ltd,Annual Profit and Loss - Reported NPAT After Abnorma,"6,610,000.00","8,653,000.00","-47,675,000.00","32,204,000.00","40,248,000.00","35,895,000.00","-11,546,000.00","-5,944,000.00","1,344,000.00","-123,641,000.00","9,093,000.00","6,564,000.00","7,067,000.00","7,070,000.00","10,544,000.00","9,366,000.00"
AVG,Australian Vintage Ltd,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AVG,Australian Vintage Ltd,Annual Ratio Analysis - Net Profit Margin,10.64%,11.06%,11.47%,11.34%,10.98%,8.89%,-3.25%,-2.06%,2.07%,1.48%,3.40%,4.52%,3.09%,3.38%,4.91%,4.06%
AVG,Australian Vintage Ltd,Annual Ratio Analysis - ROE,16.36%,18.73%,5.06%,11.91%,11.20%,9.94%,-3.40%,-1.74%,1.61%,1.96%,3.55%,4.38%,2.98%,2.93%,3.66%,3.20%
AVG,Australian Vintage Ltd,Annual Ratio Analysis - Market Cap.($),"132,310,390.10","153,897,920.85","437,830,925.20","384,999,410.80","512,456,190.48","448,673,409.75","300,147,647.50","276,012,521.55","148,428,954.14","18,633,937.96","27,001,866.57","36,002,488.76","44,877,855.28","63,042,302.58","74,323,962.24","84,775,769.43"
AWY,Australian Whiskey Holdings Limited,Annual Balance Sheet - Total Equity, , , ,"9,227,061.00","7,286,953.00","8,518,382.00","3,317,050.00","4,456,519.00","2,000,585.00","316,237.00","295,865.00","53,220.00","-90,919.00","-106,027.00","2,145,642.00","2,212,023.00"
AWY,Australian Whiskey Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , ,--,"453,424.00","389,323.00","615,333.00","456,877.00","732,796.00","326,315.00","187,662.00","131,732.00","88,848.00","30,178.00",--,--
AWY,Australian Whiskey Holdings Limited,Annual Profit and Loss - EBITDA, , , ,0.00,"-2,224,762.00","-4,061,994.00","-5,003,694.00","-3,257,776.00","-2,411,689.00","-1,816,430.00","-511,507.00","-268,483.00","-9,609.00","-569,479.00","-263,916.00","-211,128.00"
AWY,Australian Whiskey Holdings Limited,Annual Profit and Loss - EBIT, , , ,0.00,"-2,593,535.00","-4,644,879.00","-5,445,616.00","-3,460,163.00","-2,592,791.00","-1,961,087.00","-544,083.00","-335,935.00","-109,753.00","-569,479.00","-263,916.00","-211,128.00"
AWY,Australian Whiskey Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , ,0.00,"-2,469,336.00","-4,402,814.00","-5,253,706.00","-3,389,170.00","-2,450,542.00","-1,928,196.00","-527,535.00","-329,476.00","-123,555.00","-588,713.00","-421,748.00","-240,970.00"
AWY,Australian Whiskey Holdings Limited,Annual Profit and Loss - Total Operating Income (ban, , , ,--,--,--,--,--,--,--,--,--,--,--,--,--
AWY,Australian Whiskey Holdings Limited,Annual Ratio Analysis - Net Profit Margin, , , ,--,"-1,090.23%","-4,820.94%","-1,942.87%","-1,560.94%",-459.76%,"-1,262.22%","-2,989.54%","-2,857.80%",-139.06%,--,--,--
AWY,Australian Whiskey Holdings Limited,Annual Ratio Analysis - ROE, , , ,0.00%,-33.81%,-51.66%,-158.38%,-76.05%,-122.49%,-609.73%,-178.30%,-619.08%,135.90%,555.25%,-19.66%,-10.69%
AWY,Australian Whiskey Holdings Limited,Annual Ratio Analysis - Market Cap.($), , , ,0.00,"30,419,112.08","25,707,240.78","14,501,520.44","6,508,674.27","2,270,467.77","929,187.23","1,548,645.39","1,068,565.31","356,188.44","1,059,257.09","7,779,285.15","4,255,687.45"
AYB,Australian Natural Proteins Limited,Annual Balance Sheet - Total Equity, ,"5,211,316.00","2,519,510.00","1,114,147.00","1,504,697.00","1,006,570.00","582,034.00","881,659.00","864,927.00","1,072,157.00","531,722.00","33,327.00","-333,571.00","8,690,513.00","2,263,272.00","-597,594.00"
AYB,Australian Natural Proteins Limited,Annual Profit and Loss - Total Revenue Excluding Int, ,--,"111,068.00","207,293.00","180,253.00","281,350.00","361,378.00","174,653.00","467,252.00","522,750.00","501,333.00","663,974.00","365,790.00","2,405,659.00","4,803.00",68.00
AYB,Australian Natural Proteins Limited,Annual Profit and Loss - EBITDA, ,0.00,"-1,801,740.00","-1,309,356.00","-1,383,605.00","-1,113,549.00","-743,558.00","-625,872.00","-2,037,755.00","-465,362.00","-520,672.00","-548,462.00","-410,478.00","-3,416,928.00","-1,083,079.00","-310,020.00"
AYB,Australian Natural Proteins Limited,Annual Profit and Loss - EBIT, ,0.00,"-1,921,697.00","-1,468,032.00","-1,646,541.00","-1,152,539.00","-790,207.00","-676,064.00","-2,070,029.00","-532,635.00","-535,053.00","-557,448.00","-417,343.00","-3,815,982.00","-1,124,510.00","-325,078.00"
AYB,Australian Natural Proteins Limited,Annual Profit and Loss - Reported NPAT After Abnorma, ,0.00,"-2,308,563.00","-1,405,363.00","-1,574,964.00","-1,109,847.00","-771,969.00","-655,776.00","-1,959,783.00","-497,548.00","-524,481.00","-557,194.00","-442,641.00","-4,444,322.00","-7,973,286.00","-2,860,866.00"
AYB,Australian Natural Proteins Limited,Annual Profit and Loss - Total Operating Income (ban, ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AYB,Australian Natural Proteins Limited,Annual Ratio Analysis - Net Profit Margin, ,--,"-1,680.96%",-684.83%,-869.73%,-394.47%,-213.62%,-375.47%,-419.43%,-127.53%,-107.15%,-168.42%,-149.62%,-184.74%,--,--
AYB,Australian Natural Proteins Limited,Annual Ratio Analysis - ROE, ,0.00%,-59.28%,-127.62%,-104.19%,-110.26%,-132.63%,-74.38%,-226.58%,-46.41%,-98.64%,"-1,668.24%",132.70%,-51.14%,-50.06%,55.33%
AYB,Australian Natural Proteins Limited,Annual Ratio Analysis - Market Cap.($), ,0.00,"12,141,422.64","11,804,160.90","7,850,396.40","8,730,476.15","3,333,538.53","3,490,078.84","3,233,495.34","2,190,368.47","821,388.18","1,368,980.30","32,855.25","10,173,058.03","5,466,120.73","3,188,570.43"
BAL,Bellamy's Australia Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"15,592,000.00","48,911,000.00"
BAL,Bellamy's Australia Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"126,247,000.00"
BAL,Bellamy's Australia Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"14,045,000.00"
BAL,Bellamy's Australia Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"13,598,000.00"
BAL,Bellamy's Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"9,073,000.00"
BAL,Bellamy's Australia Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
BAL,Bellamy's Australia Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,8.29%
BAL,Bellamy's Australia Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,21.23%
BAL,Bellamy's Australia Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"415,151,713.04"
BGA,Bega Cheese Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"224,450,000.00", ,"246,440,000.00","261,952,000.00","314,388,000.00","312,666,000.00"
BGA,Bega Cheese Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--, ,"935,465,000.00","1,018,434,000.00","1,145,331,000.00","1,120,147,000.00"
BGA,Bega Cheese Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , ,0.00, ,"56,565,000.00","64,269,000.00","70,152,000.00","41,978,000.00"
BGA,Bega Cheese Limited,Annual Profit and Loss - EBIT, , , , , , , , , , ,0.00, ,"35,855,000.00","43,484,000.00","48,146,000.00","19,648,000.00"
BGA,Bega Cheese Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,0.00, ,"20,429,000.00","25,445,000.00","66,055,000.00","12,408,000.00"
BGA,Bega Cheese Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , ,--, ,--,--,--,--
BGA,Bega Cheese Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , ,--, ,1.89%,2.52%,2.78%,1.10%
BGA,Bega Cheese Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,0.00%, ,4.74%,9.71%,9.47%,3.93%
BGA,Bega Cheese Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00, ,"242,395,200.00","391,814,280.00","741,438,020.00","660,770,990.00"
BKL,Blackmores Limited,Annual Balance Sheet - Total Equity,"17,416,000.00","18,646,000.00","18,755,000.00","22,695,000.00","27,552,000.00","30,567,000.00","36,786,000.00","43,486,000.00","50,351,000.00","58,563,000.00","71,790,000.00","79,112,000.00","86,280,000.00","98,051,000.00","104,226,000.00","132,915,000.00"
BKL,Blackmores Limited,Annual Profit and Loss - Total Revenue Excluding Int,"79,745,000.00","76,497,000.00","82,823,000.00","94,850,000.00","117,999,000.00","137,033,000.00","150,186,000.00","172,567,000.00","180,083,000.00","201,715,000.00","217,093,000.00","236,592,000.00","262,100,000.00","327,539,000.00","347,751,000.00","473,358,000.00"
BKL,Blackmores Limited,Annual Profit and Loss - EBITDA,"9,825,000.00","10,567,000.00","10,132,000.00","11,994,000.00","16,260,000.00","19,623,000.00","21,976,000.00","26,169,000.00","29,322,000.00","32,779,000.00","40,887,000.00","46,062,000.00","46,879,000.00","44,693,000.00","46,055,000.00","78,655,000.00"
BKL,Blackmores Limited,Annual Profit and Loss - EBIT,"8,657,000.00","9,310,000.00","8,583,000.00","10,126,000.00","14,077,000.00","17,742,000.00","20,121,000.00","24,597,000.00","27,413,000.00","30,335,000.00","36,746,000.00","41,533,000.00","41,957,000.00","38,703,000.00","39,789,000.00","72,264,000.00"
BKL,Blackmores Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"5,383,000.00","5,489,000.00","5,102,000.00","6,201,000.00","9,307,000.00","11,736,000.00","14,451,000.00","16,671,000.00","19,086,000.00","20,782,000.00","24,297,000.00","27,305,000.00","27,806,000.00","24,976,000.00","25,429,000.00","46,556,000.00"
BKL,Blackmores Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BKL,Blackmores Limited,Annual Ratio Analysis - Net Profit Margin,6.76%,7.18%,6.27%,6.55%,8.04%,8.73%,9.20%,9.71%,10.67%,10.37%,11.30%,11.65%,10.66%,7.65%,7.33%,9.87%
BKL,Blackmores Limited,Annual Ratio Analysis - ROE,30.91%,29.44%,27.20%,27.32%,33.78%,38.39%,37.01%,38.34%,37.91%,35.49%,33.84%,34.51%,32.23%,25.47%,24.40%,35.03%
BKL,Blackmores Limited,Annual Ratio Analysis - Market Cap.($),"86,255,193.00","97,575,302.50","99,751,821.62","95,673,746.32","158,504,850.00","205,518,597.90","221,211,049.60","329,697,548.88","265,370,564.80","262,429,968.00","371,904,927.30","447,072,596.40","440,468,726.25","457,227,538.86","465,484,262.40","1,296,471,856.68"
BNV,Brand New Vintage Limited,Annual Balance Sheet - Total Equity,"25,357,000.00","26,065,774.00","38,485,000.00","39,855,000.00","36,966,000.00","-1,107,000.00","-1,148,885.00","57,520.00","7,298,258.00","7,505,876.00","7,186,234.00","3,212,618.00","3,217,611.00","3,018,872.00","959,371.00","410,626.00"
BNV,Brand New Vintage Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,"6,289,551.00","15,889,000.00","20,439,000.00","30,366,000.00","48,263,000.00","2,732,592.00","1,976,570.00","4,991,976.00","8,493,407.00","7,231,088.00","5,176,483.00","5,438,998.00","7,335,147.00","5,002,653.00","349,657.00"
BNV,Brand New Vintage Limited,Annual Profit and Loss - EBITDA,"-84,393.00","2,017,812.00","3,995,000.00","-362,000.00","-359,000.00","-9,374,000.00","-792,740.00","-86,183.00","802,024.00","868,650.00","500,400.00","159,315.00","437,777.00","141,864.00","72,551.00","-562,864.00"
BNV,Brand New Vintage Limited,Annual Profit and Loss - EBIT,"-84,393.00","1,323,657.00","3,628,000.00","-897,000.00","-793,000.00","-11,247,000.00","-834,692.00","-119,740.00","619,045.00","535,862.00","-2,566.00","151,331.00","426,308.00","66,756.00","59,749.00","-570,261.00"
BNV,Brand New Vintage Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-46,438.00","757,822.00","2,147,000.00","-6,245,000.00","-9,505,000.00","-39,753,000.00","-1,524,039.00","-251,178.00","315,459.00","207,618.00","-319,640.00","-6,952,416.00","4,993.00","-198,740.00","-1,879,190.00","-548,745.00"
BNV,Brand New Vintage Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BNV,Brand New Vintage Limited,Annual Ratio Analysis - Net Profit Margin,--,13.10%,14.01%,-2.87%,-9.69%,-81.64%,-63.42%,-19.68%,7.02%,2.44%,-4.42%,1.96%,6.93%,-2.71%,-0.07%,-175.10%
BNV,Brand New Vintage Limited,Annual Ratio Analysis - ROE,-0.18%,2.91%,5.58%,-1.33%,-5.43%,"1,126.02%",90.00%,-436.68%,4.32%,2.77%,-4.45%,3.16%,11.72%,-6.58%,-0.34%,-149.10%
BNV,Brand New Vintage Limited,Annual Ratio Analysis - Market Cap.($),0.00,"26,170,104.90","45,764,526.24","24,167,815.60","18,722,317.76","2,306,837.15","517,499.63","4,100,567.76","3,018,856.46","7,043,998.40","3,421,370.65","3,522,001.13","1,761,000.56","2,113,200.68","1,761,000.56","2,817,600.90"
BUG,Buderim Group Limited,Annual Balance Sheet - Total Equity,"16,167,000.00","16,823,000.00","17,763,000.00","18,129,000.00","22,662,000.00","23,648,000.00","27,672,000.00","30,168,000.00","35,915,000.00","31,507,000.00","28,333,000.00","34,333,000.00","34,483,000.00","29,770,000.00","39,520,000.00","43,090,000.00"
BUG,Buderim Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"28,241,000.00","30,637,000.00","30,510,000.00","30,673,000.00","35,747,000.00","46,586,000.00","48,349,000.00","51,006,000.00","73,749,000.00","92,070,000.00","87,507,000.00","79,579,000.00","77,157,000.00","35,055,000.00","66,329,000.00","76,060,000.00"
