ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CNU,Chorus Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , ,--,--,--,--,--
CNU,Chorus Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , ,--,14.85%,16.27%,13.52%,14.73%
CNU,Chorus Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , ,0.00%,17.27%,27.56%,19.29%,17.95%
CNU,Chorus Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , ,0.00,"943,451,201.35","782,491,088.49","634,191,627.20","1,018,670,301.19"
ENC,Enice Holding Company Limited,Annual Balance Sheet - Total Equity,"-20,540,000.00","-48,850,000.00","-66,334,000.00", , , , , , , , , , , ,"50,100,000.00","44,543,653.00"
ENC,Enice Holding Company Limited,Annual Profit and Loss - Total Revenue Excluding Int,"106,523,000.00","122,564,000.00","119,408,000.00", , , , , , , , , , , ,--,"90,522,111.00"
ENC,Enice Holding Company Limited,Annual Profit and Loss - EBITDA,"84,114,000.00","93,330,000.00","90,012,000.00", , , , , , , , , , , ,0.00,"8,112,432.00"
ENC,Enice Holding Company Limited,Annual Profit and Loss - EBIT,"65,493,000.00","75,364,000.00","68,691,000.00", , , , , , , , , , , ,0.00,"7,277,307.00"
ENC,Enice Holding Company Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-13,597,000.00","-28,310,000.00","-17,484,000.00", , , , , , , , , , , ,0.00,"2,907,128.00"
ENC,Enice Holding Company Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--, , , , , , , , , , , ,--,--
ENC,Enice Holding Company Limited,Annual Ratio Analysis - Net Profit Margin,-12.76%,-24.68%,-17.02%, , , , , , , , , , , ,--,2.58%
ENC,Enice Holding Company Limited,Annual Ratio Analysis - ROE,66.20%,57.95%,29.98%, , , , , , , , , , , ,0.00%,5.16%
ENC,Enice Holding Company Limited,Annual Ratio Analysis - Market Cap.($),0.00,0.00,0.00, , , , , , , , , , , ,0.00,"88,162,000.00"
FRE,Freshtel Holdings Limited,Annual Balance Sheet - Total Equity, , , , , ,"15,418,000.00","13,879,000.00","18,968,000.00","11,337,000.00","2,702,556.00","477,731.00","34,704.00","-128,059.00","-55,869.00","387,183.00","199,104.00"
FRE,Freshtel Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,"98,000.00","1,288,000.00","3,839,000.00","4,053,000.00","2,969,015.00","568,536.00","152,572.00","130,001.00",--,"107,610.00","68,067.00"
FRE,Freshtel Holdings Limited,Annual Profit and Loss - EBITDA, , , , , ,"-782,000.00","-5,820,000.00","-7,352,000.00","-7,015,000.00","-8,938,613.00","-2,948,028.00","-813,201.00","-364,375.00","-165,027.00","-33,595.00","-189,485.00"
FRE,Freshtel Holdings Limited,Annual Profit and Loss - EBIT, , , , , ,"-952,000.00","-6,659,000.00","-8,704,000.00","-8,982,000.00","-10,918,812.00","-3,298,970.00","-957,383.00","-365,127.00","-165,027.00","-33,595.00","-189,485.00"
FRE,Freshtel Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,"-859,000.00","-6,154,000.00","-7,614,000.00","-7,811,000.00","-10,181,473.00","-734,975.00","-643,027.00","-362,763.00","-162,775.00","-32,663.00","-188,079.00"
FRE,Freshtel Holdings Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , ,--,--,--,--,--,--,--,--,--,--,--
FRE,Freshtel Holdings Limited,Annual Ratio Analysis - Net Profit Margin, , , , , ,-876.53%,-477.80%,-198.33%,-192.72%,-344.88%,-741.35%,-421.46%,"-1,209.21%",--,-30.35%,-276.31%
FRE,Freshtel Holdings Limited,Annual Ratio Analysis - ROE, , , , , ,-5.57%,-44.34%,-40.14%,-68.90%,-376.73%,-664.07%,"-1,852.89%",283.28%,291.35%,-8.44%,-94.46%
FRE,Freshtel Holdings Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,"19,546,670.22","100,501,672.64","71,853,970.00","38,035,532.85","3,085,943.50","1,847,261.36","2,007,261.35","1,648,866.14","1,896,219.05","2,247,352.37","1,123,676.19"
FRX,Flexiroam Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"33,806,739.00","30,285,652.00"
FRX,Flexiroam Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"4,896,972.00"
FRX,Flexiroam Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"-1,175,491.00"
FRX,Flexiroam Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"-1,366,272.00"
FRX,Flexiroam Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"-4,498,029.00"
FRX,Flexiroam Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
FRX,Flexiroam Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,-28.60%
FRX,Flexiroam Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,-8.98%
FRX,Flexiroam Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"29,170,612.66"
HTA,Hutchison Telecommunications (Australia) Limited,Annual Balance Sheet - Total Equity,"901,267,000.00","1,018,848,000.00","955,730,000.00","470,754,000.00","-192,788,000.00","-1,071,847,000.00","-1,831,399,000.00","1,069,770,000.00","908,473,000.00","1,375,478,000.00","1,453,069,000.00","1,273,369,000.00","884,355,000.00","655,125,000.00","372,689,000.00","188,996,000.00"
HTA,Hutchison Telecommunications (Australia) Limited,Annual Profit and Loss - Total Revenue Excluding Int,"404,671,000.00","470,673,000.00","229,622,000.00","341,452,000.00","1,157,722,000.00","927,489,000.00","1,058,220,000.00","1,320,523,000.00","1,617,497,000.00","1,329,632,000.00",--,--,"57,000.00","4,012,000.00","15,470,000.00",0.00
HTA,Hutchison Telecommunications (Australia) Limited,Annual Profit and Loss - EBITDA,"-83,987,000.00","-111,333,000.00","-80,474,000.00","-198,765,000.00","-175,187,000.00","-171,623,000.00","27,760,000.00","111,424,000.00","190,473,000.00","-67,780,000.00","41,630,000.00","-175,501,000.00","-409,896,000.00","-241,600,000.00","-286,321,000.00","-188,822,000.00"
HTA,Hutchison Telecommunications (Australia) Limited,Annual Profit and Loss - EBIT,"-98,910,000.00","-154,018,000.00","-175,297,000.00","-398,722,000.00","-487,972,000.00","-431,755,000.00","-189,146,000.00","-126,488,000.00","-68,098,000.00","-178,097,000.00","41,630,000.00","-175,501,000.00","-409,896,000.00","-241,600,000.00","-286,321,000.00","-188,822,000.00"
HTA,Hutchison Telecommunications (Australia) Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-92,499,000.00","-137,030,000.00","-213,118,000.00","-484,977,000.00","-663,542,000.00","-652,843,000.00","-759,423,000.00","-285,106,000.00","-163,102,000.00","467,724,000.00","73,442,000.00","-167,683,000.00","-393,507,000.00","-229,958,000.00","-285,511,000.00","-182,868,000.00"
HTA,Hutchison Telecommunications (Australia) Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
HTA,Hutchison Telecommunications (Australia) Limited,Annual Ratio Analysis - Net Profit Margin,-22.86%,-39.21%,-86.80%,-120.49%,-71.88%,-60.32%,-42.77%,-21.67%,-10.11%,-16.15%,--,--,--,"-6,148.61%",--,--
HTA,Hutchison Telecommunications (Australia) Limited,Annual Ratio Analysis - ROE,-10.26%,-19.84%,-31.32%,-186.12%,166.37%,51.06%,24.65%,-26.65%,-17.95%,-8.69%,5.05%,-13.17%,-44.50%,-35.10%,-76.61%,-96.76%
HTA,Hutchison Telecommunications (Australia) Limited,Annual Ratio Analysis - Market Cap.($),"936,502,885.02","454,678,367.43","190,015,120.12","203,587,628.70","244,305,154.44","190,015,120.12","159,476,975.82","143,265,368.45","61,076,288.66","1,628,701,029.24","1,343,678,349.12","760,060,480.31","407,175,257.31","1,153,663,229.04","814,350,514.62","1,099,373,194.74"
IAB,Inabox Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , ,"2,600,000.00", ,"4,698,600.00","10,207,000.00"
IAB,Inabox Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , ,--, ,"46,870,173.00","64,537,000.00"
IAB,Inabox Group Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , ,0.00, ,"2,717,202.00","2,471,000.00"
IAB,Inabox Group Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , ,0.00, ,"1,960,980.00","420,000.00"
IAB,Inabox Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , ,0.00, ,"1,068,061.00","-351,000.00"
IAB,Inabox Group Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , ,--, ,--,--
IAB,Inabox Group Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , ,--, ,3.02%,0.49%
IAB,Inabox Group Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , ,0.00%, ,20.09%,3.07%
IAB,Inabox Group Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , ,0.00, ,"18,091,689.20","20,070,530.00"
MAQ,Macquarie Telecom Group Limited,Annual Balance Sheet - Total Equity,"100,564,000.00","86,905,000.00","68,938,000.00","63,603,000.00","62,771,000.00","55,404,000.00","47,973,000.00","44,486,000.00","43,338,000.00","50,824,000.00","69,195,000.00","76,593,000.00","91,325,000.00","97,606,000.00","91,791,000.00","87,506,000.00"
MAQ,Macquarie Telecom Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"193,794,000.00","221,341,000.00","228,370,000.00","234,453,000.00","226,869,000.00","230,543,000.00","248,994,000.00","254,607,000.00","244,894,000.00","253,810,000.00","235,992,000.00","227,531,000.00","218,928,000.00","206,414,000.00","196,792,000.00","192,393,000.00"
MAQ,Macquarie Telecom Group Limited,Annual Profit and Loss - EBITDA,"10,873,000.00","-17,701,000.00","-22,663,000.00","2,788,000.00","7,912,000.00","671,000.00","4,551,000.00","11,237,000.00","13,751,000.00","25,021,000.00","28,997,000.00","37,279,000.00","40,602,000.00","35,123,000.00","25,509,000.00","25,992,000.00"
MAQ,Macquarie Telecom Group Limited,Annual Profit and Loss - EBIT,"9,357,000.00","-23,740,000.00","-32,612,000.00","-6,319,000.00","-766,000.00","-10,757,000.00","-9,250,000.00","-4,145,000.00","-1,698,000.00","9,690,000.00","13,261,000.00","21,860,000.00","24,435,000.00","15,321,000.00","-873,000.00","-4,973,000.00"
MAQ,Macquarie Telecom Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"8,967,000.00","-13,741,000.00","-17,727,000.00","-4,724,000.00","-787,000.00","-7,373,000.00","-6,406,000.00","-3,594,000.00","-1,165,000.00","7,447,000.00","17,925,000.00","17,692,000.00","19,567,000.00","11,328,000.00","-776,000.00","-4,282,000.00"
MAQ,Macquarie Telecom Group Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
MAQ,Macquarie Telecom Group Limited,Annual Ratio Analysis - Net Profit Margin,4.63%,-6.26%,-10.87%,-2.01%,-0.35%,-3.20%,-2.57%,-1.41%,-0.48%,2.93%,4.42%,7.78%,8.94%,5.50%,-0.39%,-2.23%
MAQ,Macquarie Telecom Group Limited,Annual Ratio Analysis - ROE,8.92%,-15.81%,-36.01%,-7.43%,-1.25%,-13.31%,-13.35%,-8.08%,-2.69%,14.65%,15.09%,23.10%,21.43%,11.61%,-0.85%,-4.89%
MAQ,Macquarie Telecom Group Limited,Annual Ratio Analysis - Market Cap.($),"416,040,314.75","28,306,120.96","20,485,525.80","20,485,525.80","46,137,433.05","20,608,525.80","15,250,379.54","18,959,931.32","14,632,120.91","49,666,776.61","96,163,549.02","213,303,634.20","175,285,131.56","165,849,927.11","121,609,301.80","128,947,794.15"
MIH,MNC Media Investment Ltd ,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"176,713,521.00","159,600,208.00","163,921,950.00"
MIH,MNC Media Investment Ltd ,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , ,"59,162,033.00","74,211,054.00","102,606,895.00"
MIH,MNC Media Investment Ltd ,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , ,"-19,462,155.00","-6,805,872.00","-14,885,542.00"
MIH,MNC Media Investment Ltd ,Annual Profit and Loss - EBIT, , , , , , , , , , , , , ,"-19,462,155.00","-6,805,872.00","-14,885,542.00"
MIH,MNC Media Investment Ltd ,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"-18,494,546.00","-20,046,144.00","-14,475,041.00"
MIH,MNC Media Investment Ltd ,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , ,--,--,--
MIH,MNC Media Investment Ltd ,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , ,-35.51%,-8.57%,-14.89%
MIH,MNC Media Investment Ltd ,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,-10.82%,-4.19%,-9.04%
MIH,MNC Media Investment Ltd ,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , ,"1,581,171,586.10","1,517,166,108.00","1,455,810,156.00"
MNF,MNF Group Limited,Annual Balance Sheet - Total Equity, , , , , , ,"1,373,130.00","-288,662.00","-1,736,213.00","-1,565,827.00","13,572.00","386,523.00","2,554,761.00","10,777,000.00","14,240,000.00","19,048,000.00"
MNF,MNF Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,"1,610,308.00","3,346,399.00","6,884,387.00","9,880,386.00","12,162,337.00","13,675,615.00","38,338,293.00","46,286,000.00","59,306,000.00","85,675,000.00"
MNF,MNF Group Limited,Annual Profit and Loss - EBITDA, , , , , , ,"-1,405,723.00","-3,245,060.00","-1,911,769.00","209,550.00","1,026,512.00","997,399.00","4,305,751.00","5,960,000.00","8,936,000.00","12,098,000.00"
MNF,MNF Group Limited,Annual Profit and Loss - EBIT, , , , , , ,"-1,414,225.00","-3,294,307.00","-1,974,205.00","147,317.00","973,928.00","962,249.00","3,923,353.00","5,279,000.00","7,945,000.00","10,115,000.00"
MNF,MNF Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,"-1,406,147.00","-3,250,320.00","-1,941,179.00","170,386.00","1,973,565.00","1,005,197.00","3,069,115.00","4,141,000.00","5,778,000.00","7,184,000.00"
MNF,MNF Group Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , ,--,--,--,--,--,--,--,--,--,--
MNF,MNF Group Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , ,-87.70%,-98.88%,-28.43%,1.74%,16.32%,7.39%,8.02%,8.96%,9.74%,8.77%
MNF,MNF Group Limited,Annual Ratio Analysis - ROE, , , , , , ,-102.40%,"1,126.00%",111.81%,-10.88%,"14,541.45%",260.06%,120.13%,38.42%,40.58%,39.46%
MNF,MNF Group Limited,Annual Ratio Analysis - Market Cap.($), , , , , , ,"7,199,999.84","7,217,777.66","5,781,111.05","4,729,999.95","4,467,222.18","9,197,222.12","30,943,110.80","74,389,006.92","151,153,720.30","239,553,021.30"
REF,Reverse Corp Limited,Annual Balance Sheet - Total Equity, , , , , ,"-11,255,000.00","4,526,000.00","12,530,000.00","10,769,000.00","4,664,000.00","4,957,000.00","6,040,000.00","5,963,000.00","6,181,560.00","7,679,653.00","9,748,157.00"
REF,Reverse Corp Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,--,"42,146,000.00","50,914,000.00","49,179,000.00","39,234,000.00","23,652,000.00","14,876,000.00","10,200,000.00","7,276,076.00","9,744,081.00","8,609,053.00"
REF,Reverse Corp Limited,Annual Profit and Loss - EBITDA, , , , , ,0.00,"18,336,000.00","29,581,000.00","29,237,000.00","20,262,000.00","8,008,000.00","3,215,000.00","430,000.00","1,272,132.00","2,524,338.00","3,170,445.00"
REF,Reverse Corp Limited,Annual Profit and Loss - EBIT, , , , , ,0.00,"18,139,000.00","29,293,000.00","28,451,000.00","19,355,000.00","6,974,000.00","2,342,000.00","-202,000.00","664,234.00","2,150,260.00","2,973,558.00"
REF,Reverse Corp Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,0.00,"12,226,000.00","20,778,000.00","20,077,000.00","13,315,000.00","4,229,000.00","1,310,000.00","-78,000.00","365,025.00","1,497,714.00","2,062,073.00"
REF,Reverse Corp Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , ,--,--,--,--,--,--,--,--,--,--,--
REF,Reverse Corp Limited,Annual Ratio Analysis - Net Profit Margin, , , , , ,--,29.01%,40.81%,40.82%,33.94%,17.88%,8.81%,-0.65%,8.89%,17.12%,25.63%
REF,Reverse Corp Limited,Annual Ratio Analysis - ROE, , , , , ,0.00%,270.13%,165.83%,186.43%,285.48%,85.31%,21.69%,-1.10%,10.33%,21.22%,22.62%
REF,Reverse Corp Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,0.00,"234,162,884.80","544,192,364.60","131,130,209.56","64,205,611.62","12,009,682.75","4,711,490.92","2,863,847.42","3,418,140.48","13,857,326.25","12,614,602.10"
SDA,Speedcast International Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"34,815,601.00","34,868,324.00","37,288,529.00"
SDA,Speedcast International Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , ,--,"145,709,583.00","229,437,448.00"
SDA,Speedcast International Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , ,0.00,"16,107,047.00","40,848,617.00"
SDA,Speedcast International Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , ,0.00,"1,320,409.00","20,165,617.00"
SDA,Speedcast International Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,0.00,"-8,466,227.00","5,911,579.00"
SDA,Speedcast International Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , ,--,--,--
SDA,Speedcast International Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , ,--,-5.90%,5.23%
SDA,Speedcast International Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,0.00%,-24.28%,32.15%
SDA,Speedcast International Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , ,0.00,"221,109,718.00","501,399,733.95"
SLC,Superloop Limited,Annual Balance Sheet - Total Equity,--,"9,719,275.00","10,157,177.00","10,650,020.00","8,690,775.00", , , , , , , , , , ,"57,355,113.00"
SLC,Superloop Limited,Annual Profit and Loss - Total Revenue Excluding Int,"8,225,595.00","13,188,636.00","13,951,602.00","16,738,604.00","11,972,621.00", , , , , , , , , , ,--
SLC,Superloop Limited,Annual Profit and Loss - EBITDA,"2,458,441.00","2,816,128.00","989,554.00","893,047.00","47,040.00", , , , , , , , , , ,0.00
SLC,Superloop Limited,Annual Profit and Loss - EBIT,"2,254,803.00","2,488,428.00","605,714.00","367,778.00","-590,461.00", , , , , , , , , , ,0.00
SLC,Superloop Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,272,840.00","1,919,919.00","691,944.00","606,318.00","-1,303,778.00", , , , , , , , , , ,0.00
SLC,Superloop Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--, , , , , , , , , , ,--
SLC,Superloop Limited,Annual Ratio Analysis - Net Profit Margin,15.62%,14.60%,3.35%,262.13%,-978.70%, , , , , , , , , , ,--
SLC,Superloop Limited,Annual Ratio Analysis - ROE,--,19.75%,4.59%,2.16%,-14.31%, , , , , , , , , , ,-5.33%
SLC,Superloop Limited,Annual Ratio Analysis - Market Cap.($),0.00,0.00,"32,373,180.00","22,335,268.80","8,502,977.21", , , , , , , , , , ,"174,600,000.00"
SPK,Spark New Zealand Limited,Annual Balance Sheet - Total Equity, ,"1,596,524,788.00","1,147,399,343.00","1,542,692,509.00","2,012,762,078.00","2,232,511,231.00","873,427,091.00","3,268,934,240.00","2,169,878,658.00","2,185,387,833.00","2,067,760,805.00","1,784,142,669.00","1,273,197,087.00","1,190,295,678.00","1,587,213,084.00","1,574,287,232.00"
SPK,Spark New Zealand Limited,Annual Profit and Loss - Total Revenue Excluding Int, ,"4,516,180,455.00","4,783,998,617.00","4,532,041,208.00","4,904,284,412.00","5,454,295,406.00","4,782,465,663.00","7,452,154,195.00","4,820,366,404.00","4,773,093,015.00","4,505,199,870.00","4,135,721,454.00","3,583,118,001.00","3,528,767,584.00","3,380,726,698.00","3,126,438,817.00"
SPK,Spark New Zealand Limited,Annual Profit and Loss - EBITDA, ,"1,608,480,790.00","1,956,972,524.00","2,022,001,047.00","2,097,538,742.00","2,083,982,763.00","1,806,892,014.00","1,663,177,998.00","1,497,343,167.00","1,422,030,897.00","1,434,026,649.00","1,391,183,509.00","820,609,192.00","878,611,742.00","869,807,638.00","851,779,706.00"
