ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AAJ,Aruma Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--,"34,006.00","366,008.00","422,373.00","636,733.00","537,893.00"
AAJ,Aruma Resources Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , ,0.00,"-1,667,089.00","-1,712,866.00","-1,905,272.00","-1,326,092.00","-1,849,872.00"
AAJ,Aruma Resources Limited,Annual Profit and Loss - EBIT, , , , , , , , , , ,0.00,"-1,670,418.00","-1,718,119.00","-1,910,060.00","-1,330,142.00","-1,862,769.00"
AAJ,Aruma Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,0.00,"-1,475,559.00","-1,553,066.00","-1,832,197.00","-1,244,175.00","-1,821,132.00"
AAJ,Aruma Resources Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , ,--,--,--,--,--,--
AAJ,Aruma Resources Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , ,--,"-4,339.11%",--,--,--,--
AAJ,Aruma Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,0.00%,-44.15%,-55.76%,-54.11%,-46.14%,-180.32%
AAJ,Aruma Resources Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00,"5,974,832.50","5,551,291.69","4,137,733.34","5,972,166.68","1,045,129.17"
AAR,Anglo Australian Resources NL,Annual Balance Sheet - Total Equity,"713,954.00","588,325.00","520,183.00","674,024.00","2,864,185.00","2,476,443.00","5,215,281.00","11,282,971.00","11,318,068.00","10,527,869.00","9,752,298.00","11,324,178.00","5,192,215.00","4,842,829.00","4,805,597.00","1,121,516.00"
AAR,Anglo Australian Resources NL,Annual Profit and Loss - Total Revenue Excluding Int,--,"2,990.00",--,"2,094.00","101,908.00","7,250.00","3,750.00","10,199,278.00","6,822,897.00","26,309.00","265,308.00","8,605.00","15,297.00",--,"48,000.00",--
AAR,Anglo Australian Resources NL,Annual Profit and Loss - EBITDA,"-814,956.00","-356,634.00","-228,720.00","-542,455.00","-354,601.00","-1,600,260.00","-567,377.00","5,737,242.00","-374,846.00","-1,052,956.00","-791,592.00","-714,220.00","-7,276,755.00","-1,326,491.00","-601,508.00","-4,674,186.00"
AAR,Anglo Australian Resources NL,Annual Profit and Loss - EBIT,"-828,518.00","-366,812.00","-238,050.00","-549,587.00","-364,683.00","-1,613,601.00","-576,936.00","5,411,223.00","-381,424.00","-1,060,305.00","-823,612.00","-744,334.00","-7,303,813.00","-1,329,245.00","-603,351.00","-4,675,088.00"
AAR,Anglo Australian Resources NL,Annual Profit and Loss - Reported NPAT After Abnorma,"-825,579.00","-366,754.00","-670,633.00","-547,183.00","-343,693.00","-1,588,596.00","-528,500.00","5,582,690.00","35,097.00","-823,524.00","-775,571.00","-710,953.00","-7,305,463.00","-1,304,149.00","-604,275.00","-4,680,516.00"
AAR,Anglo Australian Resources NL,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AAR,Anglo Australian Resources NL,Annual Ratio Analysis - Net Profit Margin,--,"-12,266.02%",--,"-26,130.99%","-3,843.15%","-21,911.67%",--,54.74%,0.51%,--,-292.33%,"-8,262.09%","-47,757.49%",--,--,--
AAR,Anglo Australian Resources NL,Annual Ratio Analysis - ROE,-115.63%,-62.34%,-46.14%,-81.18%,-12.00%,-64.15%,-10.13%,49.48%,0.31%,-7.82%,-7.95%,-6.28%,-140.70%,-26.93%,-12.57%,-417.34%
AAR,Anglo Australian Resources NL,Annual Ratio Analysis - Market Cap.($),"3,602,752.80","3,080,179.30","5,270,711.60","4,596,683.70","5,760,000.00","7,920,000.00","12,832,768.00","47,100,392.00","20,042,720.00","12,526,700.00","21,545,924.00","8,524,020.00","4,006,608.00","2,402,454.00","936,414.88","1,124,025.61"
ABC,Adelaide Brighton Limited,Annual Balance Sheet - Total Equity,"442,229,000.00","454,044,000.00","525,790,000.00","575,628,000.00","620,783,000.00","633,976,000.00","675,000,000.00","667,900,000.00","701,900,000.00","897,000,000.00","934,300,000.00","957,100,000.00","1,008,100,000.00","1,061,800,000.00","1,136,700,000.00","1,207,300,000.00"
ABC,Adelaide Brighton Limited,Annual Profit and Loss - Total Revenue Excluding Int,"641,020,000.00","393,228,000.00","489,411,000.00","637,133,000.00","715,877,000.00","723,251,000.00","795,952,000.00","892,100,000.00","1,031,000,000.00","1,009,700,000.00","1,079,100,000.00","1,110,400,000.00","1,183,400,000.00","1,230,900,000.00","1,362,100,000.00","1,462,800,000.00"
ABC,Adelaide Brighton Limited,Annual Profit and Loss - EBITDA,"139,583,000.00","82,248,000.00","133,623,000.00","159,478,000.00","169,046,000.00","178,520,000.00","198,891,000.00","223,900,000.00","245,900,000.00","242,100,000.00","269,000,000.00","281,200,000.00","290,800,000.00","293,300,000.00","322,800,000.00","374,700,000.00"
ABC,Adelaide Brighton Limited,Annual Profit and Loss - EBIT,"76,980,000.00","46,939,000.00","80,049,000.00","97,067,000.00","106,986,000.00","131,021,000.00","146,608,000.00","171,300,000.00","189,100,000.00","185,300,000.00","216,200,000.00","223,400,000.00","225,600,000.00","222,700,000.00","249,800,000.00","296,900,000.00"
ABC,Adelaide Brighton Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"35,890,000.00","30,596,000.00","50,708,000.00","58,567,000.00","82,662,000.00","90,956,000.00","102,594,000.00","113,900,000.00","120,800,000.00","123,200,000.00","151,400,000.00","148,400,000.00","154,100,000.00","151,100,000.00","172,600,000.00","207,800,000.00"
ABC,Adelaide Brighton Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ABC,Adelaide Brighton Limited,Annual Ratio Analysis - Net Profit Margin,6.89%,7.89%,10.41%,9.15%,9.52%,12.24%,12.64%,12.88%,11.74%,12.50%,14.17%,13.53%,13.14%,12.33%,13.39%,14.64%
ABC,Adelaide Brighton Limited,Annual Ratio Analysis - ROE,19.61%,6.78%,9.69%,10.20%,11.06%,14.04%,15.01%,17.13%,17.28%,13.77%,16.27%,15.55%,15.34%,14.27%,15.78%,17.15%
ABC,Adelaide Brighton Limited,Annual Ratio Analysis - Market Cap.($),"189,363,596.80","355,281,744.00","633,421,628.19","812,791,510.50","921,163,711.90","1,138,522,490.70","1,528,873,058.94","1,889,635,013.16","1,160,225,927.70","1,743,898,667.50","2,095,938,273.00","1,838,842,870.90","1,988,648,962.56","2,343,136,044.96","2,314,315,571.19","3,082,207,298.25"
ABU,ABM Resources NL,Annual Balance Sheet - Total Equity,"3,989,154.00","8,839,745.00","7,839,193.00","4,413,221.00","6,665,329.00","4,097,587.00","4,196,613.00","6,154,149.00","7,254,079.00","5,435,441.00","25,303,465.00","29,160,773.00","41,791,628.00","27,591,781.00","31,174,721.00","41,568,699.00"
ABU,ABM Resources NL,Annual Profit and Loss - Total Revenue Excluding Int,"100,685.00","108,112.00","1,444,007.00","2,184,662.00","478,313.00","515,327.00","540,806.00","49,538.00","93,312.00","395,887.00","169,662.00","191,067.00","218,870.00","372,697.00","5,226,673.00","1,895,966.00"
ABU,ABM Resources NL,Annual Profit and Loss - EBITDA,"-383,603.00","-1,764,103.00","-1,363,640.00","-3,791,437.00","-2,701,126.00","-3,973,426.00","-1,510,439.00","-2,805,967.00","-4,498,224.00","-3,919,863.00","-5,018,257.00","-10,391,699.00","-13,143,276.00","-15,931,752.00","-7,529,576.00","-10,622,735.00"
ABU,ABM Resources NL,Annual Profit and Loss - EBIT,"-440,132.00","-1,828,284.00","-2,796,689.00","-4,658,066.00","-2,990,765.00","-4,339,704.00","-2,190,174.00","-3,112,216.00","-4,686,717.00","-4,075,807.00","-5,112,065.00","-10,590,708.00","-13,425,795.00","-16,448,440.00","-8,324,180.00","-10,655,997.00"
ABU,ABM Resources NL,Annual Profit and Loss - Reported NPAT After Abnorma,"-408,751.00","-1,763,135.00","-2,700,324.00","-4,630,934.00","-2,987,102.00","-4,375,121.00","-3,103,483.00","-2,934,564.00","-4,494,539.00","-4,009,292.00","-30,124,103.00","-9,726,208.00","-11,836,321.00","-15,054,330.00","-8,138,232.00","-11,202,318.00"
ABU,ABM Resources NL,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ABU,ABM Resources NL,Annual Ratio Analysis - Net Profit Margin,--,"-12,256.76%",-208.38%,-214.08%,-624.51%,"-1,560.72%",-527.02%,"-5,923.86%","-8,503.20%",--,"-6,621.01%","-27,789.17%",--,--,-170.90%,--
ABU,ABM Resources NL,Annual Ratio Analysis - ROE,-10.25%,-19.95%,-34.45%,-104.93%,-44.82%,-106.77%,-51.09%,-47.68%,-61.96%,-73.76%,-19.76%,-33.35%,-28.32%,-54.56%,-26.11%,-24.69%
ABU,ABM Resources NL,Annual Ratio Analysis - Market Cap.($),"9,865,922.92","29,305,305.50","17,430,558.11","15,444,828.38","15,465,302.31","3,995,355.03","24,467,115.42","80,095,156.80","23,614,275.89","13,403,440.67","38,904,552.95","92,128,958.56","123,164,673.98","78,790,215.14","5,049,190.04","85,821,888.25"
ABX,Australian Bauxite Limited,Annual Balance Sheet - Total Equity, ,"12,494,000.00","15,266,000.00","86,794,000.00", , , , ,"3,582,991.00","3,529,115.00","13,738,652.00","12,988,439.00","14,269,804.00","15,510,469.00","17,752,694.00","16,964,656.00"
ABX,Australian Bauxite Limited,Annual Profit and Loss - Total Revenue Excluding Int, ,"34,728,000.00","39,781,000.00","29,089,000.00", , , , ,--,--,8.00,"532,911.00","533,488.00","657,632.00","347,285.00","1,474,904.00"
ABX,Australian Bauxite Limited,Annual Profit and Loss - EBITDA, ,"1,525,000.00","11,259,000.00","427,000.00", , , , ,0.00,"-378,676.00","-1,123,652.00","-1,155,879.00","-1,246,541.00","-946,394.00","-2,187,165.00","-1,068,384.00"
ABX,Australian Bauxite Limited,Annual Profit and Loss - EBIT, ,"1,525,000.00","5,545,000.00","-10,145,000.00", , , , ,0.00,"-378,676.00","-1,130,541.00","-1,184,897.00","-1,278,971.00","-979,250.00","-2,220,075.00","-1,093,625.00"
ABX,Australian Bauxite Limited,Annual Profit and Loss - Reported NPAT After Abnorma, ,"1,068,000.00","3,960,000.00","-6,633,000.00", , , , ,0.00,"-370,635.00","-834,631.00","-810,483.00","-1,103,697.00","-1,719,014.00","-2,485,723.00","-1,044,658.00"
ABX,Australian Bauxite Limited,Annual Profit and Loss - Total Operating Income (ban, ,--,--,--, , , , ,--,--,--,--,--,--,--,--
ABX,Australian Bauxite Limited,Annual Ratio Analysis - Net Profit Margin, ,3.12%,9.98%,-22.87%, , , , ,--,--,"-10,432,887.50%","-10,245.01%",--,--,--,"-13,381.04%"
ABX,Australian Bauxite Limited,Annual Ratio Analysis - ROE, ,8.55%,25.94%,-7.64%, , , , ,0.00%,-10.50%,-6.08%,-6.24%,-7.73%,-11.08%,-14.00%,-6.16%
ABX,Australian Bauxite Limited,Annual Ratio Analysis - Market Cap.($), ,0.00,"40,000,000.00","217,808,404.00", , , , ,0.00,"25,900,000.00","69,408,712.53","35,710,279.64","30,019,124.80","26,441,593.20","42,854,857.65","28,301,546.00"
ACP,Audalia Resources Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"3,463,489.00", ,"2,120,293.00","1,831,569.00","2,921,293.00","3,659,919.00"
ACP,Audalia Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--, ,"98,347.00","43,043.00",--,--
ACP,Audalia Resources Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , ,0.00, ,"-393,303.00","-288,724.00","-406,539.00","-957,534.00"
ACP,Audalia Resources Limited,Annual Profit and Loss - EBIT, , , , , , , , , , ,0.00, ,"-393,303.00","-288,724.00","-407,362.00","-960,795.00"
ACP,Audalia Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,0.00, ,"-393,303.00","-288,724.00","-402,942.00","-1,022,458.00"
ACP,Audalia Resources Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , ,--, ,--,--,--,--
ACP,Audalia Resources Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , ,--, ,--,--,--,--
ACP,Audalia Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,0.00%, ,-9.27%,-15.76%,-13.79%,-27.94%
ACP,Audalia Resources Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00, ,"16,833,600.21","20,040,000.25","28,770,000.12","52,686,000.22"
ACS,Accent Resources N.L.,Annual Balance Sheet - Total Equity, , , , , ,"5,536,837.00","4,519,622.00","4,382,838.00","13,160,854.00","11,924,733.00","16,593,244.00","21,945,317.00","21,936,733.00","21,221,593.00","18,565,015.00","4,683,730.00"
ACS,Accent Resources N.L.,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,--,--,--,"44,822.00",--,"93,517.00",--,"7,154.00",--,--,--
ACS,Accent Resources N.L.,Annual Profit and Loss - EBITDA, , , , , ,0.00,"-447,628.00","-658,147.00","-1,144,096.00","-1,870,128.00","-1,527,934.00","-1,140,355.00","-1,977,351.00","-970,795.00","-2,777,434.00","-13,927,606.00"
ACS,Accent Resources N.L.,Annual Profit and Loss - EBIT, , , , , ,0.00,"-448,054.00","-661,866.00","-1,160,310.00","-1,913,628.00","-1,549,522.00","-1,179,294.00","-2,004,292.00","-974,716.00","-2,787,058.00","-13,936,028.00"
ACS,Accent Resources N.L.,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,0.00,"-368,660.00","-618,733.00","-887,468.00","-1,480,321.00","-1,363,862.00","-917,291.00","-1,608,584.00","-715,140.00","-2,656,578.00","-13,881,285.00"
ACS,Accent Resources N.L.,Annual Profit and Loss - Total Operating Income (ban, , , , , ,--,--,--,--,--,--,--,--,--,--,--
ACS,Accent Resources N.L.,Annual Ratio Analysis - Net Profit Margin, , , , , ,--,--,--,"-16,443.73%",--,--,--,--,--,--,--
ACS,Accent Resources N.L.,Annual Ratio Analysis - ROE, , , , , ,0.00%,-6.53%,-14.12%,-6.74%,-12.41%,-8.22%,-4.18%,-7.33%,-3.37%,-14.31%,-296.37%
ACS,Accent Resources N.L.,Annual Ratio Analysis - Market Cap.($), , , , , ,0.00,"5,044,188.50","6,132,203.00","43,246,400.00","16,472,400.00","19,440,031.46","63,145,085.04","48,870,062.91","40,725,052.42","37,105,047.76","24,435,031.46"
ADN,Adelaide Resources Limited,Annual Balance Sheet - Total Equity,"4,363,677.00","3,546,669.00","4,268,705.00","5,233,309.00","4,851,319.00","6,529,650.00","7,789,436.00","7,555,854.00","15,829,135.00","11,266,601.00","15,861,132.00","20,822,444.00","20,024,618.00","16,639,116.00","11,791,405.00","12,629,469.00"
ADN,Adelaide Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int,"27,247.00","92,725.00","20,365.00","38,343.00","296,686.00","102,913.00","25,143.00","70,056.00","4,967.00","4,784,297.00","47,802.00",--,"118,447.00","20,580.00",250.00,"127,453.00"
ADN,Adelaide Resources Limited,Annual Profit and Loss - EBITDA,"-588,565.00","-964,477.00","-560,446.00","-627,645.00","-505,966.00","-559,397.00","-1,696,056.00","-3,994,107.00","-1,161,867.00","3,753,196.00","-966,309.00","-1,136,667.00","-1,146,630.00","-6,414,337.00","-6,610,399.00","-1,101,442.00"
ADN,Adelaide Resources Limited,Annual Profit and Loss - EBIT,"-595,755.00","-969,236.00","-567,300.00","-633,528.00","-515,096.00","-570,342.00","-1,707,727.00","-4,011,445.00","-1,184,237.00","3,722,864.00","-1,005,606.00","-1,215,181.00","-1,253,004.00","-6,532,460.00","-6,757,098.00","-1,187,487.00"
ADN,Adelaide Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-417,514.00","-817,008.00","-464,781.00","-500,396.00","-382,599.00","-417,369.00","-1,536,998.00","-3,788,956.00","-887,701.00","4,038,576.00","-644,187.00","-1,263,166.00","-980,480.00","-6,486,545.00","-6,684,454.00","-1,189,928.00"
ADN,Adelaide Resources Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ADN,Adelaide Resources Limited,Annual Ratio Analysis - Net Profit Margin,--,"-18,289.86%","-2,282.25%","-1,305.05%",-229.53%,-405.56%,"-6,113.03%",--,"-17,871.98%","80,465.75%",--,--,--,--,--,--
ADN,Adelaide Resources Limited,Annual Ratio Analysis - ROE,-9.57%,-23.04%,-10.89%,-9.56%,-7.89%,-6.39%,-19.73%,-50.15%,-5.61%,35.85%,-4.06%,-3.86%,-4.83%,-38.98%,-56.69%,-9.42%
ADN,Adelaide Resources Limited,Annual Ratio Analysis - Market Cap.($),"2,611,800.36","2,539,250.35","4,758,125.58","8,026,334.40","12,623,811.20","20,314,597.60","26,440,764.80","41,612,918.40","13,304,965.60","7,899,823.32","15,012,545.40","14,032,540.70","7,539,932.45","19,694,938.56","9,621,352.15","7,004,550.76"
ADV,Ardiden Limited,Annual Balance Sheet - Total Equity,"49,484.00","58,491.00","460,830.00","750,031.00", ,"8,927,579.00","9,127,728.00","2,310,174.00","146,388.00","584,293.00","4,587,257.00","7,372,491.00","1,295,217.00","646,520.00","44,205.00","590,833.00"
ADV,Ardiden Limited,Annual Profit and Loss - Total Revenue Excluding Int,"14,113.00","9,210.00",--,--, ,--,--,--,716.00,--,"32,049.00","50,656.00","364,551.00","291,829.00","90,619.00","101,978.00"
ADV,Ardiden Limited,Annual Profit and Loss - EBITDA,"-30,404.00","9,210.00","-73,866.00","-221,416.00", ,0.00,"-969,685.00","-1,894,031.00","-4,400,940.00","-943,560.00","-1,353,414.00","-2,030,985.00","-2,290,211.00","-1,529,884.00","-719,650.00","-701,533.00"
ADV,Ardiden Limited,Annual Profit and Loss - EBIT,"-30,404.00","9,210.00","-73,866.00","-221,416.00", ,0.00,"-977,942.00","-1,907,591.00","-4,421,347.00","-954,243.00","-1,353,414.00","-2,030,985.00","-2,290,211.00","-1,529,884.00","-719,650.00","-701,533.00"
ADV,Ardiden Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-16,121.00","9,007.00","-340,663.00","-210,799.00", ,0.00,"-913,479.00","-7,956,886.00","-4,402,894.00","-951,171.00","-1,458,815.00","-3,276,347.00","-9,746,069.00","-1,497,408.00","-723,343.00","-597,596.00"
ADV,Ardiden Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--, ,--,--,--,--,--,--,--,--,--,--,--
ADV,Ardiden Limited,Annual Ratio Analysis - Net Profit Margin,--,--,--,--, ,--,--,--,"-614,929.33%",--,--,--,--,--,--,--
ADV,Ardiden Limited,Annual Ratio Analysis - ROE,-61.10%,15.40%,-21.02%,-28.11%, ,0.00%,-10.01%,-82.44%,"-3,007.69%",-162.79%,-31.80%,-44.44%,-165.11%,-231.61%,"-1,636.34%",-118.40%
ADV,Ardiden Limited,Annual Ratio Analysis - Market Cap.($),"424,574.10",0.00,"3,414,210.06","3,746,596.06", ,0.00,"4,837,910.00","3,136,992.50","4,873,739.66","2,225,671.84","11,363,555.98","7,085,030.50","1,417,006.10","4,749,545.14","4,749,545.14","2,601,017.52"
ADY,Admiralty Resources NL,Annual Balance Sheet - Total Equity,"3,124,613.00","1,982,574.00","2,729,454.00","4,268,379.00","4,900,866.00","6,638,422.00","17,735,826.00","24,585,474.00","57,988,522.00","29,979,174.00","40,683,976.00","51,114,748.00","41,107,898.00","20,151,270.00","17,188,940.00","15,878,384.00"
ADY,Admiralty Resources NL,Annual Profit and Loss - Total Revenue Excluding Int,"546,393.00","21,500.00","8,631.00",--,"20,000.00",--,"107,327.00","18,868.00","24,578,484.00","17,417,875.00","1,211,253.00","27,261.00","105,339.00","299,519.00","42,893.00","58,642.00"
ADY,Admiralty Resources NL,Annual Profit and Loss - EBITDA,"-365,028.00","-2,633,999.00","-1,195,535.00","-2,341,630.00","-911,503.00","-2,187,704.00","-6,257,647.00","-8,088,230.00","-40,135,719.00","-47,435,413.00","-989,656.00","-2,506,876.00","-15,588,879.00","-3,332,856.00","-2,903,753.00","-4,022,737.00"
ADY,Admiralty Resources NL,Annual Profit and Loss - EBIT,"-371,643.00","-2,673,974.00","-1,231,513.00","-2,372,373.00","-935,808.00","-2,198,479.00","-6,262,543.00","-8,100,988.00","-41,964,147.00","-48,248,933.00","-1,518,080.00","-2,509,239.00","-15,598,559.00","-3,353,454.00","-2,934,057.00","-4,055,004.00"
ADY,Admiralty Resources NL,Annual Profit and Loss - Reported NPAT After Abnorma,"-857,756.00","-2,675,975.00","-1,285,520.00","-2,369,132.00","-963,504.00","-2,961,799.00","-7,461,956.00","-8,559,877.00","-46,007,270.00","-37,192,187.00","-1,666,228.00","14,415,673.00","-15,306,906.00","-21,177,925.00","-3,145,061.00","-4,449,715.00"
ADY,Admiralty Resources NL,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ADY,Admiralty Resources NL,Annual Ratio Analysis - Net Profit Margin,--,"-16,218.03%",--,--,"-4,817.52%",--,"-6,952.54%","-45,367.17%",-133.26%,-278.26%,-331.13%,--,--,--,--,--
ADY,Admiralty Resources NL,Annual Ratio Analysis - ROE,-11.66%,-134.97%,-44.64%,-55.50%,-19.66%,-44.62%,-42.07%,-34.82%,-62.34%,-155.80%,-4.10%,-4.56%,-37.24%,-15.20%,-18.30%,-28.02%
ADY,Admiralty Resources NL,Annual Ratio Analysis - Market Cap.($),"4,161,424.38","8,626,295.26","15,511,054.44","10,252,908.38","12,609,593.64","58,841,115.60","51,731,543.79","242,240,373.10","249,360,725.02","31,312,046.29","11,555,779.88","29,719,429.33","31,296,378.64","13,828,632.42","8,959,206.47","18,231,953.42"
AEV,Avenira Limited,Annual Balance Sheet - Total Equity, , , , , , ,"5,656,105.00","2,106,268.00","21,501,919.00","26,330,775.00","67,320,753.00","62,185,241.00","57,231,957.00","76,891,402.00","72,514,225.00","29,731,671.00"
AEV,Avenira Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,--,--,"159,924.00","309,314.00","584,970.00","424,731.00","3,659,032.00","2,210,939.00","257,102.00","91,732.00"
AEV,Avenira Limited,Annual Profit and Loss - EBITDA, , , , , , ,0.00,"-1,654,632.00","-3,417,985.00","-18,745,706.00","-6,266,634.00","-12,683,161.00","-7,780,653.00","-7,846,761.00","-3,637,438.00","-41,547,084.00"
AEV,Avenira Limited,Annual Profit and Loss - EBIT, , , , , , ,0.00,"-1,674,745.00","-3,463,211.00","-18,861,433.00","-6,651,725.00","-12,997,239.00","-8,004,922.00","-7,970,632.00","-3,751,386.00","-41,632,568.00"
AEV,Avenira Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,0.00,"-1,543,001.00","-3,010,888.00","-14,408,314.00","-5,047,374.00","-12,077,323.00","-2,940,226.00","14,761,485.00","-2,773,756.00","-43,018,117.00"
AEV,Avenira Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , ,--,--,--,--,--,--,--,--,--,--
AEV,Avenira Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , ,--,--,--,--,"-1,990.60%","-2,835.03%","-1,412.18%","-1,044.26%","-10,666.38%","-4,089,205.90%"
AEV,Avenira Limited,Annual Ratio Analysis - ROE, , , , , , ,0.00%,-73.26%,-14.00%,-58.31%,-7.47%,-19.31%,-10.60%,-1.94%,-3.24%,-136.99%
AEV,Avenira Limited,Annual Ratio Analysis - Market Cap.($), , , , , , ,0.00,"14,132,993.70","128,615,591.31","60,060,072.28","44,864,655.80","97,611,698.50","35,025,600.90","29,700,480.72","20,047,824.49","17,551,484.43"
AGD,Austral Gold Limited,Annual Balance Sheet - Total Equity,"6,556,847.00","5,348,835.00","963,702.00","600,262.00","-525,565.00","4,978,717.00","5,935,199.00","24,190,375.00","64,195,766.00","53,007,941.00","42,527,023.00","45,895,671.00","32,080,253.00","31,614,067.00","14,098,372.00","76,218,154.00"
AGD,Austral Gold Limited,Annual Profit and Loss - Total Revenue Excluding Int,"4,525,913.00","545,299.00","78,300.00",--,--,--,"1,911,785.00",-995.00,"14,693,641.00","35,024.00",313.00,"25,854,366.00","30,387,780.00","62,872,231.00","66,907,439.00","81,512,105.00"
