ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
ABL,Abilene Oil and Gas Limited,Annual Profit and Loss - EBITDA,"-132,528.00","-169,753.00","-127,951.00","-62,923.00","-104,624.00","-81,283.00","-97,942.00","-1,100,290.00","-4,835,872.00","-9,794,178.00","-5,931,164.00","-3,678,721.00","-1,933,345.00","-8,028,324.00","-1,785,793.00","-6,617,653.00"
ABL,Abilene Oil and Gas Limited,Annual Profit and Loss - EBIT,"-132,528.00","-169,753.00","-127,951.00","-62,923.00","-104,624.00","-81,283.00","-97,942.00","-1,100,290.00","-4,835,872.00","-9,794,178.00","-5,931,164.00","-3,769,780.00","-2,263,424.00","-8,248,718.00","-1,896,913.00","-6,617,653.00"
ABL,Abilene Oil and Gas Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-109,203.00","-147,834.00","-116,062.00","-53,479.00","-66,864.00","-73,245.00","-92,856.00","-1,064,264.00","-4,465,359.00","-9,346,238.00","-5,749,018.00","-3,714,348.00","-2,229,924.00","-8,241,419.00","-1,917,880.00","-6,632,562.00"
ABL,Abilene Oil and Gas Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ABL,Abilene Oil and Gas Limited,Annual Ratio Analysis - Net Profit Margin,--,--,--,--,--,--,--,"-191,759.28%",--,"-15,756.96%","-105,564.05%","-1,452.94%",-318.85%,"-2,367.01%",-694.45%,"-2,374.32%"
ABL,Abilene Oil and Gas Limited,Annual Ratio Analysis - ROE,-13.76%,-22.90%,-26.99%,-14.20%,-21.59%,-39.11%,-98.33%,-62.54%,-24.10%,-72.45%,-44.98%,-32.06%,-17.68%,-165.35%,-36.22%,-138.03%
ABL,Abilene Oil and Gas Limited,Annual Ratio Analysis - Market Cap.($),"16,487,146.95","946,406.65","974,310.84","676,604.75","906,650.36","351,834.47","1,623,851.40","26,788,338.85","126,815,633.84","19,027,388.82","11,258,335.12","7,199,801.74","6,630,000.00","1,950,000.00","2,330,259.17","9,152,911.88"
ACB,A-Cap Resources Limited,Annual Balance Sheet - Total Equity, , , , , , ,"5,952,612.00","19,231,042.00","14,854,709.00","16,976,973.00","22,117,536.00","33,107,307.00","30,704,744.00","38,913,345.00","41,440,078.00","49,206,550.00"
ACB,A-Cap Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,"12,397.00",--,"10,665.00","62,054.00","51,574.00","20,537.00","11,853.00","1,809,085.00","396,740.00","486,368.00"
ACB,A-Cap Resources Limited,Annual Profit and Loss - EBITDA, , , , , , ,"-512,805.00","-2,831,125.00","-2,133,767.00","-3,466,869.00","-1,996,753.00","-4,318,485.00","-4,339,753.00","-2,031,708.00","-2,150,177.00","-2,851,657.00"
ACB,A-Cap Resources Limited,Annual Profit and Loss - EBIT, , , , , , ,"-512,805.00","-2,859,222.00","-2,161,838.00","-3,606,349.00","-2,033,988.00","-4,352,576.00","-4,403,597.00","-2,284,940.00","-2,195,320.00","-3,025,984.00"
ACB,A-Cap Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,"-483,443.00","-2,467,457.00","-1,338,719.00","-3,300,390.00","-1,697,470.00","-4,199,179.00","-3,996,142.00","-2,190,015.00","-2,145,610.00","-2,969,116.00"
ACB,A-Cap Resources Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , ,--,--,--,--,--,--,--,--,--,--
ACB,A-Cap Resources Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , ,--,--,--,--,"-307,744.95%",--,--,--,--,--
ACB,A-Cap Resources Limited,Annual Ratio Analysis - ROE, , , , , , ,-8.12%,-12.83%,-9.01%,-19.44%,-7.71%,-12.68%,-13.01%,-5.63%,-5.18%,-6.03%
ACB,A-Cap Resources Limited,Annual Ratio Analysis - Market Cap.($), , , , , , ,"24,839,120.28","198,171,140.40","71,561,800.70","53,022,932.76","50,171,974.18","38,019,947.34","24,012,598.32","12,069,709.36","16,569,417.06","12,351,462.58"
ACN,Acer Energy Limited,Annual Balance Sheet - Total Equity, , , ,"5,910,094.00","13,691,957.00","13,321,020.00","10,325,305.00","25,935,275.00","49,236,576.00","22,239,070.00","30,386,889.00","45,760,000.00","43,988,000.00", , , 
ACN,Acer Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , ,--,--,"229,514.00","1,098,330.00","2,948,509.00","1,195,054.00","2,582,903.00","630,241.00","2,106,000.00","3,454,000.00", , , 
ACN,Acer Energy Limited,Annual Profit and Loss - EBITDA, , , ,"-51,429.00","-2,388,799.00","-3,910,977.00","-3,249,431.00","-1,918,920.00","-7,161,810.00","-27,681,927.00","-6,066,455.00","-16,162,000.00","-4,333,000.00", , , 
ACN,Acer Energy Limited,Annual Profit and Loss - EBIT, , , ,"-51,429.00","-2,398,656.00","-3,910,977.00","-3,308,742.00","-1,976,602.00","-7,161,810.00","-27,681,927.00","-6,412,060.00","-16,574,000.00","-5,147,000.00", , , 
ACN,Acer Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , ,"-49,913.00","-2,315,792.00","-3,512,973.00","-3,102,242.00","-2,001,825.00","-5,973,342.00","-27,271,986.00","-6,067,179.00","-16,017,000.00","-3,942,000.00", , , 
ACN,Acer Energy Limited,Annual Profit and Loss - Total Operating Income (ban, , , ,--,--,--,--,--,--,--,--,--,--, , , 
ACN,Acer Energy Limited,Annual Ratio Analysis - Net Profit Margin, , , ,--,--,"-1,530.61%",-282.45%,--,-499.84%,"-1,210.07%",-962.68%,"-1,549.03%",-205.63%, , , 
ACN,Acer Energy Limited,Annual Ratio Analysis - ROE, , , ,-0.84%,-16.91%,-26.37%,-30.05%,-7.72%,-12.13%,-122.63%,-19.97%,-35.00%,-8.96%, , , 
ACN,Acer Energy Limited,Annual Ratio Analysis - Market Cap.($), , , ,0.00,"64,852,389.12","47,471,447.87","18,350,307.58","45,723,778.06","166,894,675.20","43,620,199.20","15,954,482.29","61,928,800.16","55,150,422.36", , , 
ADD,Adavale Resources Limited,Annual Balance Sheet - Total Equity,"7,754,719.00","-5,518,297.00","-3,622,625.00","-4,381,813.00","-4,054,038.00","-5,098,624.00","1,193,740.00","4,553,414.00","8,542,689.00","7,987,166.00","5,917,429.00","7,218,789.00","5,396,537.00","999,468.00","140,608.00","-462,141.00"
ADD,Adavale Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int,"1,292,104.00","3,153,302.00","10,546,636.00","10,100,360.00","8,592,117.00","5,896,742.00","1,296,816.00","517,942.00","502,999.00","1,500.00","14,542.00","15,207.00","2,874.00","44,037.00",--,--
ADD,Adavale Resources Limited,Annual Profit and Loss - EBITDA,"-5,490,390.00","-5,479,097.00","-3,723,091.00","837,920.00","1,245,228.00","7,631.00","-252,684.00","-465,389.00","-1,066,745.00","-881,296.00","-2,216,728.00","-1,374,472.00","-1,894,010.00","-4,385,891.00","-940,835.00","-466,628.00"
ADD,Adavale Resources Limited,Annual Profit and Loss - EBIT,"-6,300,673.00","-7,873,163.00","-5,804,765.00","-504,265.00","501,299.00","-631,723.00","-252,684.00","-465,389.00","-1,066,745.00","-881,296.00","-2,216,728.00","-1,375,977.00","-1,896,873.00","-4,391,569.00","-942,464.00","-467,513.00"
ADD,Adavale Resources Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-7,072,308.00","-14,510,473.00","-6,745,722.00","-735,118.00","277,775.00","-1,044,586.00","4,327,253.00","-406,161.00","-795,580.00","-555,523.00","-2,069,737.00","-1,264,918.00","-1,834,689.00","-4,384,636.00","-1,041,847.00","-634,098.00"
ADD,Adavale Resources Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ADD,Adavale Resources Limited,Annual Ratio Analysis - Net Profit Margin,-558.81%,-286.48%,-62.53%,-6.59%,3.26%,0.00%,-30.60%,-116.07%,-409.72%,"-38,070.20%",--,"-8,318.00%","-63,837.47%","-9,956.71%",--,--
ADD,Adavale Resources Limited,Annual Ratio Analysis - ROE,-80.22%,150.43%,180.49%,15.12%,-6.85%,0.00%,-33.24%,-8.92%,-9.31%,-7.15%,-34.98%,-17.52%,-34.00%,-438.70%,-740.96%,137.21%
ADD,Adavale Resources Limited,Annual Ratio Analysis - Market Cap.($),"15,197,230.89","6,754,324.84","12,284,909.39","1,918,493.25","4,334,609.81","963,246.62","5,273,232.54","31,894,895.01","10,097,668.84","3,855,473.56","5,507,819.37","9,509,700.57","4,437,860.27","633,980.07","633,980.07","356,585.38"
ADE,Adelaide Energy Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"12,564,594.00","12,338,343.00","14,071,963.00","27,520,462.00","25,148,201.00", , , , 
ADE,Adelaide Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,--,"4,553,906.00","3,170,470.00","4,142,545.00", , , , 
ADE,Adelaide Energy Limited,Annual Profit and Loss - EBITDA, , , , , , , ,"-608,134.00","-766,166.00","1,614,702.00","-1,855,259.00","-15,675,508.00", , , , 
ADE,Adelaide Energy Limited,Annual Profit and Loss - EBIT, , , , , , , ,"-608,273.00","-791,975.00","1,567,478.00","-1,892,903.00","-17,029,379.00", , , , 
ADE,Adelaide Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"-818,241.00","-271,900.00","1,413,200.00","-1,893,428.00","-16,241,229.00", , , , 
ADE,Adelaide Energy Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , ,--,--,--,--,--, , , , 
ADE,Adelaide Energy Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , ,--,--,163.11%,-59.72%,-392.06%, , , , 
ADE,Adelaide Energy Limited,Annual Ratio Analysis - ROE, , , , , , , ,-6.51%,-2.20%,10.04%,-6.88%,-64.58%, , , , 
ADE,Adelaide Energy Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,"14,283,605.62","10,353,800.62","12,612,915.00","19,302,876.70","44,950,072.77", , , , 
ADI,Adelphi Energy Limited,Annual Balance Sheet - Total Equity,"52,909,000.00","12,980,000.00","6,737,300.00","6,204,892.00","6,193,927.00","12,827,391.00","10,215,915.00","16,427,959.00","11,100,933.00","9,368,172.00", , , , , , 
ADI,Adelphi Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int,"169,000.00","1,353,000.00","1,028,121.00","411,395.00","6,130.00","3,394.00","24,062.00","311,315.00","726,308.00","1,473,145.00", , , , , , 
ADI,Adelphi Energy Limited,Annual Profit and Loss - EBITDA,"-1,683,000.00","-8,962,000.00","-2,101,745.00","-229,677.00","-317,623.00","-646,838.00","-3,220,462.00","-4,765,727.00","-5,583,070.00","-7,293,576.00", , , , , , 
ADI,Adelphi Energy Limited,Annual Profit and Loss - EBIT,"-2,400,000.00","-12,498,000.00","-2,726,313.00","-229,677.00","-317,623.00","-646,838.00","-3,220,462.00","-4,765,727.00","-5,583,070.00","-7,293,576.00", , , , , , 
ADI,Adelphi Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-2,245,000.00","-39,929,000.00","-6,205,300.00","59,883.00","-10,965.00","-177,638.00","-2,649,615.00","-4,409,090.00","-5,716,981.00","-7,507,016.00", , , , , , 
ADI,Adelphi Energy Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--, , , , , , 
ADI,Adelphi Energy Limited,Annual Ratio Analysis - Net Profit Margin,"-1,352.41%","-1,263.31%","-1,069.78%",--,--,--,--,--,--,"-2,843.75%", , , , , , 
ADI,Adelphi Energy Limited,Annual Ratio Analysis - ROE,-4.24%,-88.86%,-52.19%,0.97%,-0.18%,-1.38%,-25.94%,-26.84%,-51.50%,-80.13%, , , , , , 
ADI,Adelphi Energy Limited,Annual Ratio Analysis - Market Cap.($),"60,480,000.00","10,799,978.25","6,442,888.38","5,518,228.35","7,883,183.36","17,234,992.46","20,400,603.32","57,747,470.79","38,325,103.92","9,572,639.70", , , , , , 
ADX,ADX Energy Ltd,Annual Balance Sheet - Total Equity,"6,507,055.00","4,800,091.00","4,367,933.00","9,626,647.00","7,265,268.00","7,702,309.00","6,133,270.00","2,627,550.00","7,195,548.00","8,367,247.00","18,788,000.00","16,558,000.00","7,176,000.00","6,426,177.00","8,719,414.00","947,694.00"
ADX,ADX Energy Ltd,Annual Profit and Loss - Total Revenue Excluding Int,"231,422.00","-1,842,911.00","-40,371.00","67,240.00","38,794.00","161,886.00","18,093.00","812,732.00","1,300,767.00","31,777.00","11,000.00","3,977,000.00","7,000.00","911,865.00","1,695,166.00","5,552.00"
ADX,ADX Energy Ltd,Annual Profit and Loss - EBITDA,"-3,615,162.00","-2,225,502.00","-619,261.00","-584,922.00","-2,596,720.00","-5,060,758.00","-2,693,626.00","-4,557,830.00","-3,468,211.00","-3,053,493.00","-2,084,000.00","-5,852,000.00","-11,115,000.00","-8,058,018.00","-990,359.00","-1,891,543.00"
ADX,ADX Energy Ltd,Annual Profit and Loss - EBIT,"-3,662,202.00","-2,255,310.00","-631,969.00","-600,477.00","-2,636,601.00","-5,116,921.00","-2,749,789.00","-4,609,296.00","-3,883,062.00","-3,167,192.00","-2,192,000.00","-5,890,000.00","-11,152,000.00","-8,141,479.00","-1,065,886.00","-1,941,799.00"
ADX,ADX Energy Ltd,Annual Profit and Loss - Reported NPAT After Abnorma,"-3,567,914.00","-2,216,768.00","-624,758.00","-570,867.00","-2,378,093.00","-4,980,752.00","-2,652,039.00","-4,560,442.00","-3,808,277.00","-3,115,750.00","-2,141,000.00","-5,837,000.00","-13,142,000.00","-6,603,974.00","612,905.00","-1,695,908.00"
ADX,ADX Energy Ltd,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ADX,ADX Energy Ltd,Annual Ratio Analysis - Net Profit Margin,--,"-49,927.21%","-17,069.89%","-15,990.67%",--,--,"-15,218.86%","-1,227.21%",--,--,"-214,100.00%","-16,213.89%",--,--,--,--
ADX,ADX Energy Ltd,Annual Ratio Analysis - ROE,-54.83%,-46.18%,-14.30%,-5.93%,-32.73%,-64.67%,-43.24%,-173.56%,-52.93%,-37.24%,-11.40%,-35.25%,-13.71%,-126.21%,-12.40%,-205.32%
ADX,ADX Energy Ltd,Annual Ratio Analysis - Market Cap.($),"8,766,588.93","9,347,444.04","21,021,241.33","25,398,118.14","6,306,132.10","13,725,308.66","8,919,723.12","8,688,820.32","22,043,838.70","28,599,520.88","70,962,675.21","33,911,213.93","7,765,874.80","8,180,507.62","3,938,869.64","1,969,434.82"
AEB,Algae.Tec Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"6,840,816.00","2,599,143.00","2,181,160.00","500,082.00","1,736,237.00","2,023,142.00"
AEB,Algae.Tec Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--,--,"58,475.00","3,501,042.00","4,474,139.00","3,191,822.00"
AEB,Algae.Tec Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , ,"-3,728,758.00","-2,481,638.00","-6,896,516.00","-3,951,122.00","-1,381,112.00","-2,273,875.00"
AEB,Algae.Tec Limited,Annual Profit and Loss - EBIT, , , , , , , , , , ,"-3,728,758.00","-2,487,473.00","-6,977,016.00","-4,144,122.00","-1,580,106.00","-2,479,543.00"
AEB,Algae.Tec Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,"-3,728,758.00","-2,468,567.00","-6,771,109.00","-4,420,514.00","-2,179,072.00","-2,718,165.00"
AEB,Algae.Tec Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , ,--,--,--,--,--,--
AEB,Algae.Tec Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , ,--,--,--,--,-94.75%,-297.00%
AEB,Algae.Tec Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,-54.51%,-81.41%,-310.44%,-883.96%,-125.51%,-131.41%
AEB,Algae.Tec Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00,"74,676,500.40","90,649,705.88","46,132,932.30","26,752,830.05","20,222,828.52"
AED,AED Oil Limited,Annual Balance Sheet - Total Equity, , , , , ,"55,745,899.00","52,996,072.00","42,549,665.00","311,942,000.00","183,114,000.00","196,541,000.00","-74,091,000.00","-86,512,000.00","-97,356,474.00","-83,720,595.00","-92,154,782.00"
AED,AED Oil Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,384.00,"1,198,466.00","3,602,242.00","468,666,000.00","52,867,000.00","624,000.00","1,452,000.00","231,000.00",--,"18,399,515.00","12,645,306.00"
AED,AED Oil Limited,Annual Profit and Loss - EBITDA, , , , , ,"-1,408,202.00","-8,215,391.00","-26,162,300.00","64,293,000.00","-156,592,000.00","-10,042,000.00","-245,281,000.00","-10,756,000.00","-6,234,603.00","-2,718,921.00","-3,650,369.00"
AED,AED Oil Limited,Annual Profit and Loss - EBIT, , , , , ,"-1,414,255.00","-8,245,163.00","-26,216,686.00","49,641,000.00","-163,045,000.00","-10,214,000.00","-245,359,000.00","-10,756,000.00","-6,234,603.00","-2,718,921.00","-3,650,369.00"
AED,AED Oil Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,"-905,755.00","-4,526,368.00","-20,556,752.00","242,543,000.00","-103,628,000.00","-11,983,000.00","-262,525,000.00","-22,433,000.00","-10,844,513.00","13,635,878.00","-8,434,187.00"
AED,AED Oil Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , ,--,--,--,--,--,--,--,--,--,--,--
AED,AED Oil Limited,Annual Ratio Analysis - Net Profit Margin, , , , , ,--,-377.68%,--,22.80%,-369.02%,"-1,926.53%",--,--,--,--,--
AED,AED Oil Limited,Annual Ratio Analysis - ROE, , , , , ,-1.62%,-8.54%,-48.31%,10.55%,-56.59%,-6.10%,341.95%,15.26%,7.56%,3.92%,3.94%
AED,AED Oil Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,"80,642,796.48","148,415,323.95","887,798,633.65","438,856,060.88","125,116,549.42","87,574,774.20","22,026,810.12","34,767,975.88","34,767,975.88","34,767,975.88","34,767,975.88"
AEE,Aura Energy Limited,Annual Balance Sheet - Total Equity, , , , , , ,"5,736,939.00","5,364,004.00","6,265,455.00","5,380,762.00","7,837,542.00","14,066,544.00","16,220,907.00","16,566,511.00","12,698,874.00","13,761,825.00"
AEE,Aura Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,--,--,"101,335.00","92,935.00","239,498.00","39,487.00","35,537.00","5,579.00","30,767.00","3,064.00"
AEE,Aura Energy Limited,Annual Profit and Loss - EBITDA, , , , , , ,"-280,788.00","-1,068,506.00","-1,272,804.00","-1,955,757.00","-1,714,560.00","-2,471,699.00","-2,579,441.00","-3,843,932.00","-4,308,379.00","-2,447,819.00"
AEE,Aura Energy Limited,Annual Profit and Loss - EBIT, , , , , , ,"-280,788.00","-1,075,883.00","-1,316,657.00","-2,010,707.00","-1,770,527.00","-2,515,535.00","-2,594,467.00","-3,858,542.00","-4,315,079.00","-2,452,495.00"
AEE,Aura Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,"-235,128.00","-856,940.00","-1,170,512.00","-1,959,505.00","-1,679,699.00","-2,417,029.00","-2,343,450.00","-2,756,341.00","-3,855,498.00","-2,493,900.00"
AEE,Aura Energy Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , ,--,--,--,--,--,--,--,--,--,--
AEE,Aura Energy Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , ,--,--,--,--,--,--,--,--,--,--
AEE,Aura Energy Limited,Annual Ratio Analysis - ROE, , , , , , ,-4.10%,-15.98%,-18.68%,-36.42%,-21.43%,-17.18%,-14.45%,-16.64%,-30.36%,-18.12%
AEE,Aura Energy Limited,Annual Ratio Analysis - Market Cap.($), , , , , , ,"5,040,000.00","15,389,430.00","10,065,866.62","6,265,505.78","10,404,082.38","25,139,862.92","20,750,930.20","11,913,563.42","4,503,978.43","6,701,315.66"
AEK,Anatolia Energy Limited,Annual Balance Sheet - Total Equity,"15,797,000.00","12,986,756.00","9,035,198.00","10,433,409.00","11,566,380.00","5,916,764.00","2,811,063.00","1,025,851.00","521,858.00","-1,179,577.00","390,886.00","12,475,295.00","11,992,974.00","16,142,943.00","19,217,122.00","24,071,167.00"
AEK,Anatolia Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int,"649,000.00","3,638,929.00","5,219,558.00","12,247,375.00","9,224,688.00","9,240,202.00","10,046,807.00","146,285.00","1,604,919.00","163,281.00",--,"187,288.00","120,177.00","233,499.00","3,637.00","349,810.00"
AEK,Anatolia Energy Limited,Annual Profit and Loss - EBITDA,"-1,050,000.00","-1,728,976.00","-441,603.00","-699,987.00","526,378.00","-4,253,678.00","-1,859,514.00","-240,834.00","-4,574,248.00","-1,822,254.00","-1,383,761.00","-1,180,767.00","-1,278,045.00","-1,069,331.00","-2,145,528.00","-2,009,207.00"
AEK,Anatolia Energy Limited,Annual Profit and Loss - EBIT,"-1,050,000.00","-2,131,318.00","-1,106,218.00","-787,765.00","7,192.00","-4,850,092.00","-2,411,965.00","-282,502.00","-4,612,486.00","-1,878,029.00","-1,383,761.00","-1,181,474.00","-1,280,274.00","-1,075,111.00","-2,184,659.00","-2,049,035.00"
AEK,Anatolia Energy Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-1,050,000.00","-2,718,279.00","-9,405,718.00","-634,875.00","-611,885.00","-5,649,616.00","-3,395,462.00","-1,785,212.00","-5,076,113.00","-1,950,267.00","-1,462,716.00","-1,125,695.00","-1,232,137.00","-961,410.00","-2,128,699.00","-1,972,600.00"
AEK,Anatolia Energy Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AEK,Anatolia Energy Limited,Annual Ratio Analysis - Net Profit Margin,-165.35%,-158.32%,-83.18%,-33.35%,-9.84%,-98.61%,-51.40%,"-67,384.43%",-429.46%,"-1,856.10%",--,--,--,--,--,--
AEK,Anatolia Energy Limited,Annual Ratio Analysis - ROE,-6.65%,-20.93%,-19.79%,-11.81%,-5.29%,-95.48%,-120.79%,-94.52%,-900.80%,156.29%,-534.09%,-8.41%,-10.31%,-5.95%,-11.10%,-8.16%
AEK,Anatolia Energy Limited,Annual Ratio Analysis - Market Cap.($),0.00,"7,726,980.24","10,550,949.95","7,788,040.41","8,112,542.10","6,490,033.68","1,492,406.74","4,477,220.21","9,561,626.94","2,507,745.15","3,536,930.54","10,345,288.59","8,103,275.81","5,565,050.75","19,248,775.86","23,850,070.01"
AFQ,African Petroleum Corporation Limited,Annual Balance Sheet - Total Equity, , , , , , , , ,"2,694,874.00","1,506,732.00", , , , , , 
AFQ,African Petroleum Corporation Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,--,--, , , , , , 
AFQ,African Petroleum Corporation Limited,Annual Profit and Loss - EBITDA, , , , , , , , ,"-930,718.00","-1,225,247.00", , , , , , 
